id	file	start_line	end_line	kind	classification	attributes	assessment	text
1638	unicode-case.k	1611	1611	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbf\x86"") => ""\xce\x97\xcd\x82"""
1639	unicode-case.k	1612	1612	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbf\x87"") => ""\xce\x97\xcd\x82\xce\x99"""
1640	unicode-case.k	1613	1613	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbf\x88"") => ""\xe1\xbd\xb2"""
1641	unicode-case.k	1614	1614	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbf\x89"") => ""\xe1\xbd\xb3"""
1642	unicode-case.k	1615	1615	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbf\x8a"") => ""\xe1\xbd\xb4"""
1643	unicode-case.k	1616	1616	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbf\x8b"") => ""\xe1\xbd\xb5"""
1644	unicode-case.k	1617	1617	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbf\x90"") => ""\xe1\xbf\x98"""
1645	unicode-case.k	1618	1618	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbf\x91"") => ""\xe1\xbf\x99"""
1646	unicode-case.k	1619	1619	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbf\x92"") => ""\xce\x99\xcc\x88\xcc\x80"""
1647	unicode-case.k	1620	1620	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbf\x93"") => ""\xce\x99\xcc\x88\xcc\x81"""
1648	unicode-case.k	1621	1621	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbf\x96"") => ""\xce\x99\xcd\x82"""
1649	unicode-case.k	1622	1622	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbf\x97"") => ""\xce\x99\xcc\x88\xcd\x82"""
1650	unicode-case.k	1623	1623	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbf\x98"") => ""\xe1\xbf\x90"""
1651	unicode-case.k	1624	1624	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbf\x99"") => ""\xe1\xbf\x91"""
1652	unicode-case.k	1625	1625	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbf\x9a"") => ""\xe1\xbd\xb6"""
1653	unicode-case.k	1626	1626	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbf\x9b"") => ""\xe1\xbd\xb7"""
1654	unicode-case.k	1627	1627	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbf\xa0"") => ""\xe1\xbf\xa8"""
1655	unicode-case.k	1628	1628	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbf\xa1"") => ""\xe1\xbf\xa9"""
1656	unicode-case.k	1629	1629	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbf\xa2"") => ""\xce\xa5\xcc\x88\xcc\x80"""
1657	unicode-case.k	1630	1630	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbf\xa3"") => ""\xce\xa5\xcc\x88\xcc\x81"""
1658	unicode-case.k	1631	1631	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbf\xa4"") => ""\xce\xa1\xcc\x93"""
1659	unicode-case.k	1632	1632	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbf\xa5"") => ""\xe1\xbf\xac"""
1660	unicode-case.k	1633	1633	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbf\xa6"") => ""\xce\xa5\xcd\x82"""
1661	unicode-case.k	1634	1634	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbf\xa7"") => ""\xce\xa5\xcc\x88\xcd\x82"""
1662	unicode-case.k	1635	1635	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbf\xa8"") => ""\xe1\xbf\xa0"""
1663	unicode-case.k	1636	1636	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbf\xa9"") => ""\xe1\xbf\xa1"""
1664	unicode-case.k	1637	1637	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbf\xaa"") => ""\xe1\xbd\xba"""
1665	unicode-case.k	1638	1638	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbf\xab"") => ""\xe1\xbd\xbb"""
1666	unicode-case.k	1639	1639	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbf\xac"") => ""\xe1\xbf\xa5"""
1667	unicode-case.k	1640	1640	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbf\xb2"") => ""\xe1\xbf\xba\xce\x99"""
1668	unicode-case.k	1641	1641	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbf\xb3"") => ""\xce\xa9\xce\x99"""
1669	unicode-case.k	1642	1642	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbf\xb4"") => ""\xce\x8f\xce\x99"""
1670	unicode-case.k	1643	1643	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbf\xb6"") => ""\xce\xa9\xcd\x82"""
1671	unicode-case.k	1644	1644	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbf\xb7"") => ""\xce\xa9\xcd\x82\xce\x99"""
1672	unicode-case.k	1645	1645	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbf\xb8"") => ""\xe1\xbd\xb8"""
1673	unicode-case.k	1646	1646	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbf\xb9"") => ""\xe1\xbd\xb9"""
1674	unicode-case.k	1647	1647	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbf\xba"") => ""\xe1\xbd\xbc"""
1675	unicode-case.k	1648	1648	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbf\xbb"") => ""\xe1\xbd\xbd"""
1676	unicode-case.k	1649	1649	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe2\x84\xa6"") => ""\xcf\x89"""
1677	unicode-case.k	1650	1650	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe2\x84\xaa"") => ""k"""
1678	unicode-case.k	1651	1651	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe2\x84\xab"") => ""\xc3\xa5"""
1679	unicode-case.k	1652	1652	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe2\x84\xb2"") => ""\xe2\x85\x8e"""
1680	unicode-case.k	1653	1653	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe2\x85\x8e"") => ""\xe2\x84\xb2"""
1681	unicode-case.k	1654	1654	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe2\x85\xa0"") => ""\xe2\x85\xb0"""
1682	unicode-case.k	1655	1655	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe2\x85\xa1"") => ""\xe2\x85\xb1"""
1683	unicode-case.k	1656	1656	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe2\x85\xa2"") => ""\xe2\x85\xb2"""
1684	unicode-case.k	1657	1657	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe2\x85\xa3"") => ""\xe2\x85\xb3"""
1685	unicode-case.k	1658	1658	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe2\x85\xa4"") => ""\xe2\x85\xb4"""
1686	unicode-case.k	1659	1659	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe2\x85\xa5"") => ""\xe2\x85\xb5"""
1687	unicode-case.k	1660	1660	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe2\x85\xa6"") => ""\xe2\x85\xb6"""
1688	unicode-case.k	1661	1661	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe2\x85\xa7"") => ""\xe2\x85\xb7"""
1689	unicode-case.k	1662	1662	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe2\x85\xa8"") => ""\xe2\x85\xb8"""
1690	unicode-case.k	1663	1663	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe2\x85\xa9"") => ""\xe2\x85\xb9"""
1691	unicode-case.k	1664	1664	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe2\x85\xaa"") => ""\xe2\x85\xba"""
1692	unicode-case.k	1665	1665	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe2\x85\xab"") => ""\xe2\x85\xbb"""
1693	unicode-case.k	1666	1666	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe2\x85\xac"") => ""\xe2\x85\xbc"""
1694	unicode-case.k	1667	1667	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe2\x85\xad"") => ""\xe2\x85\xbd"""
1695	unicode-case.k	1668	1668	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe2\x85\xae"") => ""\xe2\x85\xbe"""
1696	unicode-case.k	1669	1669	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe2\x85\xaf"") => ""\xe2\x85\xbf"""
1697	unicode-case.k	1670	1670	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe2\x85\xb0"") => ""\xe2\x85\xa0"""
1698	unicode-case.k	1671	1671	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe2\x85\xb1"") => ""\xe2\x85\xa1"""
1699	unicode-case.k	1672	1672	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe2\x85\xb2"") => ""\xe2\x85\xa2"""
1700	unicode-case.k	1673	1673	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe2\x85\xb3"") => ""\xe2\x85\xa3"""
1701	unicode-case.k	1674	1674	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe2\x85\xb4"") => ""\xe2\x85\xa4"""
1702	unicode-case.k	1675	1675	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe2\x85\xb5"") => ""\xe2\x85\xa5"""
1703	unicode-case.k	1676	1676	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe2\x85\xb6"") => ""\xe2\x85\xa6"""
1704	unicode-case.k	1677	1677	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe2\x85\xb7"") => ""\xe2\x85\xa7"""
1705	unicode-case.k	1678	1678	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe2\x85\xb8"") => ""\xe2\x85\xa8"""
1706	unicode-case.k	1679	1679	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe2\x85\xb9"") => ""\xe2\x85\xa9"""
1707	unicode-case.k	1680	1680	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe2\x85\xba"") => ""\xe2\x85\xaa"""
1708	unicode-case.k	1681	1681	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe2\x85\xbb"") => ""\xe2\x85\xab"""
1709	unicode-case.k	1682	1682	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe2\x85\xbc"") => ""\xe2\x85\xac"""
1710	unicode-case.k	1683	1683	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe2\x85\xbd"") => ""\xe2\x85\xad"""
1711	unicode-case.k	1684	1684	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe2\x85\xbe"") => ""\xe2\x85\xae"""
1712	unicode-case.k	1685	1685	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe2\x85\xbf"") => ""\xe2\x85\xaf"""
