source,line,kind,decision,notes,first_line
reference-semantics/semantics/int.k,27,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule applyCmp(""!="", I1:Int, I2:Int) => I1 =/=Int I2"
reference-semantics/semantics/iter.k,6,module,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,module MPY-ITER
reference-semantics/semantics/iter.k,7,imports,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,imports MPY-CORE
reference-semantics/semantics/iter.k,8,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax KItem ::= #iterNext(Iterable) | ""#iterDone"" | #iterYield(Val, Iterable)"
reference-semantics/semantics/list.k,3,module,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,module MPY-LIST
reference-semantics/semantics/list.k,4,imports,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,imports MPY-CORE
reference-semantics/semantics/list.k,5,imports,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,imports MPY-ITER
reference-semantics/semantics/list.k,6,imports,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,imports MPY-OPERATORS
reference-semantics/semantics/list.k,9,rule,TRUSTED_SUPPLIED_USED,Selected fixed semantics; reviewed in the real-program execution route.,rule <k> #iterNext(list(.ValSeq)) => #iterDone ... </k>
reference-semantics/semantics/list.k,10,rule,TRUSTED_SUPPLIED_USED,Selected fixed semantics; reviewed in the real-program execution route.,"rule <k> #iterNext(list(vCons(V:Val, R:ValSeq))) => #iterYield(V, list(R)) ... </k>"
reference-semantics/semantics/list.k,13,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax ApplyK ::= ""toList"""
reference-semantics/semantics/list.k,14,rule,TRUSTED_SUPPLIED_USED,Selected fixed semantics; reviewed in the real-program execution route.,"rule <k> ListExpr(ES:Exprs) => #evalArgs(ES, .Vals, toList) ... </k>"
reference-semantics/semantics/list.k,15,rule,TRUSTED_SUPPLIED_USED,Selected fixed semantics; reviewed in the real-program execution route.,"rule <k> #applyK(toList, ACC:Vals) => #alloc(list(vals2valSeq(ACC))) ... </k>"
reference-semantics/semantics/list.k,18,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax ValSeq ::= valSeqConcat(ValSeq, ValSeq) [function, total]"
reference-semantics/semantics/list.k,19,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule valSeqConcat(.ValSeq, T:ValSeq) => T"
reference-semantics/semantics/list.k,20,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule valSeqConcat(vCons(V:Val, S:ValSeq), T:ValSeq) => vCons(V, valSeqConcat(S, T))"
reference-semantics/semantics/list.k,24,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule <k> BinOp(""+"", list(A:ValSeq), list(B:ValSeq)) => #alloc(list(valSeqConcat(A, B))) ... </k>"
reference-semantics/semantics/list.k,27,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule applyCmp(""=="", list(A:ValSeq), list(B:ValSeq)) => A ==K B"
reference-semantics/semantics/list.k,28,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule applyCmp(""!="", list(A:ValSeq), list(B:ValSeq)) => notBool (A ==K B)"
reference-semantics/semantics/list.k,33,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax Bool ::= hasRefVS(ValSeq) [function, total]"
reference-semantics/semantics/list.k,34,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,rule hasRefVS(.ValSeq) => false
reference-semantics/semantics/list.k,35,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule hasRefVS(vCons(V:Val, R:ValSeq)) => isRefV(V) orBool hasRefVS(R)"
reference-semantics/semantics/list.k,37,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax Bool ::= deepEqVS(ValSeq, ValSeq, Map) [function]"
reference-semantics/semantics/list.k,39,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule deepEqVS(.ValSeq, .ValSeq, _:Map) => true"
reference-semantics/semantics/list.k,40,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule deepEqVS(.ValSeq, vCons(_:Val, _:ValSeq), _:Map) => false"
reference-semantics/semantics/list.k,41,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule deepEqVS(vCons(_:Val, _:ValSeq), .ValSeq, _:Map) => false"
reference-semantics/semantics/list.k,42,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule deepEqVS(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq), HP:Map)"
reference-semantics/semantics/list.k,45,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule deepEqV(ref(H:Int), B:Val, HP:Map) => deepEqV({HP[H]}:>Val, B, HP)"
reference-semantics/semantics/list.k,47,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule deepEqV(A:Val, ref(H:Int), HP:Map) => deepEqV(A, {HP[H]}:>Val, HP)"
reference-semantics/semantics/list.k,49,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule deepEqV(list(A:ValSeq), list(B:ValSeq), HP:Map) => deepEqVS(A, B, HP)"
reference-semantics/semantics/list.k,50,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule deepEqV(A:Val, B:Val, _:Map) => A ==K B [owise]"
reference-semantics/semantics/list.k,53,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule <k> #applyK(toCall(boundMethodV(ref(H:Int), ""append"")), (V:Val, .Vals)) => noneV ... </k>"
reference-semantics/semantics/list.k,58,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax KItem ::= #memberAcc(Val, Iterable) | #memberCont(Val) | ""#notB"""
reference-semantics/semantics/list.k,59,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule <k> Compare(LV:Val, CmpOp(""in"", list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ... </k>"
reference-semantics/semantics/list.k,60,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule <k> Compare(LV:Val, CmpOp(""not in"", list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ~> #notB ... </k>"
reference-semantics/semantics/list.k,61,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule <k> #memberAcc(V:Val, IT:Iterable) => #iterNext(IT) ~> #memberCont(V) ... </k>"
reference-semantics/semantics/list.k,62,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,rule <k> #iterDone ~> #memberCont(_V:Val) => false ... </k>
reference-semantics/semantics/list.k,63,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule <k> #iterYield(E:Val, _:Iterable) ~> #memberCont(V:Val) => true ... </k>"
reference-semantics/semantics/list.k,65,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule <k> #iterYield(E:Val, R:Iterable) ~> #memberCont(V:Val) => #memberAcc(V, R) ... </k>"
reference-semantics/semantics/list.k,67,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,rule <k> B:Bool ~> #notB => notBool B ... </k>
reference-semantics/semantics/methods.k,3,module,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,module MPY-METHODS
reference-semantics/semantics/methods.k,4,imports,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,imports MPY-CORE
reference-semantics/semantics/methods.k,5,imports,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,imports K-EQUAL
reference-semantics/semantics/methods.k,6,imports,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,imports MPY-STR
reference-semantics/semantics/methods.k,7,imports,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,imports MPY-LIST
reference-semantics/semantics/methods.k,10,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax Val ::= applyMethod(Val, String, Vals) [function]"
reference-semantics/semantics/methods.k,13,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule applyMethod(str(CS:IntSeq), ""isupper"", .Vals) => hasUpper(CS) andBool notBool hasLower(CS)"
reference-semantics/semantics/methods.k,14,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule applyMethod(str(CS:IntSeq), ""islower"", .Vals) => hasLower(CS) andBool notBool hasUpper(CS)"
reference-semantics/semantics/methods.k,15,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule applyMethod(str(CS:IntSeq), ""isalpha"", .Vals) => notBool (CS ==K .IntSeq) andBool allAlpha(CS)"
reference-semantics/semantics/methods.k,16,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule applyMethod(str(CS:IntSeq), ""isdigit"", .Vals) => notBool (CS ==K .IntSeq) andBool allDigit(CS)"
reference-semantics/semantics/methods.k,19,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule applyMethod(str(CS:IntSeq), ""lower"", .Vals) => str(mapLower(CS))"
reference-semantics/semantics/methods.k,20,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule applyMethod(str(CS:IntSeq), ""upper"", .Vals) => str(mapUpper(CS))"
reference-semantics/semantics/methods.k,21,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule applyMethod(str(CS:IntSeq), ""swapcase"", .Vals) => str(mapSwap(CS))"
reference-semantics/semantics/methods.k,26,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule applyMethod(str(SEP:IntSeq), ""join"", list(VS:ValSeq), .Vals) => str(joinCodes(SEP, VS))"
reference-semantics/semantics/methods.k,27,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax IntSeq ::= joinCodes(IntSeq, ValSeq) [function, total]"
reference-semantics/semantics/methods.k,28,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule joinCodes(_:IntSeq, .ValSeq) => .IntSeq"
reference-semantics/semantics/methods.k,29,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule joinCodes(_:IntSeq, vCons(str(CS:IntSeq), .ValSeq)) => CS"
reference-semantics/semantics/methods.k,30,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule joinCodes(SEP:IntSeq, vCons(str(CS:IntSeq), vCons(V:Val, R:ValSeq)))"
reference-semantics/semantics/methods.k,34,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule applyMethod(str(CS:IntSeq), ""count"", str(PC:IntSeq), .Vals) => cntSub(CS, PC)"
reference-semantics/semantics/methods.k,35,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax Int ::= cntSub(IntSeq, IntSeq) [function]"
reference-semantics/semantics/methods.k,36,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule cntSub(.IntSeq, _:IntSeq) => 0"
reference-semantics/semantics/methods.k,37,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule cntSub(iCons(C:Int, R:IntSeq), PC:IntSeq) => 1 +Int cntSub(dropIS(iCons(C, R), isLen(PC)), PC)"
reference-semantics/semantics/methods.k,39,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule cntSub(iCons(C:Int, R:IntSeq), PC:IntSeq) => cntSub(R, PC)"
reference-semantics/semantics/methods.k,41,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax IntSeq ::= dropIS(IntSeq, Int) [function, total]"
reference-semantics/semantics/methods.k,42,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule dropIS(S:IntSeq, N:Int) => S requires N <=Int 0"
reference-semantics/semantics/methods.k,43,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule dropIS(.IntSeq, _:Int) => .IntSeq [owise]"
reference-semantics/semantics/methods.k,44,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule dropIS(iCons(_:Int, R:IntSeq), N:Int) => dropIS(R, N -Int 1) requires N >Int 0"
reference-semantics/semantics/methods.k,47,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule applyMethod(str(CS:IntSeq), ""strip"", .Vals) => str(revIS(trimWS(revIS(trimWS(CS)))))"
reference-semantics/semantics/methods.k,48,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax IntSeq ::= trimWS(IntSeq) [function, total]"
reference-semantics/semantics/methods.k,49,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,rule trimWS(.IntSeq) => .IntSeq
reference-semantics/semantics/methods.k,50,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule trimWS(iCons(C:Int, R:IntSeq)) => trimWS(R) requires isWSC(C)"
reference-semantics/semantics/methods.k,51,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule trimWS(iCons(C:Int, R:IntSeq)) => iCons(C, R) requires notBool isWSC(C)"
