id	file	lines	kind	source_class	semantic_class	attributes	declaration
K0725	reference-semantics/semantics/list.k	49-49	rule	trusted-supplied	equational-rule		rule deepEqV(list(A:ValSeq), list(B:ValSeq), HP:Map) => deepEqVS(A, B, HP)
K0726	reference-semantics/semantics/list.k	50-50	rule	trusted-supplied	equational-rule	owise	rule deepEqV(A:Val, B:Val, _:Map) => A ==K B [owise]
K0727	reference-semantics/semantics/list.k	53-55	rule	trusted-supplied	operational-rule	priority(40)	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "append")), (V:Val, .Vals)) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => valSeqConcat(VS, vCons(V, .ValSeq))) ... </heap> [priority(40)]
K0728	reference-semantics/semantics/list.k	58-58	syntax	trusted-supplied	syntax		syntax KItem ::= #memberAcc(Val, Iterable) | #memberCont(Val) | "#notB"
K0729	reference-semantics/semantics/list.k	59-59	rule	trusted-supplied	operational-rule		rule <k> Compare(LV:Val, CmpOp("in", list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ... </k>
K0730	reference-semantics/semantics/list.k	60-60	rule	trusted-supplied	operational-rule		rule <k> Compare(LV:Val, CmpOp("not in", list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ~> #notB ... </k>
K0731	reference-semantics/semantics/list.k	61-61	rule	trusted-supplied	operational-rule		rule <k> #memberAcc(V:Val, IT:Iterable) => #iterNext(IT) ~> #memberCont(V) ... </k>
K0732	reference-semantics/semantics/list.k	62-62	rule	trusted-supplied	operational-rule		rule <k> #iterDone ~> #memberCont(_V:Val) => false ... </k>
K0733	reference-semantics/semantics/list.k	63-64	rule	trusted-supplied	operational-rule		rule <k> #iterYield(E:Val, _:Iterable) ~> #memberCont(V:Val) => true ... </k> requires E ==K V
K0734	reference-semantics/semantics/list.k	65-66	rule	trusted-supplied	operational-rule		rule <k> #iterYield(E:Val, R:Iterable) ~> #memberCont(V:Val) => #memberAcc(V, R) ... </k> requires notBool (E ==K V)
K0735	reference-semantics/semantics/list.k	67-67	rule	trusted-supplied	operational-rule		rule <k> B:Bool ~> #notB => notBool B ... </k>
K0736	reference-semantics/semantics/methods.k	3-3	module	trusted-supplied	module		module MPY-METHODS
K0737	reference-semantics/semantics/methods.k	4-4	imports	trusted-supplied	imports		imports MPY-CORE
K0738	reference-semantics/semantics/methods.k	5-5	imports	trusted-supplied	imports		imports K-EQUAL
K0739	reference-semantics/semantics/methods.k	6-6	imports	trusted-supplied	imports		imports MPY-STR
K0740	reference-semantics/semantics/methods.k	7-7	imports	trusted-supplied	imports		imports MPY-LIST
K0741	reference-semantics/semantics/methods.k	10-10	syntax	trusted-supplied	syntax	function	syntax Val ::= applyMethod(Val, String, Vals) [function]
K0742	reference-semantics/semantics/methods.k	13-13	rule	trusted-supplied	equational-rule		rule applyMethod(str(CS:IntSeq), "isupper", .Vals) => hasUpper(CS) andBool notBool hasLower(CS)
K0743	reference-semantics/semantics/methods.k	14-14	rule	trusted-supplied	equational-rule		rule applyMethod(str(CS:IntSeq), "islower", .Vals) => hasLower(CS) andBool notBool hasUpper(CS)
K0744	reference-semantics/semantics/methods.k	15-15	rule	trusted-supplied	equational-rule		rule applyMethod(str(CS:IntSeq), "isalpha", .Vals) => notBool (CS ==K .IntSeq) andBool allAlpha(CS)
K0745	reference-semantics/semantics/methods.k	16-16	rule	trusted-supplied	equational-rule		rule applyMethod(str(CS:IntSeq), "isdigit", .Vals) => notBool (CS ==K .IntSeq) andBool allDigit(CS)
K0746	reference-semantics/semantics/methods.k	19-19	rule	trusted-supplied	equational-rule		rule applyMethod(str(CS:IntSeq), "lower", .Vals) => str(mapLower(CS))
K0747	reference-semantics/semantics/methods.k	20-20	rule	trusted-supplied	equational-rule		rule applyMethod(str(CS:IntSeq), "upper", .Vals) => str(mapUpper(CS))
K0748	reference-semantics/semantics/methods.k	21-21	rule	trusted-supplied	equational-rule		rule applyMethod(str(CS:IntSeq), "swapcase", .Vals) => str(mapSwap(CS))
K0749	reference-semantics/semantics/methods.k	26-26	rule	trusted-supplied	equational-rule		rule applyMethod(str(SEP:IntSeq), "join", list(VS:ValSeq), .Vals) => str(joinCodes(SEP, VS))
K0750	reference-semantics/semantics/methods.k	27-27	syntax	trusted-supplied	syntax	function, total	syntax IntSeq ::= joinCodes(IntSeq, ValSeq) [function, total]
K0751	reference-semantics/semantics/methods.k	28-28	rule	trusted-supplied	equational-rule		rule joinCodes(_:IntSeq, .ValSeq) => .IntSeq
K0752	reference-semantics/semantics/methods.k	29-29	rule	trusted-supplied	equational-rule		rule joinCodes(_:IntSeq, vCons(str(CS:IntSeq), .ValSeq)) => CS
K0753	reference-semantics/semantics/methods.k	30-31	rule	trusted-supplied	equational-rule		rule joinCodes(SEP:IntSeq, vCons(str(CS:IntSeq), vCons(V:Val, R:ValSeq))) => seqConcat(CS, seqConcat(SEP, joinCodes(SEP, vCons(V, R))))
K0754	reference-semantics/semantics/methods.k	34-34	rule	trusted-supplied	equational-rule		rule applyMethod(str(CS:IntSeq), "count", str(PC:IntSeq), .Vals) => cntSub(CS, PC)
K0755	reference-semantics/semantics/methods.k	35-35	syntax	trusted-supplied	syntax	function	syntax Int ::= cntSub(IntSeq, IntSeq) [function]
K0756	reference-semantics/semantics/methods.k	36-36	rule	trusted-supplied	equational-rule		rule cntSub(.IntSeq, _:IntSeq) => 0
K0757	reference-semantics/semantics/methods.k	37-38	rule	trusted-supplied	equational-rule		rule cntSub(iCons(C:Int, R:IntSeq), PC:IntSeq) => 1 +Int cntSub(dropIS(iCons(C, R), isLen(PC)), PC) requires strPrefix(PC, iCons(C, R)) andBool isLen(PC) >Int 0
K0758	reference-semantics/semantics/methods.k	39-40	rule	trusted-supplied	equational-rule		rule cntSub(iCons(C:Int, R:IntSeq), PC:IntSeq) => cntSub(R, PC) requires notBool strPrefix(PC, iCons(C, R)) orBool isLen(PC) <=Int 0
K0759	reference-semantics/semantics/methods.k	41-41	syntax	trusted-supplied	syntax	function, total	syntax IntSeq ::= dropIS(IntSeq, Int) [function, total]
K0760	reference-semantics/semantics/methods.k	42-42	rule	trusted-supplied	equational-rule		rule dropIS(S:IntSeq, N:Int) => S requires N <=Int 0
K0761	reference-semantics/semantics/methods.k	43-43	rule	trusted-supplied	equational-rule	owise	rule dropIS(.IntSeq, _:Int) => .IntSeq [owise]
K0762	reference-semantics/semantics/methods.k	44-44	rule	trusted-supplied	equational-rule		rule dropIS(iCons(_:Int, R:IntSeq), N:Int) => dropIS(R, N -Int 1) requires N >Int 0
K0763	reference-semantics/semantics/methods.k	47-47	rule	trusted-supplied	equational-rule		rule applyMethod(str(CS:IntSeq), "strip", .Vals) => str(revIS(trimWS(revIS(trimWS(CS)))))
K0764	reference-semantics/semantics/methods.k	48-48	syntax	trusted-supplied	syntax	function, total	syntax IntSeq ::= trimWS(IntSeq) [function, total]
K0765	reference-semantics/semantics/methods.k	49-49	rule	trusted-supplied	equational-rule		rule trimWS(.IntSeq) => .IntSeq
K0766	reference-semantics/semantics/methods.k	50-50	rule	trusted-supplied	equational-rule		rule trimWS(iCons(C:Int, R:IntSeq)) => trimWS(R) requires isWSC(C)
K0767	reference-semantics/semantics/methods.k	51-51	rule	trusted-supplied	equational-rule		rule trimWS(iCons(C:Int, R:IntSeq)) => iCons(C, R) requires notBool isWSC(C)
K0768	reference-semantics/semantics/methods.k	52-52	syntax	trusted-supplied	syntax	function, total	syntax IntSeq ::= revIS(IntSeq) [function, total] | revISAcc(IntSeq, IntSeq) [function, total]
K0769	reference-semantics/semantics/methods.k	53-53	rule	trusted-supplied	equational-rule		rule revIS(S:IntSeq) => revISAcc(S, .IntSeq)
K0770	reference-semantics/semantics/methods.k	54-54	rule	trusted-supplied	equational-rule		rule revISAcc(.IntSeq, A:IntSeq) => A
K0771	reference-semantics/semantics/methods.k	55-55	rule	trusted-supplied	equational-rule		rule revISAcc(iCons(C:Int, R:IntSeq), A:IntSeq) => revISAcc(R, iCons(C, A))
K0772	reference-semantics/semantics/methods.k	58-58	rule	trusted-supplied	equational-rule		rule applyMethod(str(CS:IntSeq), "encode", str(_:IntSeq), .Vals) => str(CS)
K0773	reference-semantics/semantics/methods.k	61-61	rule	trusted-supplied	equational-rule		rule applyMethod(str(XC:IntSeq), "startswith", str(PC:IntSeq), .Vals) => startsWith(PC, XC)
K0774	reference-semantics/semantics/methods.k	64-64	rule	trusted-supplied	equational-rule		rule applyMethod(list(VS:ValSeq), "count", V:Val, .Vals) => cntOccVS(VS, V)
K0775	reference-semantics/semantics/methods.k	65-65	syntax	trusted-supplied	syntax	function, total	syntax Int ::= cntOccVS(ValSeq, Val) [function, total]
K0776	reference-semantics/semantics/methods.k	66-66	rule	trusted-supplied	equational-rule		rule cntOccVS(.ValSeq, _:Val) => 0
K0777	reference-semantics/semantics/methods.k	67-67	rule	trusted-supplied	equational-rule		rule cntOccVS(vCons(A:Val, R:ValSeq), V:Val) => 1 +Int cntOccVS(R, V) requires A ==K V
K0778	reference-semantics/semantics/methods.k	68-68	rule	trusted-supplied	equational-rule		rule cntOccVS(vCons(A:Val, R:ValSeq), V:Val) => cntOccVS(R, V) requires notBool (A ==K V)
K0779	reference-semantics/semantics/methods.k	72-74	rule	trusted-supplied	operational-rule	priority(40)	rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), .Vals) => #alloc(list(splitWS(CS, .IntSeq, .ValSeq))) ... </k> [priority(40)]
K0780	reference-semantics/semantics/methods.k	75-75	syntax	trusted-supplied	syntax	function	syntax ValSeq ::= splitWS(IntSeq, IntSeq, ValSeq) [function] // remaining, current token, result
K0781	reference-semantics/semantics/methods.k	76-76	rule	trusted-supplied	equational-rule		rule splitWS(.IntSeq, CUR:IntSeq, ACC:ValSeq) => flushTok(ACC, CUR)
K0782	reference-semantics/semantics/methods.k	77-78	rule	trusted-supplied	equational-rule		rule splitWS(iCons(C:Int, R:IntSeq), CUR:IntSeq, ACC:ValSeq) => splitWS(R, .IntSeq, flushTok(ACC, CUR)) requires isWSC(C)
K0783	reference-semantics/semantics/methods.k	79-80	rule	trusted-supplied	equational-rule		rule splitWS(iCons(C:Int, R:IntSeq), CUR:IntSeq, ACC:ValSeq) => splitWS(R, seqConcat(CUR, iCons(C, .IntSeq)), ACC) requires notBool isWSC(C)
K0784	reference-semantics/semantics/methods.k	82-82	syntax	trusted-supplied	syntax	function	syntax ValSeq ::= flushTok(ValSeq, IntSeq) [function]
K0785	reference-semantics/semantics/methods.k	83-83	rule	trusted-supplied	equational-rule		rule flushTok(ACC:ValSeq, .IntSeq) => ACC
K0786	reference-semantics/semantics/methods.k	84-84	rule	trusted-supplied	equational-rule		rule flushTok(ACC:ValSeq, iCons(C:Int, T:IntSeq)) => valSeqConcat(ACC, vCons(str(iCons(C, T)), .ValSeq))
K0787	reference-semantics/semantics/methods.k	85-85	syntax	trusted-supplied	syntax	function, total	syntax Bool ::= isWSC(Int) [function, total]
K0788	reference-semantics/semantics/methods.k	86-86	rule	trusted-supplied	equational-rule		rule isWSC(C:Int) => C ==Int 32 orBool C ==Int 9 orBool C ==Int 10 orBool C ==Int 13
K0789	reference-semantics/semantics/methods.k	89-91	rule	trusted-supplied	operational-rule	priority(39)	rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), (kwV("sep", str(S:IntSeq)), .Vals)) => #applyK(toCall(boundMethodV(str(CS), "split")), (str(S), .Vals)) ... </k> [priority(39)]
K0790	reference-semantics/semantics/methods.k	94-96	rule	trusted-supplied	operational-rule	priority(40)	rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), (str(iCons(SEP:Int, .IntSeq)), .Vals)) => #alloc(list(splitSep(CS, SEP, .IntSeq))) ... </k> [priority(40)]
K0791	reference-semantics/semantics/methods.k	97-97	syntax	trusted-supplied	syntax	function	syntax ValSeq ::= splitSep(IntSeq, Int, IntSeq) [function] // remaining, sep code, current token
K0792	reference-semantics/semantics/methods.k	98-98	rule	trusted-supplied	equational-rule		rule splitSep(.IntSeq, _SEP:Int, CUR:IntSeq) => vCons(str(CUR), .ValSeq)
K0793	reference-semantics/semantics/methods.k	99-100	rule	trusted-supplied	equational-rule		rule splitSep(iCons(C:Int, R:IntSeq), SEP:Int, CUR:IntSeq) => vCons(str(CUR), splitSep(R, SEP, .IntSeq)) requires C ==Int SEP
K0794	reference-semantics/semantics/methods.k	101-102	rule	trusted-supplied	equational-rule		rule splitSep(iCons(C:Int, R:IntSeq), SEP:Int, CUR:IntSeq) => splitSep(R, SEP, seqConcat(CUR, iCons(C, .IntSeq))) requires notBool (C ==Int SEP)
K0795	reference-semantics/semantics/methods.k	104-105	rule	trusted-supplied	equational-rule		rule applyMethod(str(CS:IntSeq), "replace", str(iCons(A:Int, .IntSeq)), str(iCons(B:Int, .IntSeq)), .Vals) => str(replaceC(CS, A, B))
K0796	reference-semantics/semantics/methods.k	106-106	syntax	trusted-supplied	syntax	function, total	syntax IntSeq ::= replaceC(IntSeq, Int, Int) [function, total]
K0797	reference-semantics/semantics/methods.k	107-107	rule	trusted-supplied	equational-rule		rule replaceC(.IntSeq, _:Int, _:Int) => .IntSeq
K0798	reference-semantics/semantics/methods.k	108-108	rule	trusted-supplied	equational-rule		rule replaceC(iCons(C:Int, R:IntSeq), A:Int, B:Int) => iCons(B, replaceC(R, A, B)) requires C ==Int A
K0799	reference-semantics/semantics/methods.k	109-109	rule	trusted-supplied	equational-rule		rule replaceC(iCons(C:Int, R:IntSeq), A:Int, B:Int) => iCons(C, replaceC(R, A, B)) requires notBool (C ==Int A)
K0800	reference-semantics/semantics/methods.k	112-112	syntax	trusted-supplied	syntax	function, total	syntax Bool ::= isUpperC(Int) [function, total]
K0801	reference-semantics/semantics/methods.k	113-113	rule	trusted-supplied	equational-rule		rule isUpperC(C:Int) => C >=Int 65 andBool C <=Int 90
K0802	reference-semantics/semantics/methods.k	115-115	syntax	trusted-supplied	syntax	function, total	syntax Bool ::= isLowerC(Int) [function, total]
K0803	reference-semantics/semantics/methods.k	116-116	rule	trusted-supplied	equational-rule		rule isLowerC(C:Int) => C >=Int 97 andBool C <=Int 122
K0804	reference-semantics/semantics/methods.k	118-118	syntax	trusted-supplied	syntax	function, total	syntax Bool ::= isAlphaC(Int) [function, total]
K0805	reference-semantics/semantics/methods.k	119-119	rule	trusted-supplied	equational-rule		rule isAlphaC(C:Int) => isUpperC(C) orBool isLowerC(C)
K0806	reference-semantics/semantics/methods.k	121-121	syntax	trusted-supplied	syntax	function, total	syntax Bool ::= isDigitC(Int) [function, total]
K0807	reference-semantics/semantics/methods.k	122-122	rule	trusted-supplied	equational-rule		rule isDigitC(C:Int) => C >=Int 48 andBool C <=Int 57
K0808	reference-semantics/semantics/methods.k	124-124	syntax	trusted-supplied	syntax	function, total	syntax Bool ::= hasUpper(IntSeq) [function, total]
K0809	reference-semantics/semantics/methods.k	125-125	rule	trusted-supplied	equational-rule		rule hasUpper(.IntSeq) => false
K0810	reference-semantics/semantics/methods.k	126-126	rule	trusted-supplied	equational-rule		rule hasUpper(iCons(C:Int, S:IntSeq)) => isUpperC(C) orBool hasUpper(S)
K0811	reference-semantics/semantics/methods.k	128-128	syntax	trusted-supplied	syntax	function, total	syntax Bool ::= hasLower(IntSeq) [function, total]
K0812	reference-semantics/semantics/methods.k	129-129	rule	trusted-supplied	equational-rule		rule hasLower(.IntSeq) => false
K0813	reference-semantics/semantics/methods.k	130-130	rule	trusted-supplied	equational-rule		rule hasLower(iCons(C:Int, S:IntSeq)) => isLowerC(C) orBool hasLower(S)
K0814	reference-semantics/semantics/methods.k	132-132	syntax	trusted-supplied	syntax	function, total	syntax Bool ::= allAlpha(IntSeq) [function, total]
K0815	reference-semantics/semantics/methods.k	133-133	rule	trusted-supplied	equational-rule		rule allAlpha(.IntSeq) => true
K0816	reference-semantics/semantics/methods.k	134-134	rule	trusted-supplied	equational-rule		rule allAlpha(iCons(C:Int, S:IntSeq)) => isAlphaC(C) andBool allAlpha(S)
K0817	reference-semantics/semantics/methods.k	136-136	syntax	trusted-supplied	syntax	function, total	syntax Bool ::= allDigit(IntSeq) [function, total]
K0818	reference-semantics/semantics/methods.k	137-137	rule	trusted-supplied	equational-rule		rule allDigit(.IntSeq) => true
K0819	reference-semantics/semantics/methods.k	138-138	rule	trusted-supplied	equational-rule		rule allDigit(iCons(C:Int, S:IntSeq)) => isDigitC(C) andBool allDigit(S)
K0820	reference-semantics/semantics/methods.k	140-140	syntax	trusted-supplied	syntax	function, total	syntax Int ::= lowerC(Int) [function, total]
K0821	reference-semantics/semantics/methods.k	142-142	rule	trusted-supplied	equational-rule		rule lowerC(C:Int) => C +Int 32 requires isUpperC(C)
K0822	reference-semantics/semantics/methods.k	143-143	rule	trusted-supplied	equational-rule	owise	rule lowerC(C:Int) => C [owise]
K0823	reference-semantics/semantics/methods.k	145-145	syntax	trusted-supplied	syntax	function, total	syntax Int ::= upperC(Int) [function, total]
K0824	reference-semantics/semantics/methods.k	146-146	rule	trusted-supplied	equational-rule		rule upperC(C:Int) => C -Int 32 requires isLowerC(C)
K0825	reference-semantics/semantics/methods.k	147-147	rule	trusted-supplied	equational-rule	owise	rule upperC(C:Int) => C [owise]
K0826	reference-semantics/semantics/methods.k	149-149	syntax	trusted-supplied	syntax	function, total	syntax Int ::= swapC(Int) [function, total]
K0827	reference-semantics/semantics/methods.k	150-150	rule	trusted-supplied	equational-rule		rule swapC(C:Int) => C +Int 32 requires isUpperC(C)
K0828	reference-semantics/semantics/methods.k	151-151	rule	trusted-supplied	equational-rule		rule swapC(C:Int) => C -Int 32 requires isLowerC(C)
K0829	reference-semantics/semantics/methods.k	152-152	rule	trusted-supplied	equational-rule	owise	rule swapC(C:Int) => C [owise]
K0830	reference-semantics/semantics/methods.k	154-154	syntax	trusted-supplied	syntax	function, total	syntax IntSeq ::= mapLower(IntSeq) [function, total]
K0831	reference-semantics/semantics/methods.k	155-155	rule	trusted-supplied	equational-rule		rule mapLower(.IntSeq) => .IntSeq
K0832	reference-semantics/semantics/methods.k	156-156	rule	trusted-supplied	equational-rule		rule mapLower(iCons(C:Int, S:IntSeq)) => iCons(lowerC(C), mapLower(S))
K0833	reference-semantics/semantics/methods.k	158-158	syntax	trusted-supplied	syntax	function, total	syntax IntSeq ::= mapUpper(IntSeq) [function, total]
