id	file	line	kind	attributes	disposition	declaration
567	reference-semantics/semantics/functions.k	19	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env> // ==== annotated def/lambda (closure cells; spec 2.3) ====================== // closureValC(params, cellvars, body, captured-cells). No frame anchor: all // enclosing-local reads are freevars (symtable-complete) and go through the // captured cells; everything else is global/builtin, so the callee frame's // parent is the module scope (0) — sound after the defining frame dies.
568	reference-semantics/semantics/functions.k	27	syntax	-	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map) // capture: resolve each freevar to the enclosing frame's cellRef, then bind // (FuncDef) or yield (Lambda) the closure value.
569	reference-semantics/semantics/functions.k	31	syntax	-	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
570	reference-semantics/semantics/functions.k	33	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
571	reference-semantics/semantics/functions.k	36	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
572	reference-semantics/semantics/functions.k	42	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>
573	reference-semantics/semantics/functions.k	47	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> Lambda(Params(PNS:ParamNames), E:Expr) => closureVal(PNS, Return(E) .Stmts, L) ... </k> <env> L:Int </env>
574	reference-semantics/semantics/functions.k	50	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), E:Expr) => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>
575	reference-semantics/semantics/functions.k	53	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
576	reference-semantics/semantics/functions.k	59	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => closureValC(PNS, CVS, BODY, CM) ... </k> // ==== bind params ========================================================
577	reference-semantics/semantics/functions.k	63	rule	ordinary	USED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; manually checked	rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
578	reference-semantics/semantics/functions.k	64	rule	ordinary	USED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; manually checked	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes> // a param that is a cellvar was pre-bound to its cell at frame entry
579	reference-semantics/semantics/functions.k	68	rule	priority	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(P, cellsOf({M["$cells"]}:>Val)) andBool P in_keys(M) andBool isCellRef({M[P]}:>Val) [priority(40)] // ==== return / pop the frame (the returned expr evaluates by strictness) ==
580	reference-semantics/semantics/functions.k	78	rule	ordinary	USED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; manually checked	rule <k> Return(V:Val) ~> _ => #pop </k> <ret> noRet => retV(V) </ret>
581	reference-semantics/semantics/functions.k	80	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> #endcall => #pop ... </k> <ret> noRet => retV(noneV) </ret> // pop: restore env, DEALLOCATE the callee frame, and wind scopeLoc back (LIFO allocation // makes the saved loc the callee frame's own loc). Sound because no closureVal outlives its // defining frame (frontend subset: no returned/stored closures; module defs live in loc 0).
582	reference-semantics/semantics/functions.k	85	rule	ordinary	USED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; manually checked	rule <k> #pop => V ~> CONT </k> <ret> retV(V) => noRet </ret> <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack> <env> L:Int => CALLERL </env> <scopes> SC:Map => SC [ L <- undef ] </scopes> <scopeLoc> _ => SAVEDL </scopeLoc>
583	reference-semantics/semantics/int.k	7	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule applyUn("-", I:Int) => 0 -Int I
584	reference-semantics/semantics/int.k	9	rule	ordinary	USED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; manually checked	rule applyBin("+", I1:Int, I2:Int) => I1 +Int I2 // Bool participates in int arithmetic (x += (a == b))
585	reference-semantics/semantics/int.k	11	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule applyBin("+", I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi
586	reference-semantics/semantics/int.k	12	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule applyBin("+", B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I
587	reference-semantics/semantics/int.k	13	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule applyBin("-", I1:Int, I2:Int) => I1 -Int I2
588	reference-semantics/semantics/int.k	14	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule applyBin("*", I1:Int, I2:Int) => I1 *Int I2
589	reference-semantics/semantics/int.k	15	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule applyBin("%", I1:Int, I2:Int) => pyMod(I1, I2)
590	reference-semantics/semantics/int.k	16	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule applyBin("//", I1:Int, I2:Int) => (I1 -Int pyMod(I1, I2)) /Int I2
591	reference-semantics/semantics/int.k	17	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule applyBin("**", I1:Int, I2:Int) => I1 ^Int I2 requires I2 >=Int 0
592	reference-semantics/semantics/int.k	19	syntax	function	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax Int ::= pyMod(Int, Int) [function]
593	reference-semantics/semantics/int.k	20	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule pyMod(I1:Int, I2:Int) => ((I1 %Int I2) +Int I2) %Int I2
594	reference-semantics/semantics/int.k	22	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule applyCmp("<", I1:Int, I2:Int) => I1 <Int I2
595	reference-semantics/semantics/int.k	23	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule applyCmp("<=", I1:Int, I2:Int) => I1 <=Int I2
596	reference-semantics/semantics/int.k	24	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule applyCmp(">", I1:Int, I2:Int) => I1 >Int I2
597	reference-semantics/semantics/int.k	25	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule applyCmp(">=", I1:Int, I2:Int) => I1 >=Int I2
598	reference-semantics/semantics/int.k	26	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule applyCmp("==", I1:Int, I2:Int) => I1 ==Int I2
599	reference-semantics/semantics/int.k	27	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule applyCmp("!=", I1:Int, I2:Int) => I1 =/=Int I2
600	reference-semantics/semantics/iter.k	8	syntax	-	USED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; manually checked	syntax KItem ::= #iterNext(Iterable) | "#iterDone" | #iterYield(Val, Iterable)
601	reference-semantics/semantics/list.k	9	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> #iterNext(list(.ValSeq)) => #iterDone ... </k>
602	reference-semantics/semantics/list.k	10	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> #iterNext(list(vCons(V:Val, R:ValSeq))) => #iterYield(V, list(R)) ... </k> // ==== ListExpr: [...] literal -> a fresh heap object =======================
603	reference-semantics/semantics/list.k	13	syntax	-	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax ApplyK ::= "toList"
604	reference-semantics/semantics/list.k	14	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> ListExpr(ES:Exprs) => #evalArgs(ES, .Vals, toList) ... </k>
605	reference-semantics/semantics/list.k	15	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> #applyK(toList, ACC:Vals) => #alloc(list(vals2valSeq(ACC))) ... </k> // ==== list ops: + / == / != ===============================================
606	reference-semantics/semantics/list.k	18	syntax	function,total	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax ValSeq ::= valSeqConcat(ValSeq, ValSeq) [function, total]
607	reference-semantics/semantics/list.k	19	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule valSeqConcat(.ValSeq, T:ValSeq) => T
608	reference-semantics/semantics/list.k	20	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule valSeqConcat(vCons(V:Val, S:ValSeq), T:ValSeq) => vCons(V, valSeqConcat(S, T)) // list + list constructs a NEW object (k-cell — it allocates; operands land here // already deref'd). priority(45) beats the generic BinOp dispatch.
609	reference-semantics/semantics/list.k	24	rule	priority	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> BinOp("+", list(A:ValSeq), list(B:ValSeq)) => #alloc(list(valSeqConcat(A, B))) ... </k> [priority(45)]
610	reference-semantics/semantics/list.k	27	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule applyCmp("==", list(A:ValSeq), list(B:ValSeq)) => A ==K B
611	reference-semantics/semantics/list.k	28	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule applyCmp("!=", list(A:ValSeq), list(B:ValSeq)) => notBool (A ==K B) // ==== deep equality when elements are heap objects (list-of-lists) ======== // Python == is structural at every depth. Fires ONLY when a ref is present // (the guard decides on concrete seqs); the plain ==K path above is unchanged.
612	reference-semantics/semantics/list.k	33	syntax	function,total	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax Bool ::= hasRefVS(ValSeq) [function, total]
613	reference-semantics/semantics/list.k	34	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule hasRefVS(.ValSeq) => false
614	reference-semantics/semantics/list.k	35	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule hasRefVS(vCons(V:Val, R:ValSeq)) => isRefV(V) orBool hasRefVS(R)
615	reference-semantics/semantics/list.k	37	syntax	function	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax Bool ::= deepEqVS(ValSeq, ValSeq, Map) [function] | deepEqV(Val, Val, Map) [function]
616	reference-semantics/semantics/list.k	39	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule deepEqVS(.ValSeq, .ValSeq, _:Map) => true
617	reference-semantics/semantics/list.k	40	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule deepEqVS(.ValSeq, vCons(_:Val, _:ValSeq), _:Map) => false
618	reference-semantics/semantics/list.k	41	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule deepEqVS(vCons(_:Val, _:ValSeq), .ValSeq, _:Map) => false
619	reference-semantics/semantics/list.k	42	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule deepEqVS(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq), HP:Map) => deepEqV(A, B, HP) andBool deepEqVS(As, Bs, HP)
620	reference-semantics/semantics/list.k	45	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule deepEqV(ref(H:Int), B:Val, HP:Map) => deepEqV({HP[H]}:>Val, B, HP) requires H in_keys(HP)
621	reference-semantics/semantics/list.k	47	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule deepEqV(A:Val, ref(H:Int), HP:Map) => deepEqV(A, {HP[H]}:>Val, HP) requires notBool isRefV(A) andBool H in_keys(HP)
622	reference-semantics/semantics/list.k	49	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule deepEqV(list(A:ValSeq), list(B:ValSeq), HP:Map) => deepEqVS(A, B, HP)
623	reference-semantics/semantics/list.k	50	rule	owise	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule deepEqV(A:Val, B:Val, _:Map) => A ==K B [owise] // ==== mutator: xs.append(v) — an in-place heap write ======================
624	reference-semantics/semantics/list.k	53	rule	priority	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "append")), (V:Val, .Vals)) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => valSeqConcat(VS, vCons(V, .ValSeq))) ... </heap> [priority(40)] // ==== `x in list` — a <k>-cell fold over #iterNext ========================
625	reference-semantics/semantics/list.k	58	syntax	-	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax KItem ::= #memberAcc(Val, Iterable) | #memberCont(Val) | "#notB"
626	reference-semantics/semantics/list.k	59	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> Compare(LV:Val, CmpOp("in", list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ... </k>
627	reference-semantics/semantics/list.k	60	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> Compare(LV:Val, CmpOp("not in", list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ~> #notB ... </k>
628	reference-semantics/semantics/list.k	61	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> #memberAcc(V:Val, IT:Iterable) => #iterNext(IT) ~> #memberCont(V) ... </k>
