WORKDIR: /tmp/audit-work/112-reverse-delete
COMMAND: /audit-output/evidence/k_rule_inventory.py
# Exhaustive K declaration and rule inventory

Files: 26
Inventory rows: 942
Kinds: {'claim': 2, 'configuration': 1, 'context': 5, 'rule': 704, 'syntax': 230}
Decision classes: {'ACCEPT': 142, 'TARGET': 2, 'UNREACHED': 776, 'UNUSED OPAQUE': 22}
Attributes: {'concrete': 35, 'function': 149, 'macro': 3, 'macro-rec': 1, 'no-evaluators': 22, 'owise': 26, 'priority(39)': 1, 'priority(40)': 42, 'priority(45)': 3, 'seqstrict(2, 3)': 1, 'simplification': 4, 'strict(1)': 2, 'strict(2)': 2, 'strict(3)': 1, 'symbol(absF)': 1, 'symbol(addF)': 1, 'symbol(ceilF)': 1, 'symbol(decStrToF)': 1, 'symbol(divF)': 1, 'symbol(divFloatIntV)': 1, 'symbol(divII)': 1, 'symbol(eqF)': 1, 'symbol(floatLt)': 1, 'symbol(floatMod)': 1, 'symbol(floorFI)': 1, 'symbol(gtF)': 1, 'symbol(intFloatDiv)': 1, 'symbol(intToF)': 1, 'symbol(md5hexCodes)': 1, 'symbol(mulF)': 1, 'symbol(powF)': 1, 'symbol(roundF)': 1, 'symbol(roundFN)': 1, 'symbol(sortKeyVS)': 1, 'symbol(sortVS)': 1, 'symbol(sqrtF)': 1, 'symbol(subF)': 1, 'symbol(toF)': 1, 'symbol(truncF)': 1, 'total': 110}

| Source | Line | Kind | Attributes | Decision | Normalized declaration/rule |
|---|---:|---|---|---|---|
| `semantics/assert.k` | 6 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> Assert(V:Val) => .K ... </k> requires truthy(V)` |
| `semantics/list.k` | 37 | syntax | function | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax Bool ::= deepEqVS(ValSeq, ValSeq, Map) [function] \| deepEqV(Val, Val, Map) [function]` |
| `semantics/list.k` | 39 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule deepEqVS(.ValSeq, .ValSeq, _:Map) => true` |
| `semantics/list.k` | 40 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule deepEqVS(.ValSeq, vCons(_:Val, _:ValSeq), _:Map) => false` |
| `semantics/list.k` | 41 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule deepEqVS(vCons(_:Val, _:ValSeq), .ValSeq, _:Map) => false` |
| `semantics/list.k` | 42 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule deepEqVS(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq), HP:Map) => deepEqV(A, B, HP) andBool deepEqVS(As, Bs, HP)` |
| `semantics/list.k` | 45 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule deepEqV(ref(H:Int), B:Val, HP:Map) => deepEqV({HP[H]}:>Val, B, HP) requires H in_keys(HP)` |
| `semantics/list.k` | 47 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule deepEqV(A:Val, ref(H:Int), HP:Map) => deepEqV(A, {HP[H]}:>Val, HP) requires notBool isRefV(A) andBool H in_keys(HP)` |
| `semantics/list.k` | 49 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule deepEqV(list(A:ValSeq), list(B:ValSeq), HP:Map) => deepEqVS(A, B, HP)` |
| `semantics/list.k` | 50 | rule | owise | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule deepEqV(A:Val, B:Val, _:Map) => A ==K B [owise]` |
| `semantics/list.k` | 53 | rule | priority(40) | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "append")), (V:Val, .Vals)) => noneV ... </k> <heap> ... H \|-> list(VS:ValSeq => valSeqConcat(VS, vCons(V, .ValSeq))) ... </heap> [priority(40)]` |
| `semantics/list.k` | 58 | syntax | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax KItem ::= #memberAcc(Val, Iterable) \| #memberCont(Val) \| "#notB"` |
| `semantics/list.k` | 59 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> Compare(LV:Val, CmpOp("in", list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ... </k>` |
| `semantics/list.k` | 60 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> Compare(LV:Val, CmpOp("not in", list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ~> #notB ... </k>` |
| `semantics/list.k` | 61 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> #memberAcc(V:Val, IT:Iterable) => #iterNext(IT) ~> #memberCont(V) ... </k>` |
| `semantics/list.k` | 62 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> #iterDone ~> #memberCont(_V:Val) => false ... </k>` |
| `semantics/list.k` | 63 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> #iterYield(E:Val, _:Iterable) ~> #memberCont(V:Val) => true ... </k> requires E ==K V` |
| `semantics/list.k` | 65 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> #iterYield(E:Val, R:Iterable) ~> #memberCont(V:Val) => #memberAcc(V, R) ... </k> requires notBool (E ==K V)` |
| `semantics/list.k` | 67 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> B:Bool ~> #notB => notBool B ... </k>` |
| `semantics/methods.k` | 10 | syntax | function | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax Val ::= applyMethod(Val, String, Vals) [function]` |
| `semantics/methods.k` | 13 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyMethod(str(CS:IntSeq), "isupper", .Vals) => hasUpper(CS) andBool notBool hasLower(CS)` |
| `semantics/methods.k` | 14 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyMethod(str(CS:IntSeq), "islower", .Vals) => hasLower(CS) andBool notBool hasUpper(CS)` |
| `semantics/methods.k` | 15 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyMethod(str(CS:IntSeq), "isalpha", .Vals) => notBool (CS ==K .IntSeq) andBool allAlpha(CS)` |
| `semantics/methods.k` | 16 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyMethod(str(CS:IntSeq), "isdigit", .Vals) => notBool (CS ==K .IntSeq) andBool allDigit(CS)` |
| `semantics/methods.k` | 19 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyMethod(str(CS:IntSeq), "lower", .Vals) => str(mapLower(CS))` |
| `semantics/methods.k` | 20 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyMethod(str(CS:IntSeq), "upper", .Vals) => str(mapUpper(CS))` |
| `semantics/methods.k` | 21 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyMethod(str(CS:IntSeq), "swapcase", .Vals) => str(mapSwap(CS))` |
| `semantics/methods.k` | 26 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyMethod(str(SEP:IntSeq), "join", list(VS:ValSeq), .Vals) => str(joinCodes(SEP, VS))` |
| `semantics/methods.k` | 27 | syntax | function, total | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax IntSeq ::= joinCodes(IntSeq, ValSeq) [function, total]` |
| `semantics/methods.k` | 28 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule joinCodes(_:IntSeq, .ValSeq) => .IntSeq` |
| `semantics/methods.k` | 29 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule joinCodes(_:IntSeq, vCons(str(CS:IntSeq), .ValSeq)) => CS` |
| `semantics/methods.k` | 30 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule joinCodes(SEP:IntSeq, vCons(str(CS:IntSeq), vCons(V:Val, R:ValSeq))) => seqConcat(CS, seqConcat(SEP, joinCodes(SEP, vCons(V, R))))` |
| `semantics/methods.k` | 34 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyMethod(str(CS:IntSeq), "count", str(PC:IntSeq), .Vals) => cntSub(CS, PC)` |
| `semantics/methods.k` | 35 | syntax | function | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax Int ::= cntSub(IntSeq, IntSeq) [function]` |
| `semantics/methods.k` | 36 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule cntSub(.IntSeq, _:IntSeq) => 0` |
| `semantics/methods.k` | 37 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule cntSub(iCons(C:Int, R:IntSeq), PC:IntSeq) => 1 +Int cntSub(dropIS(iCons(C, R), isLen(PC)), PC) requires strPrefix(PC, iCons(C, R)) andBool isLen(PC) >Int 0` |
| `semantics/methods.k` | 39 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule cntSub(iCons(C:Int, R:IntSeq), PC:IntSeq) => cntSub(R, PC) requires notBool strPrefix(PC, iCons(C, R)) orBool isLen(PC) <=Int 0` |
| `semantics/methods.k` | 41 | syntax | function, total | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax IntSeq ::= dropIS(IntSeq, Int) [function, total]` |
| `semantics/methods.k` | 42 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule dropIS(S:IntSeq, N:Int) => S requires N <=Int 0` |
| `semantics/methods.k` | 43 | rule | owise | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule dropIS(.IntSeq, _:Int) => .IntSeq [owise]` |
| `semantics/methods.k` | 44 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule dropIS(iCons(_:Int, R:IntSeq), N:Int) => dropIS(R, N -Int 1) requires N >Int 0` |
| `semantics/methods.k` | 47 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyMethod(str(CS:IntSeq), "strip", .Vals) => str(revIS(trimWS(revIS(trimWS(CS)))))` |
| `semantics/methods.k` | 48 | syntax | function, total | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax IntSeq ::= trimWS(IntSeq) [function, total]` |
| `semantics/methods.k` | 49 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule trimWS(.IntSeq) => .IntSeq` |
| `semantics/methods.k` | 50 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule trimWS(iCons(C:Int, R:IntSeq)) => trimWS(R) requires isWSC(C)` |
| `semantics/methods.k` | 51 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule trimWS(iCons(C:Int, R:IntSeq)) => iCons(C, R) requires notBool isWSC(C)` |
| `semantics/methods.k` | 52 | syntax | function, total | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax IntSeq ::= revIS(IntSeq) [function, total] \| revISAcc(IntSeq, IntSeq) [function, total]` |
| `semantics/methods.k` | 53 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule revIS(S:IntSeq) => revISAcc(S, .IntSeq)` |
| `semantics/methods.k` | 54 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule revISAcc(.IntSeq, A:IntSeq) => A` |
| `semantics/methods.k` | 55 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule revISAcc(iCons(C:Int, R:IntSeq), A:IntSeq) => revISAcc(R, iCons(C, A))` |
| `semantics/methods.k` | 58 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyMethod(str(CS:IntSeq), "encode", str(_:IntSeq), .Vals) => str(CS)` |
| `semantics/methods.k` | 61 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyMethod(str(XC:IntSeq), "startswith", str(PC:IntSeq), .Vals) => startsWith(PC, XC)` |
| `semantics/methods.k` | 64 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyMethod(list(VS:ValSeq), "count", V:Val, .Vals) => cntOccVS(VS, V)` |
| `semantics/methods.k` | 65 | syntax | function, total | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax Int ::= cntOccVS(ValSeq, Val) [function, total]` |
| `semantics/methods.k` | 66 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule cntOccVS(.ValSeq, _:Val) => 0` |
| `semantics/methods.k` | 67 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule cntOccVS(vCons(A:Val, R:ValSeq), V:Val) => 1 +Int cntOccVS(R, V) requires A ==K V` |
| `semantics/methods.k` | 68 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule cntOccVS(vCons(A:Val, R:ValSeq), V:Val) => cntOccVS(R, V) requires notBool (A ==K V)` |
| `semantics/methods.k` | 72 | rule | priority(40) | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), .Vals) => #alloc(list(splitWS(CS, .IntSeq, .ValSeq))) ... </k> [priority(40)]` |
| `semantics/methods.k` | 75 | syntax | function | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax ValSeq ::= splitWS(IntSeq, IntSeq, ValSeq) [function] // remaining, current token, result` |
| `semantics/methods.k` | 76 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule splitWS(.IntSeq, CUR:IntSeq, ACC:ValSeq) => flushTok(ACC, CUR)` |
| `semantics/methods.k` | 77 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule splitWS(iCons(C:Int, R:IntSeq), CUR:IntSeq, ACC:ValSeq) => splitWS(R, .IntSeq, flushTok(ACC, CUR)) requires isWSC(C)` |
| `semantics/methods.k` | 79 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule splitWS(iCons(C:Int, R:IntSeq), CUR:IntSeq, ACC:ValSeq) => splitWS(R, seqConcat(CUR, iCons(C, .IntSeq)), ACC) requires notBool isWSC(C)` |
| `semantics/methods.k` | 82 | syntax | function | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax ValSeq ::= flushTok(ValSeq, IntSeq) [function]` |
| `semantics/methods.k` | 83 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule flushTok(ACC:ValSeq, .IntSeq) => ACC` |
| `semantics/methods.k` | 84 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule flushTok(ACC:ValSeq, iCons(C:Int, T:IntSeq)) => valSeqConcat(ACC, vCons(str(iCons(C, T)), .ValSeq))` |
| `semantics/methods.k` | 85 | syntax | function, total | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax Bool ::= isWSC(Int) [function, total]` |
| `semantics/methods.k` | 86 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule isWSC(C:Int) => C ==Int 32 orBool C ==Int 9 orBool C ==Int 10 orBool C ==Int 13` |
| `semantics/methods.k` | 89 | rule | priority(39) | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), (kwV("sep", str(S:IntSeq)), .Vals)) => #applyK(toCall(boundMethodV(str(CS), "split")), (str(S), .Vals)) ... </k> [priority(39)]` |
| `semantics/methods.k` | 94 | rule | priority(40) | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), (str(iCons(SEP:Int, .IntSeq)), .Vals)) => #alloc(list(splitSep(CS, SEP, .IntSeq))) ... </k> [priority(40)]` |
| `semantics/methods.k` | 97 | syntax | function | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax ValSeq ::= splitSep(IntSeq, Int, IntSeq) [function] // remaining, sep code, current token` |
| `semantics/methods.k` | 98 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule splitSep(.IntSeq, _SEP:Int, CUR:IntSeq) => vCons(str(CUR), .ValSeq)` |
| `semantics/methods.k` | 99 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule splitSep(iCons(C:Int, R:IntSeq), SEP:Int, CUR:IntSeq) => vCons(str(CUR), splitSep(R, SEP, .IntSeq)) requires C ==Int SEP` |
| `semantics/methods.k` | 101 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule splitSep(iCons(C:Int, R:IntSeq), SEP:Int, CUR:IntSeq) => splitSep(R, SEP, seqConcat(CUR, iCons(C, .IntSeq))) requires notBool (C ==Int SEP)` |
| `semantics/methods.k` | 104 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyMethod(str(CS:IntSeq), "replace", str(iCons(A:Int, .IntSeq)), str(iCons(B:Int, .IntSeq)), .Vals) => str(replaceC(CS, A, B))` |
| `semantics/methods.k` | 106 | syntax | function, total | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax IntSeq ::= replaceC(IntSeq, Int, Int) [function, total]` |
| `semantics/methods.k` | 107 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule replaceC(.IntSeq, _:Int, _:Int) => .IntSeq` |
| `semantics/methods.k` | 108 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule replaceC(iCons(C:Int, R:IntSeq), A:Int, B:Int) => iCons(B, replaceC(R, A, B)) requires C ==Int A` |
| `semantics/methods.k` | 109 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule replaceC(iCons(C:Int, R:IntSeq), A:Int, B:Int) => iCons(C, replaceC(R, A, B)) requires notBool (C ==Int A)` |
| `semantics/methods.k` | 112 | syntax | function, total | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax Bool ::= isUpperC(Int) [function, total]` |
| `semantics/methods.k` | 113 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule isUpperC(C:Int) => C >=Int 65 andBool C <=Int 90` |
| `semantics/methods.k` | 115 | syntax | function, total | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax Bool ::= isLowerC(Int) [function, total]` |
| `semantics/methods.k` | 116 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule isLowerC(C:Int) => C >=Int 97 andBool C <=Int 122` |
