source	module	start_line	end_line	kind	decision	declaration
reference-semantics/semantics/methods.k	MPY-METHODS	19	19	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyMethod(str(CS:IntSeq), ""lower"",    .Vals) => str(mapLower(CS))"
reference-semantics/semantics/methods.k	MPY-METHODS	20	20	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyMethod(str(CS:IntSeq), ""upper"",    .Vals) => str(mapUpper(CS))"
reference-semantics/semantics/methods.k	MPY-METHODS	21	21	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyMethod(str(CS:IntSeq), ""swapcase"", .Vals) => str(mapSwap(CS))"
reference-semantics/semantics/methods.k	MPY-METHODS	26	26	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyMethod(str(SEP:IntSeq), ""join"", list(VS:ValSeq), .Vals) => str(joinCodes(SEP, VS))"
reference-semantics/semantics/methods.k	MPY-METHODS	27	27	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax IntSeq ::= joinCodes(IntSeq, ValSeq) [function, total]
reference-semantics/semantics/methods.k	MPY-METHODS	28	28	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule joinCodes(_:IntSeq, .ValSeq) => .IntSeq
reference-semantics/semantics/methods.k	MPY-METHODS	29	29	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule joinCodes(_:IntSeq, vCons(str(CS:IntSeq), .ValSeq)) => CS
reference-semantics/semantics/methods.k	MPY-METHODS	30	31	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule joinCodes(SEP:IntSeq, vCons(str(CS:IntSeq), vCons(V:Val, R:ValSeq))) => seqConcat(CS, seqConcat(SEP, joinCodes(SEP, vCons(V, R))))
reference-semantics/semantics/methods.k	MPY-METHODS	34	34	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyMethod(str(CS:IntSeq), ""count"", str(PC:IntSeq), .Vals) => cntSub(CS, PC)"
reference-semantics/semantics/methods.k	MPY-METHODS	35	35	syntax:function	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Int ::= cntSub(IntSeq, IntSeq) [function]
reference-semantics/semantics/methods.k	MPY-METHODS	36	36	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule cntSub(.IntSeq, _:IntSeq) => 0
reference-semantics/semantics/methods.k	MPY-METHODS	37	38	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule cntSub(iCons(C:Int, R:IntSeq), PC:IntSeq) => 1 +Int cntSub(dropIS(iCons(C, R), isLen(PC)), PC) requires strPrefix(PC, iCons(C, R)) andBool isLen(PC) >Int 0
reference-semantics/semantics/methods.k	MPY-METHODS	39	40	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule cntSub(iCons(C:Int, R:IntSeq), PC:IntSeq) => cntSub(R, PC) requires notBool strPrefix(PC, iCons(C, R)) orBool isLen(PC) <=Int 0
reference-semantics/semantics/methods.k	MPY-METHODS	41	41	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax IntSeq ::= dropIS(IntSeq, Int) [function, total]
reference-semantics/semantics/methods.k	MPY-METHODS	42	42	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule dropIS(S:IntSeq, N:Int) => S requires N <=Int 0
reference-semantics/semantics/methods.k	MPY-METHODS	43	43	rule:owise	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule dropIS(.IntSeq, _:Int) => .IntSeq [owise]
reference-semantics/semantics/methods.k	MPY-METHODS	44	44	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule dropIS(iCons(_:Int, R:IntSeq), N:Int) => dropIS(R, N -Int 1) requires N >Int 0
reference-semantics/semantics/methods.k	MPY-METHODS	47	47	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyMethod(str(CS:IntSeq), ""strip"", .Vals) => str(revIS(trimWS(revIS(trimWS(CS)))))"
reference-semantics/semantics/methods.k	MPY-METHODS	48	48	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax IntSeq ::= trimWS(IntSeq) [function, total]
reference-semantics/semantics/methods.k	MPY-METHODS	49	49	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule trimWS(.IntSeq) => .IntSeq
reference-semantics/semantics/methods.k	MPY-METHODS	50	50	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule trimWS(iCons(C:Int, R:IntSeq)) => trimWS(R) requires isWSC(C)
reference-semantics/semantics/methods.k	MPY-METHODS	51	51	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule trimWS(iCons(C:Int, R:IntSeq)) => iCons(C, R) requires notBool isWSC(C)
reference-semantics/semantics/methods.k	MPY-METHODS	52	52	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax IntSeq ::= revIS(IntSeq) [function, total] | revISAcc(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/methods.k	MPY-METHODS	53	53	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule revIS(S:IntSeq) => revISAcc(S, .IntSeq)
reference-semantics/semantics/methods.k	MPY-METHODS	54	54	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule revISAcc(.IntSeq, A:IntSeq) => A
reference-semantics/semantics/methods.k	MPY-METHODS	55	55	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule revISAcc(iCons(C:Int, R:IntSeq), A:IntSeq) => revISAcc(R, iCons(C, A))
reference-semantics/semantics/methods.k	MPY-METHODS	58	58	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyMethod(str(CS:IntSeq), ""encode"", str(_:IntSeq), .Vals) => str(CS)"
reference-semantics/semantics/methods.k	MPY-METHODS	61	61	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyMethod(str(XC:IntSeq), ""startswith"", str(PC:IntSeq), .Vals) => startsWith(PC, XC)"
reference-semantics/semantics/methods.k	MPY-METHODS	64	64	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyMethod(list(VS:ValSeq), ""count"", V:Val, .Vals) => cntOccVS(VS, V)"
reference-semantics/semantics/methods.k	MPY-METHODS	65	65	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Int ::= cntOccVS(ValSeq, Val) [function, total]
reference-semantics/semantics/methods.k	MPY-METHODS	66	66	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule cntOccVS(.ValSeq, _:Val)                => 0
reference-semantics/semantics/methods.k	MPY-METHODS	67	67	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule cntOccVS(vCons(A:Val, R:ValSeq), V:Val) => 1 +Int cntOccVS(R, V) requires A ==K V
reference-semantics/semantics/methods.k	MPY-METHODS	68	68	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule cntOccVS(vCons(A:Val, R:ValSeq), V:Val) => cntOccVS(R, V)        requires notBool (A ==K V)
reference-semantics/semantics/methods.k	MPY-METHODS	72	74	rule:priority(40)	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), ""split"")), .Vals) => #alloc(list(splitWS(CS, .IntSeq, .ValSeq))) ... </k> [priority(40)]"
reference-semantics/semantics/methods.k	MPY-METHODS	75	75	syntax:function	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax ValSeq ::= splitWS(IntSeq, IntSeq, ValSeq) [function]  // remaining, current token, result
reference-semantics/semantics/methods.k	MPY-METHODS	76	76	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule splitWS(.IntSeq, CUR:IntSeq, ACC:ValSeq) => flushTok(ACC, CUR)
reference-semantics/semantics/methods.k	MPY-METHODS	77	78	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule splitWS(iCons(C:Int, R:IntSeq), CUR:IntSeq, ACC:ValSeq) => splitWS(R, .IntSeq, flushTok(ACC, CUR)) requires isWSC(C)
reference-semantics/semantics/methods.k	MPY-METHODS	79	80	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule splitWS(iCons(C:Int, R:IntSeq), CUR:IntSeq, ACC:ValSeq) => splitWS(R, seqConcat(CUR, iCons(C, .IntSeq)), ACC) requires notBool isWSC(C)
reference-semantics/semantics/methods.k	MPY-METHODS	82	82	syntax:function	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax ValSeq ::= flushTok(ValSeq, IntSeq) [function]
reference-semantics/semantics/methods.k	MPY-METHODS	83	83	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule flushTok(ACC:ValSeq, .IntSeq)            => ACC
reference-semantics/semantics/methods.k	MPY-METHODS	84	84	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule flushTok(ACC:ValSeq, iCons(C:Int, T:IntSeq)) => valSeqConcat(ACC, vCons(str(iCons(C, T)), .ValSeq))
reference-semantics/semantics/methods.k	MPY-METHODS	85	85	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Bool ::= isWSC(Int) [function, total]
reference-semantics/semantics/methods.k	MPY-METHODS	86	86	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule isWSC(C:Int) => C ==Int 32 orBool C ==Int 9 orBool C ==Int 10 orBool C ==Int 13
reference-semantics/semantics/methods.k	MPY-METHODS	89	91	rule:priority(39)	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), ""split"")), (kwV(""sep"", str(S:IntSeq)), .Vals)) => #applyK(toCall(boundMethodV(str(CS), ""split"")), (str(S), .Vals)) ... </k> [priority(39)]"
reference-semantics/semantics/methods.k	MPY-METHODS	94	96	rule:priority(40)	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), ""split"")), (str(iCons(SEP:Int, .IntSeq)), .Vals)) => #alloc(list(splitSep(CS, SEP, .IntSeq))) ... </k> [priority(40)]"
reference-semantics/semantics/methods.k	MPY-METHODS	97	97	syntax:function	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax ValSeq ::= splitSep(IntSeq, Int, IntSeq) [function]  // remaining, sep code, current token
reference-semantics/semantics/methods.k	MPY-METHODS	98	98	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule splitSep(.IntSeq, _SEP:Int, CUR:IntSeq)              => vCons(str(CUR), .ValSeq)
reference-semantics/semantics/methods.k	MPY-METHODS	99	100	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule splitSep(iCons(C:Int, R:IntSeq), SEP:Int, CUR:IntSeq) => vCons(str(CUR), splitSep(R, SEP, .IntSeq)) requires C ==Int SEP
reference-semantics/semantics/methods.k	MPY-METHODS	101	102	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule splitSep(iCons(C:Int, R:IntSeq), SEP:Int, CUR:IntSeq) => splitSep(R, SEP, seqConcat(CUR, iCons(C, .IntSeq))) requires notBool (C ==Int SEP)
reference-semantics/semantics/methods.k	MPY-METHODS	104	105	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyMethod(str(CS:IntSeq), ""replace"", str(iCons(A:Int, .IntSeq)), str(iCons(B:Int, .IntSeq)), .Vals) => str(replaceC(CS, A, B))"
reference-semantics/semantics/methods.k	MPY-METHODS	106	106	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax IntSeq ::= replaceC(IntSeq, Int, Int) [function, total]
reference-semantics/semantics/methods.k	MPY-METHODS	107	107	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule replaceC(.IntSeq, _:Int, _:Int)             => .IntSeq
reference-semantics/semantics/methods.k	MPY-METHODS	108	108	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule replaceC(iCons(C:Int, R:IntSeq), A:Int, B:Int) => iCons(B, replaceC(R, A, B)) requires C ==Int A
reference-semantics/semantics/methods.k	MPY-METHODS	109	109	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule replaceC(iCons(C:Int, R:IntSeq), A:Int, B:Int) => iCons(C, replaceC(R, A, B)) requires notBool (C ==Int A)
reference-semantics/semantics/methods.k	MPY-METHODS	112	112	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Bool ::= isUpperC(Int) [function, total]
reference-semantics/semantics/methods.k	MPY-METHODS	113	113	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule isUpperC(C:Int) => C >=Int 65 andBool C <=Int 90
reference-semantics/semantics/methods.k	MPY-METHODS	115	115	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Bool ::= isLowerC(Int) [function, total]
reference-semantics/semantics/methods.k	MPY-METHODS	116	116	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule isLowerC(C:Int) => C >=Int 97 andBool C <=Int 122
reference-semantics/semantics/methods.k	MPY-METHODS	118	118	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Bool ::= isAlphaC(Int) [function, total]
reference-semantics/semantics/methods.k	MPY-METHODS	119	119	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule isAlphaC(C:Int) => isUpperC(C) orBool isLowerC(C)
reference-semantics/semantics/methods.k	MPY-METHODS	121	121	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Bool ::= isDigitC(Int) [function, total]
reference-semantics/semantics/methods.k	MPY-METHODS	122	122	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule isDigitC(C:Int) => C >=Int 48 andBool C <=Int 57
reference-semantics/semantics/methods.k	MPY-METHODS	124	124	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Bool ::= hasUpper(IntSeq) [function, total]
reference-semantics/semantics/methods.k	MPY-METHODS	125	125	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule hasUpper(.IntSeq) => false
reference-semantics/semantics/methods.k	MPY-METHODS	126	126	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule hasUpper(iCons(C:Int, S:IntSeq)) => isUpperC(C) orBool hasUpper(S)
reference-semantics/semantics/methods.k	MPY-METHODS	128	128	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Bool ::= hasLower(IntSeq) [function, total]
reference-semantics/semantics/methods.k	MPY-METHODS	129	129	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule hasLower(.IntSeq) => false
reference-semantics/semantics/methods.k	MPY-METHODS	130	130	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule hasLower(iCons(C:Int, S:IntSeq)) => isLowerC(C) orBool hasLower(S)
reference-semantics/semantics/methods.k	MPY-METHODS	132	132	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Bool ::= allAlpha(IntSeq) [function, total]
reference-semantics/semantics/methods.k	MPY-METHODS	133	133	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule allAlpha(.IntSeq) => true
reference-semantics/semantics/methods.k	MPY-METHODS	134	134	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule allAlpha(iCons(C:Int, S:IntSeq)) => isAlphaC(C) andBool allAlpha(S)
reference-semantics/semantics/methods.k	MPY-METHODS	136	136	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Bool ::= allDigit(IntSeq) [function, total]
reference-semantics/semantics/methods.k	MPY-METHODS	137	137	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule allDigit(.IntSeq) => true
reference-semantics/semantics/methods.k	MPY-METHODS	138	138	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule allDigit(iCons(C:Int, S:IntSeq)) => isDigitC(C) andBool allDigit(S)
reference-semantics/semantics/methods.k	MPY-METHODS	140	140	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Int ::= lowerC(Int) [function, total]
reference-semantics/semantics/methods.k	MPY-METHODS	142	142	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule lowerC(C:Int) => C +Int 32 requires isUpperC(C)
reference-semantics/semantics/methods.k	MPY-METHODS	143	143	rule:owise	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule lowerC(C:Int) => C         [owise]
reference-semantics/semantics/methods.k	MPY-METHODS	145	145	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Int ::= upperC(Int) [function, total]
reference-semantics/semantics/methods.k	MPY-METHODS	146	146	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule upperC(C:Int) => C -Int 32 requires isLowerC(C)
reference-semantics/semantics/methods.k	MPY-METHODS	147	147	rule:owise	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule upperC(C:Int) => C         [owise]
reference-semantics/semantics/methods.k	MPY-METHODS	149	149	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Int ::= swapC(Int) [function, total]
reference-semantics/semantics/methods.k	MPY-METHODS	150	150	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule swapC(C:Int) => C +Int 32 requires isUpperC(C)
reference-semantics/semantics/methods.k	MPY-METHODS	151	151	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule swapC(C:Int) => C -Int 32 requires isLowerC(C)
reference-semantics/semantics/methods.k	MPY-METHODS	152	152	rule:owise	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule swapC(C:Int) => C         [owise]
reference-semantics/semantics/methods.k	MPY-METHODS	154	154	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax IntSeq ::= mapLower(IntSeq) [function, total]
reference-semantics/semantics/methods.k	MPY-METHODS	155	155	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule mapLower(.IntSeq) => .IntSeq
reference-semantics/semantics/methods.k	MPY-METHODS	156	156	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule mapLower(iCons(C:Int, S:IntSeq)) => iCons(lowerC(C), mapLower(S))
reference-semantics/semantics/methods.k	MPY-METHODS	158	158	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax IntSeq ::= mapUpper(IntSeq) [function, total]
reference-semantics/semantics/methods.k	MPY-METHODS	159	159	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule mapUpper(.IntSeq) => .IntSeq
reference-semantics/semantics/methods.k	MPY-METHODS	160	160	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule mapUpper(iCons(C:Int, S:IntSeq)) => iCons(upperC(C), mapUpper(S))
reference-semantics/semantics/methods.k	MPY-METHODS	162	162	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax IntSeq ::= mapSwap(IntSeq) [function, total]
reference-semantics/semantics/methods.k	MPY-METHODS	163	163	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule mapSwap(.IntSeq) => .IntSeq
reference-semantics/semantics/methods.k	MPY-METHODS	164	164	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule mapSwap(iCons(C:Int, S:IntSeq)) => iCons(swapC(C), mapSwap(S))
reference-semantics/semantics/methods.k	MPY-METHODS	166	166	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Bool ::= startsWith(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/methods.k	MPY-METHODS	167	167	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule startsWith(.IntSeq, _:IntSeq)               => true
reference-semantics/semantics/methods.k	MPY-METHODS	168	168	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule startsWith(iCons(_:Int, _:IntSeq), .IntSeq) => false
reference-semantics/semantics/methods.k	MPY-METHODS	169	169	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule startsWith(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool startsWith(As, Bs)
reference-semantics/semantics/methods.k	MPY-METHODS	170	170	endmodule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	endmodule
reference-semantics/semantics/operators.k	<outside-module>	6	6	module	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	module MPY-OPERATORS
reference-semantics/semantics/operators.k	MPY-OPERATORS	7	7	imports	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	imports MPY-CORE
reference-semantics/semantics/operators.k	MPY-OPERATORS	8	8	imports	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	imports MPY-ITER
reference-semantics/semantics/operators.k	MPY-OPERATORS	10	10	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> UnaryOp(OP:String, V:Val) => applyUn(OP, V) ... </k>
reference-semantics/semantics/operators.k	MPY-OPERATORS	12	12	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> BinOp(OP:String, L:Val, R:Val) => applyBin(OP, L, R) ... </k>
reference-semantics/semantics/operators.k	MPY-OPERATORS	15	15	context	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	context Compare(HOLE, _)
reference-semantics/semantics/operators.k	MPY-OPERATORS	16	16	context	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	context Compare(_:Val, CmpOp(_, HOLE))
reference-semantics/semantics/operators.k	MPY-OPERATORS	17	17	rule:owise	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> Compare(LV:Val, CmpOp(OP:String, RV:Val)) => applyCmp(OP, LV, RV) ... </k> [owise]
reference-semantics/semantics/operators.k	MPY-OPERATORS	19	19	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyCmp(""is"",     V:Val, noneV) => V ==K noneV"
reference-semantics/semantics/operators.k	MPY-OPERATORS	20	20	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyCmp(""is not"", V:Val, noneV) => notBool (V ==K noneV)"
reference-semantics/semantics/operators.k	MPY-OPERATORS	25	27	rule:priority(40)	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> BinOp(OP:String, ref(H:Int), R:Expr) => BinOp(OP, V, R) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/operators.k	MPY-OPERATORS	28	31	rule:priority(40)	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> BinOp(OP:String, L:Val, ref(H:Int)) => BinOp(OP, L, V) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(L) [priority(40)]
reference-semantics/semantics/operators.k	MPY-OPERATORS	34	37	rule:priority(40)	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule <k> Compare(ref(H:Int), CmpOp(OP:String, R:Expr)) => Compare(V, CmpOp(OP, R)) ... </k> <heap> ... H |-> V:Val ... </heap> requires OP =/=String ""in"" andBool OP =/=String ""not in"" [priority(40)]"
reference-semantics/semantics/operators.k	MPY-OPERATORS	38	42	rule:priority(40)	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule <k> Compare(L:Val, CmpOp(OP:String, ref(H:Int))) => Compare(L, CmpOp(OP, V)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(L) orBool OP ==String ""in"" orBool OP ==String ""not in"" [priority(40)]"
reference-semantics/semantics/operators.k	MPY-OPERATORS	44	46	rule:priority(40)	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> UnaryOp(OP:String, ref(H:Int)) => UnaryOp(OP, V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/operators.k	MPY-OPERATORS	47	47	endmodule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	endmodule
reference-semantics/semantics/range.k	<outside-module>	5	5	module	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	module MPY-RANGE
reference-semantics/semantics/range.k	MPY-RANGE	6	6	imports	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	imports MPY-CORE
reference-semantics/semantics/range.k	MPY-RANGE	7	7	imports	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	imports MPY-ITER
reference-semantics/semantics/range.k	MPY-RANGE	9	9	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Bool ::= inRange(Int, Int, Int) [function, total]
reference-semantics/semantics/range.k	MPY-RANGE	10	10	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule inRange(I:Int, HI:Int, ST:Int) => (ST >Int 0 andBool I <Int HI) orBool (ST <Int 0 andBool I >Int HI)
reference-semantics/semantics/range.k	MPY-RANGE	12	12	syntax:function	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Int ::= rangeLen(Int, Int, Int) [function]
reference-semantics/semantics/range.k	MPY-RANGE	13	14	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule rangeLen(LO:Int, HI:Int, ST:Int) => (HI -Int LO +Int ST -Int 1) /Int ST requires ST >Int 0 andBool HI >Int LO
reference-semantics/semantics/range.k	MPY-RANGE	15	16	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule rangeLen(LO:Int, HI:Int, ST:Int) => (LO -Int HI -Int ST -Int 1) /Int (0 -Int ST) requires ST <Int 0 andBool HI <Int LO
reference-semantics/semantics/range.k	MPY-RANGE	17	18	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule rangeLen(LO:Int, HI:Int, ST:Int) => 0 requires (ST >Int 0 andBool HI <=Int LO) orBool (ST <Int 0 andBool HI >=Int LO)
reference-semantics/semantics/range.k	MPY-RANGE	20	22	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterYield(I, rangeObj(I +Int ST, HI, ST)) ... </k> requires inRange(I, HI, ST)
reference-semantics/semantics/range.k	MPY-RANGE	23	24	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterDone ... </k> requires notBool inRange(I, HI, ST)
reference-semantics/semantics/range.k	MPY-RANGE	25	25	endmodule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	endmodule
reference-semantics/semantics/set.k	<outside-module>	3	3	module	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	module MPY-SET
reference-semantics/semantics/set.k	MPY-SET	4	4	imports	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	imports MPY-CORE
reference-semantics/semantics/set.k	MPY-SET	8	8	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Val ::= setV(IntSeq)
