origin	path	start	end	kind	flags	exact_source_block
trusted-supplied	/reference/reference-semantics/semantics/syntax.k	34	34	syntax	-	  syntax Entries  ::= List{Entry, ","}
trusted-supplied	/reference/reference-semantics/semantics/syntax.k	35	35	syntax	-	  syntax CompFor  ::= "CompFor" "(" Expr "," Expr "," Exprs ")"
trusted-supplied	/reference/reference-semantics/semantics/syntax.k	36	36	syntax	-	  syntax CompFors ::= List{CompFor, ""}
trusted-supplied	/reference/reference-semantics/semantics/syntax.k	37	37	syntax	-	  syntax Exprs    ::= List{Expr, ","}
trusted-supplied	/reference/reference-semantics/semantics/syntax.k	38	38	syntax	-	  syntax Index    ::= Expr | "Slice" "(" Bound "," Bound "," Bound ")"
trusted-supplied	/reference/reference-semantics/semantics/syntax.k	39	39	syntax	-	  syntax Bound    ::= Expr | "NoBound"
trusted-supplied	/reference/reference-semantics/semantics/syntax.k	41	54	syntax	strict	  syntax Stmt ::= "Assign"    "(" Expr "," Expr ")" [strict(2)]\n                | "Import"    "(" String ")"\n                | "ImportFrom" "(" String "," ParamNames ")"\n                | "AugAssign" "(" Expr "," String "," Expr ")" [strict(3)]\n                | "For"       "(" Expr "," Expr "," Stmts ")" [strict(2)]\n                | "While"     "(" Expr "," Stmts ")"\n                | "Break"\n                | "Continue"\n                | "If"        "(" Expr "," Stmts "," Stmts ")" [strict(1)]\n                | "Return"    "(" Expr ")" [strict]\n                | "Assert"    "(" Expr ")" [strict]\n                | "Expr"      "(" Expr ")" [strict]\n                | "FuncDef"   "(" String "," Params "," Stmts ")"\n                | "FuncDef"   "(" String "," Params "," CellVars "," FreeVars "," Stmts ")"
trusted-supplied	/reference/reference-semantics/semantics/syntax.k	56	56	syntax	-	  syntax Stmts      ::= List{Stmt, ""}
trusted-supplied	/reference/reference-semantics/semantics/syntax.k	57	57	syntax	-	  syntax Params     ::= "Params" "(" ParamNames ")"
trusted-supplied	/reference/reference-semantics/semantics/syntax.k	58	58	syntax	-	  syntax CellVars   ::= "CellVars" "(" ParamNames ")"
trusted-supplied	/reference/reference-semantics/semantics/syntax.k	59	59	syntax	-	  syntax FreeVars   ::= "FreeVars" "(" ParamNames ")"
trusted-supplied	/reference/reference-semantics/semantics/syntax.k	60	60	syntax	-	  syntax ParamNames ::= List{String, ","}
trusted-supplied	/reference/reference-semantics/semantics/syntax.k	61	61	syntax	-	  syntax Module     ::= "Module" "(" Stmts ")"
trusted-supplied	/reference/reference-semantics/semantics/syntax.k	62	62	endmodule	-	endmodule
trusted-supplied	/reference/reference-semantics/semantics/tuple.k	3	3	module	-	module MPY-TUPLE
trusted-supplied	/reference/reference-semantics/semantics/tuple.k	4	4	imports	-	  imports MPY-CORE
trusted-supplied	/reference/reference-semantics/semantics/tuple.k	5	5	imports	-	  imports MPY-ITER
trusted-supplied	/reference/reference-semantics/semantics/tuple.k	6	6	imports	-	  imports MPY-LIST
trusted-supplied	/reference/reference-semantics/semantics/tuple.k	7	7	imports	-	  imports MPY-METHODS
trusted-supplied	/reference/reference-semantics/semantics/tuple.k	10	10	rule	-	  rule <k> #iterNext(tuple(.ValSeq))                => #iterDone ... </k>
trusted-supplied	/reference/reference-semantics/semantics/tuple.k	11	11	rule	-	  rule <k> #iterNext(tuple(vCons(V:Val, R:ValSeq))) => #iterYield(V, tuple(R)) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/tuple.k	14	14	syntax	-	  syntax ApplyK ::= "toTuple"
trusted-supplied	/reference/reference-semantics/semantics/tuple.k	15	15	rule	-	  rule <k> TupleExpr(ES:Exprs) => #evalArgs(ES, .Vals, toTuple) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/tuple.k	16	16	rule	-	  rule <k> #applyK(toTuple, ACC:Vals) => tuple(vals2valSeq(ACC)) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/tuple.k	18	18	rule	-	  rule applyCmp("==", tuple(A:ValSeq), tuple(B:ValSeq)) => A ==K B
trusted-supplied	/reference/reference-semantics/semantics/tuple.k	20	20	rule	-	  rule <k> Compare(LV:Val, CmpOp("in",     tuple(VS:ValSeq))) => #memberAcc(LV, tuple(VS)) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/tuple.k	21	21	rule	-	  rule <k> Compare(LV:Val, CmpOp("not in", tuple(VS:ValSeq))) => #memberAcc(LV, tuple(VS)) ~> #notB ... </k>
trusted-supplied	/reference/reference-semantics/semantics/tuple.k	23	23	rule	-	  rule applyMethod(tuple(VS:ValSeq), "index", V:Val, .Vals) => idxOfVS(VS, V, 0)
trusted-supplied	/reference/reference-semantics/semantics/tuple.k	24	24	syntax	function	  syntax Int ::= idxOfVS(ValSeq, Val, Int) [function]
trusted-supplied	/reference/reference-semantics/semantics/tuple.k	25	25	rule	-	  rule idxOfVS(vCons(A:Val, _:ValSeq), V:Val, I:Int) => I requires A ==K V
trusted-supplied	/reference/reference-semantics/semantics/tuple.k	26	27	rule	-	  rule idxOfVS(vCons(A:Val, R:ValSeq), V:Val, I:Int) => idxOfVS(R, V, I +Int 1)\n       requires notBool (A ==K V)
trusted-supplied	/reference/reference-semantics/semantics/tuple.k	28	28	rule	-	  rule applyCmp("!=", tuple(A:ValSeq), tuple(B:ValSeq)) => notBool (A ==K B)
trusted-supplied	/reference/reference-semantics/semantics/tuple.k	31	31	syntax	-	  syntax KItem ::= #bindTgt(Expr, Val)
trusted-supplied	/reference/reference-semantics/semantics/tuple.k	32	34	rule	-	  rule <k> #bindTgt(Name(X:String), V:Val) => .K ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
trusted-supplied	/reference/reference-semantics/semantics/tuple.k	35	37	rule	-	  rule <k> #bindTgt(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map, _) ... </scopes>
trusted-supplied	/reference/reference-semantics/semantics/tuple.k	38	41	requires	priority	       requires "$cells" in_keys(M)\n        andBool pnMember(X, cellsOf({M["$cells"]}:>Val))\n        andBool X in_keys(M) andBool isCellRef({M[X]}:>Val)\n       [priority(40)]
trusted-supplied	/reference/reference-semantics/semantics/tuple.k	42	42	rule	-	  rule <k> #bindTgt(TupleExpr(TS:Exprs), tuple(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/tuple.k	43	43	rule	-	  rule <k> #bindTgt(TupleExpr(TS:Exprs), list(VS:ValSeq))  => #unpackSeq(TS, VS) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/tuple.k	44	46	rule	priority	  rule <k> #bindTgt(TupleExpr(TS:Exprs), ref(H:Int)) => #bindTgt(TupleExpr(TS), V) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       [priority(40)]
trusted-supplied	/reference/reference-semantics/semantics/tuple.k	49	49	syntax	-	  syntax KItem ::= #unpackSeq(Exprs, ValSeq)
trusted-supplied	/reference/reference-semantics/semantics/tuple.k	50	50	rule	-	  rule <k> Assign(TupleExpr(TS:Exprs), tuple(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/tuple.k	51	51	rule	-	  rule <k> Assign(TupleExpr(TS:Exprs), list(VS:ValSeq))  => #unpackSeq(TS, VS) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/tuple.k	52	54	rule	priority	  rule <k> Assign(TupleExpr(TS:Exprs), ref(H:Int)) => Assign(TupleExpr(TS), V) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       [priority(40)]
trusted-supplied	/reference/reference-semantics/semantics/tuple.k	55	56	rule	-	  rule <k> #unpackSeq((T:Expr, TS:Exprs), vCons(V:Val, VS:ValSeq))\n        => #bindTgt(T, V) ~> #unpackSeq(TS, VS) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/tuple.k	57	57	rule	-	  rule <k> #unpackSeq(.Exprs, .ValSeq) => .K ... </k>
trusted-supplied	/reference/reference-semantics/semantics/tuple.k	58	58	endmodule	-	endmodule
trusted-supplied	/reference/reference-semantics/semantics.k	34	34	requires	-	requires "semantics/syntax.k"
trusted-supplied	/reference/reference-semantics/semantics.k	35	35	requires	-	requires "semantics/core.k"
trusted-supplied	/reference/reference-semantics/semantics.k	36	36	requires	-	requires "semantics/iter.k"
trusted-supplied	/reference/reference-semantics/semantics.k	37	37	requires	-	requires "semantics/range.k"
trusted-supplied	/reference/reference-semantics/semantics.k	38	38	requires	-	requires "semantics/operators.k"
trusted-supplied	/reference/reference-semantics/semantics.k	39	39	requires	-	requires "semantics/int.k"
trusted-supplied	/reference/reference-semantics/semantics.k	40	40	requires	-	requires "semantics/bool.k"
trusted-supplied	/reference/reference-semantics/semantics.k	41	41	requires	-	requires "semantics/float.k"
trusted-supplied	/reference/reference-semantics/semantics.k	42	42	requires	-	requires "semantics/str.k"
trusted-supplied	/reference/reference-semantics/semantics.k	43	43	requires	-	requires "semantics/set.k"
trusted-supplied	/reference/reference-semantics/semantics.k	44	44	requires	-	requires "semantics/list.k"
trusted-supplied	/reference/reference-semantics/semantics.k	45	45	requires	-	requires "semantics/tuple.k"
trusted-supplied	/reference/reference-semantics/semantics.k	46	46	requires	-	requires "semantics/subscript.k"
trusted-supplied	/reference/reference-semantics/semantics.k	47	47	requires	-	requires "semantics/comprehension.k"
trusted-supplied	/reference/reference-semantics/semantics.k	48	48	requires	-	requires "semantics/methods.k"
trusted-supplied	/reference/reference-semantics/semantics.k	49	49	requires	-	requires "semantics/controls.k"
trusted-supplied	/reference/reference-semantics/semantics.k	50	50	requires	-	requires "semantics/functions.k"
trusted-supplied	/reference/reference-semantics/semantics.k	51	51	requires	-	requires "semantics/builtins.k"
trusted-supplied	/reference/reference-semantics/semantics.k	52	52	requires	-	requires "semantics/call.k"
trusted-supplied	/reference/reference-semantics/semantics.k	53	53	requires	-	requires "semantics/sort.k"
trusted-supplied	/reference/reference-semantics/semantics.k	54	54	requires	-	requires "semantics/assert.k"
trusted-supplied	/reference/reference-semantics/semantics.k	55	55	requires	-	requires "semantics/dict.k"
trusted-supplied	/reference/reference-semantics/semantics.k	56	56	requires	concrete	requires "semantics/concrete.k"
trusted-supplied	/reference/reference-semantics/semantics.k	58	58	module	-	module MPY
trusted-supplied	/reference/reference-semantics/semantics.k	59	59	imports	-	  imports MPY-CORE
trusted-supplied	/reference/reference-semantics/semantics.k	60	60	imports	-	  imports MPY-ITER
trusted-supplied	/reference/reference-semantics/semantics.k	61	61	imports	-	  imports MPY-RANGE
trusted-supplied	/reference/reference-semantics/semantics.k	62	62	imports	-	  imports MPY-OPERATORS
trusted-supplied	/reference/reference-semantics/semantics.k	63	63	imports	-	  imports MPY-INT
trusted-supplied	/reference/reference-semantics/semantics.k	64	64	imports	-	  imports MPY-BOOL
trusted-supplied	/reference/reference-semantics/semantics.k	65	65	imports	-	  imports MPY-FLOAT
trusted-supplied	/reference/reference-semantics/semantics.k	66	66	imports	-	  imports MPY-STR
trusted-supplied	/reference/reference-semantics/semantics.k	67	67	imports	-	  imports MPY-SET
trusted-supplied	/reference/reference-semantics/semantics.k	68	68	imports	-	  imports MPY-LIST
trusted-supplied	/reference/reference-semantics/semantics.k	69	69	imports	-	  imports MPY-TUPLE
trusted-supplied	/reference/reference-semantics/semantics.k	70	70	imports	-	  imports MPY-SUBSCRIPT
trusted-supplied	/reference/reference-semantics/semantics.k	71	71	imports	-	  imports MPY-COMPREHENSION
trusted-supplied	/reference/reference-semantics/semantics.k	72	72	imports	-	  imports MPY-METHODS
trusted-supplied	/reference/reference-semantics/semantics.k	73	73	imports	-	  imports MPY-CONTROLS
trusted-supplied	/reference/reference-semantics/semantics.k	74	74	imports	-	  imports MPY-FUNCTIONS
trusted-supplied	/reference/reference-semantics/semantics.k	75	75	imports	-	  imports MPY-BUILTINS
trusted-supplied	/reference/reference-semantics/semantics.k	76	76	imports	-	  imports MPY-CALL
trusted-supplied	/reference/reference-semantics/semantics.k	77	77	imports	-	  imports MPY-SORT
trusted-supplied	/reference/reference-semantics/semantics.k	78	78	imports	-	  imports MPY-ASSERT
trusted-supplied	/reference/reference-semantics/semantics.k	79	79	imports	-	  imports MPY-DICT
trusted-supplied	/reference/reference-semantics/semantics.k	80	80	endmodule	-	endmodule
trusted-supplied	/reference/reference-semantics/semantics.k	87	87	module	-	module MPY-KRUN
trusted-supplied	/reference/reference-semantics/semantics.k	88	88	imports	-	  imports MPY
trusted-supplied	/reference/reference-semantics/semantics.k	89	89	imports	-	  imports MPY-CONCRETE
trusted-supplied	/reference/reference-semantics/semantics.k	90	90	endmodule	-	endmodule
candidate-proof-extension	/candidate/verification.k	1	1	requires	-	requires "reference-semantics/semantics.k"
candidate-proof-extension	/candidate/verification.k	3	3	module	-	module VERIFICATION
candidate-proof-extension	/candidate/verification.k	4	4	imports	-	  imports MPY
candidate-proof-extension	/candidate/verification.k	9	9	syntax	function,total	  syntax Stmts ::= "sortArrayBody" [function, total]
candidate-proof-extension	/candidate/verification.k	10	31	rule	-	  rule sortArrayBody\n    => If(\n         UnaryOp("not", Name("array")),\n         Return(ListExpr(.Exprs)) .Stmts,\n         .Stmts)\n       If(\n         Compare(\n           BinOp(\n             "%",\n             BinOp(\n               "+",\n               Subscript(Name("array"), Int(0)),\n               Subscript(Name("array"), UnaryOp("-", Int(1)))),\n             Int(2)),\n           CmpOp("==", Int(1))),\n         Return(Call(Name("sorted"), (Name("array"), .Exprs))) .Stmts,\n         .Stmts)\n       Return(\n         Call(\n           Name("sorted"),\n           (Name("array"), KwArg("reverse", Bool(true)), .Exprs)))\n       .Stmts
candidate-proof-extension	/candidate/verification.k	33	33	syntax	function,total	  syntax Val ::= "sortArrayClosure" [function, total]
candidate-proof-extension	/candidate/verification.k	34	35	rule	-	  rule sortArrayClosure\n    => closureVal(("array", .ParamNames), sortArrayBody, 0)
candidate-proof-extension	/candidate/verification.k	38	38	syntax	function,total	  syntax ValSeq ::= intsVS(IntSeq) [function, total]
candidate-proof-extension	/candidate/verification.k	39	39	rule	-	  rule intsVS(.IntSeq) => .ValSeq
candidate-proof-extension	/candidate/verification.k	40	40	rule	-	  rule intsVS(iCons(I:Int, IS:IntSeq)) => vCons(I, intsVS(IS))
candidate-proof-extension	/candidate/verification.k	42	42	syntax	function,total	  syntax Bool ::= nonNegativeIS(IntSeq) [function, total]
candidate-proof-extension	/candidate/verification.k	43	43	rule	-	  rule nonNegativeIS(.IntSeq) => true
candidate-proof-extension	/candidate/verification.k	44	45	rule	-	  rule nonNegativeIS(iCons(I:Int, IS:IntSeq))\n    => I >=Int 0 andBool nonNegativeIS(IS)
candidate-proof-extension	/candidate/verification.k	50	50	syntax	-	  syntax ValSeq ::= snocVS(ValSeq, Val)
candidate-proof-extension	/candidate/verification.k	51	51	rule	-	  rule snocVS(.ValSeq, V:Val) => vCons(V, .ValSeq)
candidate-proof-extension	/candidate/verification.k	52	53	rule	-	  rule snocVS(vCons(H:Val, T:ValSeq), V:Val)\n    => vCons(H, snocVS(T, V))
candidate-proof-extension	/candidate/verification.k	55	62	rule	priority	  rule <k>\n         Subscript(\n           list(vCons(_F:Int, snocVS(_M:ValSeq, L:Int))),\n           UnaryOp("-", Int(1)))\n         => L\n         ...\n       </k>\n       [priority(40)]
candidate-proof-extension	/candidate/verification.k	63	63	endmodule	-	endmodule
