source,source_sha256,line_start,line_end,kind,flags,summary,decision,rationale
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,174,174,rule,ordinary-rule,rule fracPart(.IntSeq) => 0,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,175,175,rule,ordinary-rule,"rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,176,176,rule,ordinary-rule,"rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,177,177,rule,ordinary-rule,"rule fracAcc(.IntSeq, A:Int) => A",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,178,178,rule,ordinary-rule,"rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,179,179,syntax,function;total,"syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,180,180,rule,ordinary-rule,rule fracScale(.IntSeq) => 1,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,181,181,rule,ordinary-rule,"rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,182,182,rule,ordinary-rule,"rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,183,183,rule,ordinary-rule,"rule fscAcc(.IntSeq, A:Int) => A",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,184,184,rule,ordinary-rule,"rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,185,185,rule,ordinary-rule,"rule applyBuiltin(""float"", str(CS:IntSeq), .Vals) => decStrToF(CS)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,186,186,rule,ordinary-rule,"rule applyBuiltin(""float"", I:Int, .Vals)          => intToF(I)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,187,189,rule,ordinary-rule,"rule applyBuiltin(""float"", F:Float, .Vals)        => F ",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,190,190,syntax,function;total;symbol;no-evaluators;opaque-symbol,"syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,191,191,rule,concrete;ordinary-rule,"rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,192,194,rule,ordinary-rule,"rule applyBin(""/"", F:Float, I:Int) => divFloatIntV(F, I) ",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,195,195,syntax,function;total;symbol;no-evaluators;opaque-symbol,"syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,196,196,rule,concrete;ordinary-rule,"rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,197,197,rule,ordinary-rule,"rule applyBin(""+"", I:Int, F:Float) => addF(intToF(I), F)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,198,198,rule,ordinary-rule,"rule applyBin(""+"", F:Float, I:Int) => addF(F, intToF(I))",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,199,199,rule,ordinary-rule,"rule applyBin(""-"", I:Int, F:Float) => subF(intToF(I), F)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,200,200,rule,ordinary-rule,"rule applyBin(""-"", F:Float, I:Int) => subF(F, intToF(I))",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,201,201,rule,ordinary-rule,"rule applyBin(""*"", I:Int, F:Float) => mulF(intToF(I), F)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,202,202,rule,ordinary-rule,"rule applyBin(""*"", F:Float, I:Int) => mulF(F, intToF(I))",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,203,203,rule,ordinary-rule,"rule applyCmp(""<"", I:Int, F:Float) => floatLt(intToF(I), F)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,204,204,rule,ordinary-rule,"rule applyCmp(""<"", F:Float, I:Int) => floatLt(F, intToF(I))",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,205,205,rule,ordinary-rule,"rule applyCmp("">"", I:Int, F:Float) => gtF(intToF(I), F)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,206,208,rule,ordinary-rule,"rule applyCmp("">"", F:Float, I:Int) => gtF(F, intToF(I)) ",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,209,209,syntax,function;total;symbol;no-evaluators;opaque-symbol,"syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,210,210,rule,concrete;ordinary-rule,rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete],ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,211,211,rule,ordinary-rule,"rule applyBuiltin(""int"", F:Float, .Vals) => truncF(F)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,213,213,rule,ordinary-rule,"rule applyBuiltin(""float"", I:Int, .Vals)   => intToF(I)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,214,216,rule,ordinary-rule,"rule applyBuiltin(""float"", F:Float, .Vals) => F ",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,217,217,syntax,function;total;symbol;no-evaluators;opaque-symbol,"syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,218,222,rule,concrete;ordinary-rule,rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,223,223,syntax,function;total;symbol;no-evaluators;opaque-symbol,"syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,224,226,rule,concrete;ordinary-rule,"rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,227,227,rule,ordinary-rule,"rule applyBuiltin(""round"", F:Float, .Vals)        => roundF(F)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,228,228,rule,ordinary-rule,"rule applyBuiltin(""round"", F:Float, N:Int, .Vals) => roundFN(F, N)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,230,230,syntax,function;total;symbol;no-evaluators;opaque-symbol,"syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,231,231,rule,concrete;ordinary-rule,rule sqrtF(F:Float) => sqrtFloat(F) [concrete],ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,232,232,syntax,,"syntax KItem ::= ""#mathSqrt""",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,233,233,rule,priority;ordinary-rule,"rule <k> Call(Attribute(Name(""math""), ""sqrt""), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,234,234,rule,ordinary-rule,rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,235,242,rule,concrete;ordinary-rule,rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k> ,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,243,243,syntax,,"syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,244,244,rule,ordinary-rule,"rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,245,245,rule,ordinary-rule,"rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,246,246,rule,ordinary-rule,rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,247,248,rule,ordinary-rule,"rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k> requires isFloat(V)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,250,250,syntax,,"syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,251,251,rule,ordinary-rule,"rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,252,252,rule,ordinary-rule,"rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,253,253,rule,ordinary-rule,rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,254,260,rule,concrete;ordinary-rule,"rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k> requires isFloat(V)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,261,261,syntax,,"syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,262,264,rule,ordinary-rule,"rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k>",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
