id	file	line	kind	origin	flags	statement	audit_disposition	reason
619	reference-semantics/semantics/functions.k	42	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
620	reference-semantics/semantics/functions.k	47	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> Lambda(Params(PNS:ParamNames), E:Expr) => closureVal(PNS, Return(E) .Stmts, L) ... </k> <env> L:Int </env>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
621	reference-semantics/semantics/functions.k	50	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), E:Expr) => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
622	reference-semantics/semantics/functions.k	53	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
623	reference-semantics/semantics/functions.k	59	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => closureValC(PNS, CVS, BODY, CM) ... </k>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
624	reference-semantics/semantics/functions.k	63	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>	RELEVANT_FIXED_SEMANTICS_REVIEWED	immutable supplied rule/declaration on the submitted execution path; checked in the constructor map and concrete/symbolic runs
625	reference-semantics/semantics/functions.k	64	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes>	RELEVANT_FIXED_SEMANTICS_REVIEWED	immutable supplied rule/declaration on the submitted execution path; checked in the constructor map and concrete/symbolic runs
626	reference-semantics/semantics/functions.k	68	rule	SUPPLIED_FIXED_SEMANTICS	priority,ordinary-rule	"rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires ""$cells"" in_keys(M) andBool pnMember(P, cellsOf({M[""$cells""]}:>Val)) andBool P in_keys(M) andBool isCellRef({M[P]}:>Val) [priority(40)]"	RELEVANT_FIXED_SEMANTICS_REVIEWED	immutable supplied rule/declaration on the submitted execution path; checked in the constructor map and concrete/symbolic runs
627	reference-semantics/semantics/functions.k	78	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> Return(V:Val) ~> _ => #pop </k> <ret> noRet => retV(V) </ret>	RELEVANT_FIXED_SEMANTICS_REVIEWED	immutable supplied rule/declaration on the submitted execution path; checked in the constructor map and concrete/symbolic runs
628	reference-semantics/semantics/functions.k	80	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #endcall => #pop ... </k> <ret> noRet => retV(noneV) </ret>	RELEVANT_FIXED_SEMANTICS_REVIEWED	immutable supplied rule/declaration on the submitted execution path; checked in the constructor map and concrete/symbolic runs
629	reference-semantics/semantics/functions.k	85	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #pop => V ~> CONT </k> <ret> retV(V) => noRet </ret> <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack> <env> L:Int => CALLERL </env> <scopes> SC:Map => SC [ L <- undef ] </scopes> <scopeLoc> _ => SAVEDL </scopeLoc> endmodule	RELEVANT_FIXED_SEMANTICS_REVIEWED	immutable supplied rule/declaration on the submitted execution path; checked in the constructor map and concrete/symbolic runs
630	reference-semantics/semantics/int.k	4	module	SUPPLIED_FIXED_SEMANTICS	-	module MPY-INT	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
631	reference-semantics/semantics/int.k	5	imports	SUPPLIED_FIXED_SEMANTICS	-	imports MPY-CORE	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
632	reference-semantics/semantics/int.k	7	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyUn(""-"", I:Int) => 0 -Int I"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
633	reference-semantics/semantics/int.k	9	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyBin(""+"", I1:Int, I2:Int) => I1 +Int I2"	RELEVANT_FIXED_SEMANTICS_REVIEWED	immutable supplied rule/declaration on the submitted execution path; checked in the constructor map and concrete/symbolic runs
634	reference-semantics/semantics/int.k	11	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyBin(""+"", I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
635	reference-semantics/semantics/int.k	12	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyBin(""+"", B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
636	reference-semantics/semantics/int.k	13	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyBin(""-"", I1:Int, I2:Int) => I1 -Int I2"	RELEVANT_FIXED_SEMANTICS_REVIEWED	immutable supplied rule/declaration on the submitted execution path; checked in the constructor map and concrete/symbolic runs
637	reference-semantics/semantics/int.k	14	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyBin(""*"", I1:Int, I2:Int) => I1 *Int I2"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
638	reference-semantics/semantics/int.k	15	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyBin(""%"", I1:Int, I2:Int) => pyMod(I1, I2)"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
639	reference-semantics/semantics/int.k	16	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyBin("""	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
640	reference-semantics/semantics/int.k	17	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyBin(""**"", I1:Int, I2:Int) => I1 ^Int I2 requires I2 >=Int 0"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
641	reference-semantics/semantics/int.k	19	syntax	SUPPLIED_FIXED_SEMANTICS	function	syntax Int ::= pyMod(Int, Int) [function]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
642	reference-semantics/semantics/int.k	20	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule pyMod(I1:Int, I2:Int) => ((I1 %Int I2) +Int I2) %Int I2	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
643	reference-semantics/semantics/int.k	22	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyCmp(""<"", I1:Int, I2:Int) => I1 <Int I2"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
644	reference-semantics/semantics/int.k	23	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyCmp(""<="", I1:Int, I2:Int) => I1 <=Int I2"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
645	reference-semantics/semantics/int.k	24	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyCmp("">"", I1:Int, I2:Int) => I1 >Int I2"	RELEVANT_FIXED_SEMANTICS_REVIEWED	immutable supplied rule/declaration on the submitted execution path; checked in the constructor map and concrete/symbolic runs
646	reference-semantics/semantics/int.k	25	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyCmp("">="", I1:Int, I2:Int) => I1 >=Int I2"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
647	reference-semantics/semantics/int.k	26	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyCmp(""=="", I1:Int, I2:Int) => I1 ==Int I2"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
648	reference-semantics/semantics/int.k	27	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyCmp(""!="", I1:Int, I2:Int) => I1 =/=Int I2 endmodule"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
649	reference-semantics/semantics/iter.k	6	module	SUPPLIED_FIXED_SEMANTICS	-	module MPY-ITER	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
650	reference-semantics/semantics/iter.k	7	imports	SUPPLIED_FIXED_SEMANTICS	-	imports MPY-CORE	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
651	reference-semantics/semantics/iter.k	8	syntax	SUPPLIED_FIXED_SEMANTICS	-	"syntax KItem ::= #iterNext(Iterable) | ""#iterDone"" | #iterYield(Val, Iterable) endmodule"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
652	reference-semantics/semantics/list.k	3	module	SUPPLIED_FIXED_SEMANTICS	-	module MPY-LIST	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
653	reference-semantics/semantics/list.k	4	imports	SUPPLIED_FIXED_SEMANTICS	-	imports MPY-CORE	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
654	reference-semantics/semantics/list.k	5	imports	SUPPLIED_FIXED_SEMANTICS	-	imports MPY-ITER	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
655	reference-semantics/semantics/list.k	6	imports	SUPPLIED_FIXED_SEMANTICS	-	imports MPY-OPERATORS	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
656	reference-semantics/semantics/list.k	9	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #iterNext(list(.ValSeq)) => #iterDone ... </k>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
657	reference-semantics/semantics/list.k	10	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #iterNext(list(vCons(V:Val, R:ValSeq))) => #iterYield(V, list(R)) ... </k>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
658	reference-semantics/semantics/list.k	13	syntax	SUPPLIED_FIXED_SEMANTICS	-	"syntax ApplyK ::= ""toList"""	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
659	reference-semantics/semantics/list.k	14	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> ListExpr(ES:Exprs) => #evalArgs(ES, .Vals, toList) ... </k>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
660	reference-semantics/semantics/list.k	15	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #applyK(toList, ACC:Vals) => #alloc(list(vals2valSeq(ACC))) ... </k>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
661	reference-semantics/semantics/list.k	18	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax ValSeq ::= valSeqConcat(ValSeq, ValSeq) [function, total]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
662	reference-semantics/semantics/list.k	19	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule valSeqConcat(.ValSeq, T:ValSeq) => T	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
663	reference-semantics/semantics/list.k	20	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule valSeqConcat(vCons(V:Val, S:ValSeq), T:ValSeq) => vCons(V, valSeqConcat(S, T))	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
664	reference-semantics/semantics/list.k	24	rule	SUPPLIED_FIXED_SEMANTICS	priority,ordinary-rule	"rule <k> BinOp(""+"", list(A:ValSeq), list(B:ValSeq)) => #alloc(list(valSeqConcat(A, B))) ... </k> [priority(45)]"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
665	reference-semantics/semantics/list.k	27	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyCmp(""=="", list(A:ValSeq), list(B:ValSeq)) => A ==K B"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
666	reference-semantics/semantics/list.k	28	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyCmp(""!="", list(A:ValSeq), list(B:ValSeq)) => notBool (A ==K B)"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
667	reference-semantics/semantics/list.k	33	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax Bool ::= hasRefVS(ValSeq) [function, total]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
668	reference-semantics/semantics/list.k	34	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule hasRefVS(.ValSeq) => false	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
669	reference-semantics/semantics/list.k	35	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule hasRefVS(vCons(V:Val, R:ValSeq)) => isRefV(V) orBool hasRefVS(R)	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
