id	source	module	start_line	end_line	kind	flags	decision	basis
K0718	/candidate/reference-semantics/semantics/int.k	MPY-INT	13	13	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0719	/candidate/reference-semantics/semantics/int.k	MPY-INT	14	14	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0720	/candidate/reference-semantics/semantics/int.k	MPY-INT	15	15	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0721	/candidate/reference-semantics/semantics/int.k	MPY-INT	16	16	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0722	/candidate/reference-semantics/semantics/int.k	MPY-INT	17	17	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0723	/candidate/reference-semantics/semantics/int.k	MPY-INT	19	19	syntax	function	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0724	/candidate/reference-semantics/semantics/int.k	MPY-INT	20	20	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0725	/candidate/reference-semantics/semantics/int.k	MPY-INT	22	22	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0726	/candidate/reference-semantics/semantics/int.k	MPY-INT	23	23	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0727	/candidate/reference-semantics/semantics/int.k	MPY-INT	24	24	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0728	/candidate/reference-semantics/semantics/int.k	MPY-INT	25	25	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0729	/candidate/reference-semantics/semantics/int.k	MPY-INT	26	26	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0730	/candidate/reference-semantics/semantics/int.k	MPY-INT	27	27	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0734	/candidate/reference-semantics/semantics/iter.k	MPY-ITER	8	8	syntax		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0740	/candidate/reference-semantics/semantics/list.k	MPY-LIST	9	9	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0741	/candidate/reference-semantics/semantics/list.k	MPY-LIST	10	12	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0742	/candidate/reference-semantics/semantics/list.k	MPY-LIST	13	13	syntax		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0743	/candidate/reference-semantics/semantics/list.k	MPY-LIST	14	14	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0744	/candidate/reference-semantics/semantics/list.k	MPY-LIST	15	17	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0745	/candidate/reference-semantics/semantics/list.k	MPY-LIST	18	18	syntax	function,total	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0746	/candidate/reference-semantics/semantics/list.k	MPY-LIST	19	19	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0747	/candidate/reference-semantics/semantics/list.k	MPY-LIST	20	23	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0748	/candidate/reference-semantics/semantics/list.k	MPY-LIST	24	25	rule	priority	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0749	/candidate/reference-semantics/semantics/list.k	MPY-LIST	27	27	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0750	/candidate/reference-semantics/semantics/list.k	MPY-LIST	28	32	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0751	/candidate/reference-semantics/semantics/list.k	MPY-LIST	33	33	syntax	function,total	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0752	/candidate/reference-semantics/semantics/list.k	MPY-LIST	34	34	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0753	/candidate/reference-semantics/semantics/list.k	MPY-LIST	35	35	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0754	/candidate/reference-semantics/semantics/list.k	MPY-LIST	37	38	syntax	function	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0755	/candidate/reference-semantics/semantics/list.k	MPY-LIST	39	39	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0756	/candidate/reference-semantics/semantics/list.k	MPY-LIST	40	40	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0757	/candidate/reference-semantics/semantics/list.k	MPY-LIST	41	41	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0758	/candidate/reference-semantics/semantics/list.k	MPY-LIST	42	43	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0759	/candidate/reference-semantics/semantics/list.k	MPY-LIST	45	45	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0761	/candidate/reference-semantics/semantics/list.k	MPY-LIST	47	47	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0763	/candidate/reference-semantics/semantics/list.k	MPY-LIST	49	49	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0764	/candidate/reference-semantics/semantics/list.k	MPY-LIST	50	52	rule	owise	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
