id	source	module	start_line	end_line	kind	attributes	flags	disposition	text
K0766	/candidate/reference-semantics/semantics/list.k	MPY-LIST	58	58	syntax			fixed-supplied-semantics	"  syntax KItem ::= #memberAcc(Val, Iterable) | #memberCont(Val) | ""#notB"""
K0767	/candidate/reference-semantics/semantics/list.k	MPY-LIST	59	59	rule			fixed-supplied-semantics	"  rule <k> Compare(LV:Val, CmpOp(""in"",     list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ... </k>"
K0768	/candidate/reference-semantics/semantics/list.k	MPY-LIST	60	60	rule			fixed-supplied-semantics	"  rule <k> Compare(LV:Val, CmpOp(""not in"", list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ~> #notB ... </k>"
K0769	/candidate/reference-semantics/semantics/list.k	MPY-LIST	61	61	rule			fixed-supplied-semantics	  rule <k> #memberAcc(V:Val, IT:Iterable) => #iterNext(IT) ~> #memberCont(V) ... </k>
K0770	/candidate/reference-semantics/semantics/list.k	MPY-LIST	62	62	rule			fixed-supplied-semantics	  rule <k> #iterDone ~> #memberCont(_V:Val) => false ... </k>
K0771	/candidate/reference-semantics/semantics/list.k	MPY-LIST	63	63	rule			fixed-supplied-semantics	  rule <k> #iterYield(E:Val, _:Iterable) ~> #memberCont(V:Val) => true ... </k>
K0772	/candidate/reference-semantics/semantics/list.k	MPY-LIST	64	64	requires			fixed-supplied-semantics	       requires E ==K V
K0773	/candidate/reference-semantics/semantics/list.k	MPY-LIST	65	65	rule			fixed-supplied-semantics	  rule <k> #iterYield(E:Val, R:Iterable) ~> #memberCont(V:Val) => #memberAcc(V, R) ... </k>
K0774	/candidate/reference-semantics/semantics/list.k	MPY-LIST	66	66	requires			fixed-supplied-semantics	       requires notBool (E ==K V)
K0775	/candidate/reference-semantics/semantics/list.k	MPY-LIST	67	67	rule			fixed-supplied-semantics	  rule <k> B:Bool ~> #notB => notBool B ... </k>
K0776	/candidate/reference-semantics/semantics/list.k	MPY-LIST	68	68	endmodule			fixed-supplied-semantics	endmodule
K0777	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	3	3	module			fixed-supplied-semantics	module MPY-METHODS
K0778	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	4	4	imports			fixed-supplied-semantics	  imports MPY-CORE
K0779	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	5	5	imports			fixed-supplied-semantics	  imports K-EQUAL
K0780	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	6	6	imports			fixed-supplied-semantics	  imports MPY-STR
K0781	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	7	9	imports			fixed-supplied-semantics	"  imports MPY-LIST

  // method-call routing + arg-eval live in call.k; this module owns applyMethod."
K0782	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	10	12	syntax	function	function	fixed-supplied-semantics	"  syntax Val ::= applyMethod(Val, String, Vals) [function]

  // ==== string predicates (Python semantics) ================================="
K0783	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	13	13	rule			fixed-supplied-semantics	"  rule applyMethod(str(CS:IntSeq), ""isupper"", .Vals) => hasUpper(CS) andBool notBool hasLower(CS)"
K0784	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	14	14	rule			fixed-supplied-semantics	"  rule applyMethod(str(CS:IntSeq), ""islower"", .Vals) => hasLower(CS) andBool notBool hasUpper(CS)"
K0785	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	15	15	rule			fixed-supplied-semantics	"  rule applyMethod(str(CS:IntSeq), ""isalpha"", .Vals) => notBool (CS ==K .IntSeq) andBool allAlpha(CS)"
K0786	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	16	18	rule			fixed-supplied-semantics	"  rule applyMethod(str(CS:IntSeq), ""isdigit"", .Vals) => notBool (CS ==K .IntSeq) andBool allDigit(CS)

  // ==== case maps ============================================================"
K0787	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	19	19	rule			fixed-supplied-semantics	"  rule applyMethod(str(CS:IntSeq), ""lower"",    .Vals) => str(mapLower(CS))"
K0788	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	20	20	rule			fixed-supplied-semantics	"  rule applyMethod(str(CS:IntSeq), ""upper"",    .Vals) => str(mapUpper(CS))"
K0789	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	21	25	rule			fixed-supplied-semantics	"  rule applyMethod(str(CS:IntSeq), ""swapcase"", .Vals) => str(mapSwap(CS))

  // ==== join / count / strip / encode ========================================
  // S.join(list-of-str): fold with separator codes (receiver + arg deref'd by
  // the call layer; the result str is a value)"
K0790	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	26	26	rule			fixed-supplied-semantics	"  rule applyMethod(str(SEP:IntSeq), ""join"", list(VS:ValSeq), .Vals) => str(joinCodes(SEP, VS))"
K0791	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	27	27	syntax	function, total	function,total	fixed-supplied-semantics	  syntax IntSeq ::= joinCodes(IntSeq, ValSeq) [function, total]
K0792	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	28	28	rule			fixed-supplied-semantics	  rule joinCodes(_:IntSeq, .ValSeq) => .IntSeq
K0793	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	29	29	rule			fixed-supplied-semantics	  rule joinCodes(_:IntSeq, vCons(str(CS:IntSeq), .ValSeq)) => CS
K0794	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	30	33	rule			fixed-supplied-semantics	"  rule joinCodes(SEP:IntSeq, vCons(str(CS:IntSeq), vCons(V:Val, R:ValSeq)))
    => seqConcat(CS, seqConcat(SEP, joinCodes(SEP, vCons(V, R))))

  // S.count(sub): non-overlapping window scan (Python str.count)"
K0795	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	34	34	rule			fixed-supplied-semantics	"  rule applyMethod(str(CS:IntSeq), ""count"", str(PC:IntSeq), .Vals) => cntSub(CS, PC)"
K0796	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	35	35	syntax	function	function	fixed-supplied-semantics	  syntax Int ::= cntSub(IntSeq, IntSeq) [function]
K0797	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	36	36	rule			fixed-supplied-semantics	  rule cntSub(.IntSeq, _:IntSeq) => 0
K0798	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	37	37	rule			fixed-supplied-semantics	  rule cntSub(iCons(C:Int, R:IntSeq), PC:IntSeq) => 1 +Int cntSub(dropIS(iCons(C, R), isLen(PC)), PC)
K0799	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	38	38	requires			fixed-supplied-semantics	       requires strPrefix(PC, iCons(C, R)) andBool isLen(PC) >Int 0
K0800	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	39	39	rule			fixed-supplied-semantics	  rule cntSub(iCons(C:Int, R:IntSeq), PC:IntSeq) => cntSub(R, PC)
K0801	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	40	40	requires			fixed-supplied-semantics	       requires notBool strPrefix(PC, iCons(C, R)) orBool isLen(PC) <=Int 0
K0802	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	41	41	syntax	function, total	function,total	fixed-supplied-semantics	  syntax IntSeq ::= dropIS(IntSeq, Int) [function, total]
K0803	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	42	42	rule			fixed-supplied-semantics	  rule dropIS(S:IntSeq, N:Int) => S requires N <=Int 0
K0804	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	43	43	rule	owise	owise	fixed-supplied-semantics	  rule dropIS(.IntSeq, _:Int) => .IntSeq [owise]
K0805	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	44	46	rule			fixed-supplied-semantics	"  rule dropIS(iCons(_:Int, R:IntSeq), N:Int) => dropIS(R, N -Int 1) requires N >Int 0

  // S.strip(): trim whitespace runs from both ends"
K0806	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	47	47	rule			fixed-supplied-semantics	"  rule applyMethod(str(CS:IntSeq), ""strip"", .Vals) => str(revIS(trimWS(revIS(trimWS(CS)))))"
K0807	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	48	48	syntax	function, total	function,total	fixed-supplied-semantics	  syntax IntSeq ::= trimWS(IntSeq) [function, total]
K0808	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	49	49	rule			fixed-supplied-semantics	  rule trimWS(.IntSeq) => .IntSeq
K0809	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	50	50	rule			fixed-supplied-semantics	  rule trimWS(iCons(C:Int, R:IntSeq)) => trimWS(R) requires isWSC(C)
K0810	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	51	51	rule			fixed-supplied-semantics	  rule trimWS(iCons(C:Int, R:IntSeq)) => iCons(C, R) requires notBool isWSC(C)
K0811	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	52	52	syntax	function, total; function, total	function,total	fixed-supplied-semantics	  syntax IntSeq ::= revIS(IntSeq) [function, total] | revISAcc(IntSeq, IntSeq) [function, total]
K0812	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	53	53	rule			fixed-supplied-semantics	  rule revIS(S:IntSeq) => revISAcc(S, .IntSeq)
K0813	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	54	54	rule			fixed-supplied-semantics	  rule revISAcc(.IntSeq, A:IntSeq) => A
K0814	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	55	57	rule			fixed-supplied-semantics	"  rule revISAcc(iCons(C:Int, R:IntSeq), A:IntSeq) => revISAcc(R, iCons(C, A))

  // S.encode('ascii'): identity on the code-sequence model (bytes == codes)"
K0815	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	58	60	rule			fixed-supplied-semantics	"  rule applyMethod(str(CS:IntSeq), ""encode"", str(_:IntSeq), .Vals) => str(CS)

  // ==== prefix ==============================================================="
K0816	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	61	63	rule			fixed-supplied-semantics	"  rule applyMethod(str(XC:IntSeq), ""startswith"", str(PC:IntSeq), .Vals) => startsWith(PC, XC)

  // ==== list.count(v) — number of occurrences of v in the list (concrete for krun) =========="
K0817	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	64	64	rule			fixed-supplied-semantics	"  rule applyMethod(list(VS:ValSeq), ""count"", V:Val, .Vals) => cntOccVS(VS, V)"
K0818	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	65	65	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Int ::= cntOccVS(ValSeq, Val) [function, total]
K0819	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	66	66	rule			fixed-supplied-semantics	  rule cntOccVS(.ValSeq, _:Val)                => 0
K0820	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	67	67	rule			fixed-supplied-semantics	  rule cntOccVS(vCons(A:Val, R:ValSeq), V:Val) => 1 +Int cntOccVS(R, V) requires A ==K V
K0821	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	68	71	rule			fixed-supplied-semantics	"  rule cntOccVS(vCons(A:Val, R:ValSeq), V:Val) => cntOccVS(R, V)        requires notBool (A ==K V)

  // ==== split (no-arg: on whitespace runs, dropping empty tokens) + replace (single char) ==========
  // Concrete string ops for krun. A proof over a symbolic string intercepts the split problem-locally."
K0822	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	72	74	rule	priority(40)	priority	fixed-supplied-semantics	"  rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), ""split"")), .Vals)
        => #alloc(list(splitWS(CS, .IntSeq, .ValSeq))) ... </k>
       [priority(40)]"
K0823	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	75	75	syntax	function	function	fixed-supplied-semantics	  syntax ValSeq ::= splitWS(IntSeq, IntSeq, ValSeq) [function]  // remaining, current token, result
K0824	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	76	76	rule			fixed-supplied-semantics	  rule splitWS(.IntSeq, CUR:IntSeq, ACC:ValSeq) => flushTok(ACC, CUR)
K0825	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	77	77	rule			fixed-supplied-semantics	  rule splitWS(iCons(C:Int, R:IntSeq), CUR:IntSeq, ACC:ValSeq) => splitWS(R, .IntSeq, flushTok(ACC, CUR))
K0826	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	78	78	requires			fixed-supplied-semantics	       requires isWSC(C)
K0827	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	79	79	rule			fixed-supplied-semantics	  rule splitWS(iCons(C:Int, R:IntSeq), CUR:IntSeq, ACC:ValSeq) => splitWS(R, seqConcat(CUR, iCons(C, .IntSeq)), ACC)
K0828	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	80	81	requires			fixed-supplied-semantics	"       requires notBool isWSC(C)
  // flush the current token to the result list iff non-empty."
K0829	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	82	82	syntax	function	function	fixed-supplied-semantics	  syntax ValSeq ::= flushTok(ValSeq, IntSeq) [function]
K0830	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	83	83	rule			fixed-supplied-semantics	  rule flushTok(ACC:ValSeq, .IntSeq)            => ACC
K0831	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	84	84	rule			fixed-supplied-semantics	  rule flushTok(ACC:ValSeq, iCons(C:Int, T:IntSeq)) => valSeqConcat(ACC, vCons(str(iCons(C, T)), .ValSeq))
K0832	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	85	85	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Bool ::= isWSC(Int) [function, total]
K0833	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	86	88	rule			fixed-supplied-semantics	"  rule isWSC(C:Int) => C ==Int 32 orBool C ==Int 9 orBool C ==Int 10 orBool C ==Int 13

  // split(sep='x') keyword form delegates to the positional k-cell rule"
K0834	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	89	93	rule	priority(39)	priority	fixed-supplied-semantics	"  rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), ""split"")), (kwV(""sep"", str(S:IntSeq)), .Vals))
        => #applyK(toCall(boundMethodV(str(CS), ""split"")), (str(S), .Vals)) ... </k>
       [priority(39)]

  // str.split(sep) — single-char separator, KEEPING empty parts (Python's sep-split; len == #sep + 1)."
K0835	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	94	96	rule	priority(40)	priority	fixed-supplied-semantics	"  rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), ""split"")), (str(iCons(SEP:Int, .IntSeq)), .Vals))
        => #alloc(list(splitSep(CS, SEP, .IntSeq))) ... </k>
       [priority(40)]"
K0836	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	97	97	syntax	function	function	fixed-supplied-semantics	  syntax ValSeq ::= splitSep(IntSeq, Int, IntSeq) [function]  // remaining, sep code, current token
K0837	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	98	98	rule			fixed-supplied-semantics	  rule splitSep(.IntSeq, _SEP:Int, CUR:IntSeq)              => vCons(str(CUR), .ValSeq)
K0838	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	99	99	rule			fixed-supplied-semantics	  rule splitSep(iCons(C:Int, R:IntSeq), SEP:Int, CUR:IntSeq) => vCons(str(CUR), splitSep(R, SEP, .IntSeq))
K0839	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	100	100	requires			fixed-supplied-semantics	       requires C ==Int SEP
K0840	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	101	101	rule			fixed-supplied-semantics	  rule splitSep(iCons(C:Int, R:IntSeq), SEP:Int, CUR:IntSeq) => splitSep(R, SEP, seqConcat(CUR, iCons(C, .IntSeq)))
K0841	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	102	102	requires			fixed-supplied-semantics	       requires notBool (C ==Int SEP)
K0842	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	104	105	rule			fixed-supplied-semantics	"  rule applyMethod(str(CS:IntSeq), ""replace"", str(iCons(A:Int, .IntSeq)), str(iCons(B:Int, .IntSeq)), .Vals)
    => str(replaceC(CS, A, B))"
K0843	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	106	106	syntax	function, total	function,total	fixed-supplied-semantics	  syntax IntSeq ::= replaceC(IntSeq, Int, Int) [function, total]
K0844	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	107	107	rule			fixed-supplied-semantics	  rule replaceC(.IntSeq, _:Int, _:Int)             => .IntSeq
K0845	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	108	108	rule			fixed-supplied-semantics	  rule replaceC(iCons(C:Int, R:IntSeq), A:Int, B:Int) => iCons(B, replaceC(R, A, B)) requires C ==Int A
K0846	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	109	111	rule			fixed-supplied-semantics	"  rule replaceC(iCons(C:Int, R:IntSeq), A:Int, B:Int) => iCons(C, replaceC(R, A, B)) requires notBool (C ==Int A)

  // ==== char helpers ========================================================="
K0847	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	112	112	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Bool ::= isUpperC(Int) [function, total]
K0848	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	113	113	rule			fixed-supplied-semantics	  rule isUpperC(C:Int) => C >=Int 65 andBool C <=Int 90
K0849	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	115	115	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Bool ::= isLowerC(Int) [function, total]
K0850	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	116	116	rule			fixed-supplied-semantics	  rule isLowerC(C:Int) => C >=Int 97 andBool C <=Int 122
K0851	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	118	118	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Bool ::= isAlphaC(Int) [function, total]
K0852	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	119	119	rule			fixed-supplied-semantics	  rule isAlphaC(C:Int) => isUpperC(C) orBool isLowerC(C)
K0853	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	121	121	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Bool ::= isDigitC(Int) [function, total]
K0854	/candidate/reference-semantics/semantics/methods.k	MPY-METHODS	122	122	rule			fixed-supplied-semantics	  rule isDigitC(C:Int) => C >=Int 48 andBool C <=Int 57
