file	line	category	decision	declaration	rationale
reference-semantics/semantics/float.k	200	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyBin(""-"", F:Float, I:Int) => subF(F, intToF(I))"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	201	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyBin(""*"", I:Int, F:Float) => mulF(intToF(I), F)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	202	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyBin(""*"", F:Float, I:Int) => mulF(F, intToF(I))"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	203	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyCmp(""<"", I:Int, F:Float) => floatLt(intToF(I), F)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	204	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyCmp(""<"", F:Float, I:Int) => floatLt(F, intToF(I))"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	205	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyCmp("">"", I:Int, F:Float) => gtF(intToF(I), F)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	206	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyCmp("">"", F:Float, I:Int) => gtF(F, intToF(I))"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	209	syntax[function,total,symbol,no-evaluators]	OUTSIDE_REACHABLE_PATH	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]	Opaque primitive is not constructible on the exact maximum body over the intended integer-list inputs; no intended-domain false witness.
reference-semantics/semantics/float.k	210	equational-rule[concrete]	OUTSIDE_REACHABLE_PATH	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	211	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyBuiltin(""int"", F:Float, .Vals) => truncF(F)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	213	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyBuiltin(""float"", I:Int, .Vals)   => intToF(I)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	214	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyBuiltin(""float"", F:Float, .Vals) => F"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	217	syntax[function,total,symbol,no-evaluators]	OUTSIDE_REACHABLE_PATH	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]	Opaque primitive is not constructible on the exact maximum body over the intended integer-list inputs; no intended-domain false witness.
reference-semantics/semantics/float.k	218	equational-rule[concrete]	OUTSIDE_REACHABLE_PATH	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	223	syntax[function,total,symbol,no-evaluators]	OUTSIDE_REACHABLE_PATH	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]	Opaque primitive is not constructible on the exact maximum body over the intended integer-list inputs; no intended-domain false witness.
reference-semantics/semantics/float.k	224	equational-rule[concrete]	OUTSIDE_REACHABLE_PATH	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	227	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyBuiltin(""round"", F:Float, .Vals)        => roundF(F)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	228	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyBuiltin(""round"", F:Float, N:Int, .Vals) => roundFN(F, N)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	230	syntax[function,total,symbol,no-evaluators]	OUTSIDE_REACHABLE_PATH	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]	Opaque primitive is not constructible on the exact maximum body over the intended integer-list inputs; no intended-domain false witness.
reference-semantics/semantics/float.k	231	equational-rule[concrete]	OUTSIDE_REACHABLE_PATH	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	232	syntax	OUTSIDE_REACHABLE_PATH	"syntax KItem ::= ""#mathSqrt"""	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	233	operational-rule[priority]	OUTSIDE_REACHABLE_PATH	"rule <k> Call(Attribute(Name(""math""), ""sqrt""), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	234	operational-rule	OUTSIDE_REACHABLE_PATH	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	235	operational-rule	OUTSIDE_REACHABLE_PATH	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	243	syntax	OUTSIDE_REACHABLE_PATH	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	244	operational-rule	OUTSIDE_REACHABLE_PATH	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	245	operational-rule	OUTSIDE_REACHABLE_PATH	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	246	operational-rule	OUTSIDE_REACHABLE_PATH	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	247	operational-rule	OUTSIDE_REACHABLE_PATH	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k> requires isFloat(V)	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	250	syntax	OUTSIDE_REACHABLE_PATH	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/float.k	251	operational-rule	OUTSIDE_REACHABLE_PATH	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
