id	kind	classification	source	line	module	attrs	static_decision	text
K-0630	rule	ordinary_rule	/reference/reference-semantics/semantics/list.k	63	MPY-LIST		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #iterYield(E:Val, _:Iterable) ~> #memberCont(V:Val) => true ... </k> requires E ==K V
K-0631	rule	ordinary_rule	/reference/reference-semantics/semantics/list.k	65	MPY-LIST		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #iterYield(E:Val, R:Iterable) ~> #memberCont(V:Val) => #memberAcc(V, R) ... </k> requires notBool (E ==K V)
K-0632	rule	ordinary_rule	/reference/reference-semantics/semantics/list.k	67	MPY-LIST		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> B:Bool ~> #notB => notBool B ... </k>
K-0633	syntax	syntax_declaration+function	/reference/reference-semantics/semantics/methods.k	10	MPY-METHODS	function	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Val ::= applyMethod(Val, String, Vals) [function]
K-0634	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	13	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyMethod(str(CS:IntSeq), ""isupper"", .Vals) => hasUpper(CS) andBool notBool hasLower(CS)"
K-0635	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	14	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyMethod(str(CS:IntSeq), ""islower"", .Vals) => hasLower(CS) andBool notBool hasUpper(CS)"
K-0636	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	15	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyMethod(str(CS:IntSeq), ""isalpha"", .Vals) => notBool (CS ==K .IntSeq) andBool allAlpha(CS)"
K-0637	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	16	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyMethod(str(CS:IntSeq), ""isdigit"", .Vals) => notBool (CS ==K .IntSeq) andBool allDigit(CS)"
K-0638	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	19	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyMethod(str(CS:IntSeq), ""lower"", .Vals) => str(mapLower(CS))"
K-0639	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	20	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyMethod(str(CS:IntSeq), ""upper"", .Vals) => str(mapUpper(CS))"
K-0640	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	21	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyMethod(str(CS:IntSeq), ""swapcase"", .Vals) => str(mapSwap(CS))"
K-0641	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	26	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyMethod(str(SEP:IntSeq), ""join"", list(VS:ValSeq), .Vals) => str(joinCodes(SEP, VS))"
K-0642	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/methods.k	27	MPY-METHODS	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax IntSeq ::= joinCodes(IntSeq, ValSeq) [function, total]
K-0643	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	28	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule joinCodes(_:IntSeq, .ValSeq) => .IntSeq
K-0644	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	29	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule joinCodes(_:IntSeq, vCons(str(CS:IntSeq), .ValSeq)) => CS
K-0645	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	30	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule joinCodes(SEP:IntSeq, vCons(str(CS:IntSeq), vCons(V:Val, R:ValSeq))) => seqConcat(CS, seqConcat(SEP, joinCodes(SEP, vCons(V, R))))
K-0646	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	34	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyMethod(str(CS:IntSeq), ""count"", str(PC:IntSeq), .Vals) => cntSub(CS, PC)"
K-0647	syntax	syntax_declaration+function	/reference/reference-semantics/semantics/methods.k	35	MPY-METHODS	function	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Int ::= cntSub(IntSeq, IntSeq) [function]
K-0648	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	36	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule cntSub(.IntSeq, _:IntSeq) => 0
K-0649	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	37	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule cntSub(iCons(C:Int, R:IntSeq), PC:IntSeq) => 1 +Int cntSub(dropIS(iCons(C, R), isLen(PC)), PC) requires strPrefix(PC, iCons(C, R)) andBool isLen(PC) >Int 0
K-0650	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	39	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule cntSub(iCons(C:Int, R:IntSeq), PC:IntSeq) => cntSub(R, PC) requires notBool strPrefix(PC, iCons(C, R)) orBool isLen(PC) <=Int 0
K-0651	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/methods.k	41	MPY-METHODS	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax IntSeq ::= dropIS(IntSeq, Int) [function, total]
K-0652	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	42	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule dropIS(S:IntSeq, N:Int) => S requires N <=Int 0
K-0653	rule	owise_rule	/reference/reference-semantics/semantics/methods.k	43	MPY-METHODS	owise	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule dropIS(.IntSeq, _:Int) => .IntSeq [owise]
K-0654	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	44	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule dropIS(iCons(_:Int, R:IntSeq), N:Int) => dropIS(R, N -Int 1) requires N >Int 0
K-0655	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	47	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyMethod(str(CS:IntSeq), ""strip"", .Vals) => str(revIS(trimWS(revIS(trimWS(CS)))))"
K-0656	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/methods.k	48	MPY-METHODS	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax IntSeq ::= trimWS(IntSeq) [function, total]
K-0657	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	49	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule trimWS(.IntSeq) => .IntSeq
K-0658	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	50	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule trimWS(iCons(C:Int, R:IntSeq)) => trimWS(R) requires isWSC(C)
K-0659	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	51	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule trimWS(iCons(C:Int, R:IntSeq)) => iCons(C, R) requires notBool isWSC(C)
K-0660	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/methods.k	52	MPY-METHODS	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax IntSeq ::= revIS(IntSeq) [function, total] | revISAcc(IntSeq, IntSeq) [function, total]
K-0661	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	53	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule revIS(S:IntSeq) => revISAcc(S, .IntSeq)
K-0662	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	54	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule revISAcc(.IntSeq, A:IntSeq) => A
K-0663	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	55	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule revISAcc(iCons(C:Int, R:IntSeq), A:IntSeq) => revISAcc(R, iCons(C, A))
K-0664	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	58	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyMethod(str(CS:IntSeq), ""encode"", str(_:IntSeq), .Vals) => str(CS)"
K-0665	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	61	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyMethod(str(XC:IntSeq), ""startswith"", str(PC:IntSeq), .Vals) => startsWith(PC, XC)"
K-0666	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	64	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyMethod(list(VS:ValSeq), ""count"", V:Val, .Vals) => cntOccVS(VS, V)"
K-0667	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/methods.k	65	MPY-METHODS	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Int ::= cntOccVS(ValSeq, Val) [function, total]
K-0668	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	66	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule cntOccVS(.ValSeq, _:Val) => 0
K-0669	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	67	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule cntOccVS(vCons(A:Val, R:ValSeq), V:Val) => 1 +Int cntOccVS(R, V) requires A ==K V
K-0670	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	68	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule cntOccVS(vCons(A:Val, R:ValSeq), V:Val) => cntOccVS(R, V) requires notBool (A ==K V)
K-0671	rule	priority_rule	/reference/reference-semantics/semantics/methods.k	72	MPY-METHODS	priority	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), ""split"")), .Vals) => #alloc(list(splitWS(CS, .IntSeq, .ValSeq))) ... </k> [priority(40)]"
K-0672	syntax	syntax_declaration+function	/reference/reference-semantics/semantics/methods.k	75	MPY-METHODS	function	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax ValSeq ::= splitWS(IntSeq, IntSeq, ValSeq) [function]
K-0673	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	76	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule splitWS(.IntSeq, CUR:IntSeq, ACC:ValSeq) => flushTok(ACC, CUR)
K-0674	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	77	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule splitWS(iCons(C:Int, R:IntSeq), CUR:IntSeq, ACC:ValSeq) => splitWS(R, .IntSeq, flushTok(ACC, CUR)) requires isWSC(C)
K-0675	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	79	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule splitWS(iCons(C:Int, R:IntSeq), CUR:IntSeq, ACC:ValSeq) => splitWS(R, seqConcat(CUR, iCons(C, .IntSeq)), ACC) requires notBool isWSC(C)
K-0676	syntax	syntax_declaration+function	/reference/reference-semantics/semantics/methods.k	82	MPY-METHODS	function	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax ValSeq ::= flushTok(ValSeq, IntSeq) [function]
K-0677	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	83	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule flushTok(ACC:ValSeq, .IntSeq) => ACC
K-0678	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	84	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule flushTok(ACC:ValSeq, iCons(C:Int, T:IntSeq)) => valSeqConcat(ACC, vCons(str(iCons(C, T)), .ValSeq))
K-0679	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/methods.k	85	MPY-METHODS	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Bool ::= isWSC(Int) [function, total]
K-0680	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	86	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule isWSC(C:Int) => C ==Int 32 orBool C ==Int 9 orBool C ==Int 10 orBool C ==Int 13
K-0681	rule	priority_rule	/reference/reference-semantics/semantics/methods.k	89	MPY-METHODS	priority	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), ""split"")), (kwV(""sep"", str(S:IntSeq)), .Vals)) => #applyK(toCall(boundMethodV(str(CS), ""split"")), (str(S), .Vals)) ... </k> [priority(39)]"
K-0682	rule	priority_rule	/reference/reference-semantics/semantics/methods.k	94	MPY-METHODS	priority	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), ""split"")), (str(iCons(SEP:Int, .IntSeq)), .Vals)) => #alloc(list(splitSep(CS, SEP, .IntSeq))) ... </k> [priority(40)]"
K-0683	syntax	syntax_declaration+function	/reference/reference-semantics/semantics/methods.k	97	MPY-METHODS	function	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax ValSeq ::= splitSep(IntSeq, Int, IntSeq) [function]
K-0684	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	98	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule splitSep(.IntSeq, _SEP:Int, CUR:IntSeq) => vCons(str(CUR), .ValSeq)
K-0685	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	99	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule splitSep(iCons(C:Int, R:IntSeq), SEP:Int, CUR:IntSeq) => vCons(str(CUR), splitSep(R, SEP, .IntSeq)) requires C ==Int SEP
K-0686	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	101	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule splitSep(iCons(C:Int, R:IntSeq), SEP:Int, CUR:IntSeq) => splitSep(R, SEP, seqConcat(CUR, iCons(C, .IntSeq))) requires notBool (C ==Int SEP)
K-0687	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	104	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyMethod(str(CS:IntSeq), ""replace"", str(iCons(A:Int, .IntSeq)), str(iCons(B:Int, .IntSeq)), .Vals) => str(replaceC(CS, A, B))"
K-0688	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/methods.k	106	MPY-METHODS	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax IntSeq ::= replaceC(IntSeq, Int, Int) [function, total]
K-0689	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	107	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule replaceC(.IntSeq, _:Int, _:Int) => .IntSeq
K-0690	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	108	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule replaceC(iCons(C:Int, R:IntSeq), A:Int, B:Int) => iCons(B, replaceC(R, A, B)) requires C ==Int A
K-0691	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	109	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule replaceC(iCons(C:Int, R:IntSeq), A:Int, B:Int) => iCons(C, replaceC(R, A, B)) requires notBool (C ==Int A)
K-0692	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/methods.k	112	MPY-METHODS	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Bool ::= isUpperC(Int) [function, total]
K-0693	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	113	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule isUpperC(C:Int) => C >=Int 65 andBool C <=Int 90
K-0694	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/methods.k	115	MPY-METHODS	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Bool ::= isLowerC(Int) [function, total]
K-0695	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	116	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule isLowerC(C:Int) => C >=Int 97 andBool C <=Int 122
K-0696	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/methods.k	118	MPY-METHODS	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Bool ::= isAlphaC(Int) [function, total]
K-0697	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	119	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule isAlphaC(C:Int) => isUpperC(C) orBool isLowerC(C)
K-0698	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/methods.k	121	MPY-METHODS	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Bool ::= isDigitC(Int) [function, total]
K-0699	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	122	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule isDigitC(C:Int) => C >=Int 48 andBool C <=Int 57
K-0700	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/methods.k	124	MPY-METHODS	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Bool ::= hasUpper(IntSeq) [function, total]
K-0701	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	125	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule hasUpper(.IntSeq) => false
K-0702	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	126	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule hasUpper(iCons(C:Int, S:IntSeq)) => isUpperC(C) orBool hasUpper(S)
K-0703	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/methods.k	128	MPY-METHODS	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Bool ::= hasLower(IntSeq) [function, total]
K-0704	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	129	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule hasLower(.IntSeq) => false
K-0705	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	130	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule hasLower(iCons(C:Int, S:IntSeq)) => isLowerC(C) orBool hasLower(S)
K-0706	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/methods.k	132	MPY-METHODS	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Bool ::= allAlpha(IntSeq) [function, total]
K-0707	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	133	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule allAlpha(.IntSeq) => true
K-0708	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	134	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule allAlpha(iCons(C:Int, S:IntSeq)) => isAlphaC(C) andBool allAlpha(S)
K-0709	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/methods.k	136	MPY-METHODS	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Bool ::= allDigit(IntSeq) [function, total]
K-0710	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	137	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule allDigit(.IntSeq) => true
K-0711	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	138	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule allDigit(iCons(C:Int, S:IntSeq)) => isDigitC(C) andBool allDigit(S)
K-0712	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/methods.k	140	MPY-METHODS	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Int ::= lowerC(Int) [function, total]
K-0713	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	142	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule lowerC(C:Int) => C +Int 32 requires isUpperC(C)
K-0714	rule	owise_rule	/reference/reference-semantics/semantics/methods.k	143	MPY-METHODS	owise	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule lowerC(C:Int) => C [owise]
K-0715	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/methods.k	145	MPY-METHODS	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Int ::= upperC(Int) [function, total]
K-0716	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	146	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule upperC(C:Int) => C -Int 32 requires isLowerC(C)
K-0717	rule	owise_rule	/reference/reference-semantics/semantics/methods.k	147	MPY-METHODS	owise	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule upperC(C:Int) => C [owise]
K-0718	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/methods.k	149	MPY-METHODS	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Int ::= swapC(Int) [function, total]
K-0719	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	150	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule swapC(C:Int) => C +Int 32 requires isUpperC(C)
K-0720	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	151	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule swapC(C:Int) => C -Int 32 requires isLowerC(C)
K-0721	rule	owise_rule	/reference/reference-semantics/semantics/methods.k	152	MPY-METHODS	owise	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule swapC(C:Int) => C [owise]
K-0722	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/methods.k	154	MPY-METHODS	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax IntSeq ::= mapLower(IntSeq) [function, total]
K-0723	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	155	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule mapLower(.IntSeq) => .IntSeq
K-0724	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	156	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule mapLower(iCons(C:Int, S:IntSeq)) => iCons(lowerC(C), mapLower(S))
K-0725	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/methods.k	158	MPY-METHODS	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax IntSeq ::= mapUpper(IntSeq) [function, total]
K-0726	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	159	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule mapUpper(.IntSeq) => .IntSeq
K-0727	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	160	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule mapUpper(iCons(C:Int, S:IntSeq)) => iCons(upperC(C), mapUpper(S))
K-0728	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/methods.k	162	MPY-METHODS	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax IntSeq ::= mapSwap(IntSeq) [function, total]
K-0729	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	163	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule mapSwap(.IntSeq) => .IntSeq
K-0730	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	164	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule mapSwap(iCons(C:Int, S:IntSeq)) => iCons(swapC(C), mapSwap(S))
K-0731	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/methods.k	166	MPY-METHODS	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Bool ::= startsWith(IntSeq, IntSeq) [function, total]
K-0732	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	167	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule startsWith(.IntSeq, _:IntSeq) => true
K-0733	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	168	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule startsWith(iCons(_:Int, _:IntSeq), .IntSeq) => false
K-0734	rule	ordinary_rule	/reference/reference-semantics/semantics/methods.k	169	MPY-METHODS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule startsWith(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool startsWith(As, Bs)
