# Exhaustive local K declaration and rule inventory
# disposition meanings:
#   USED_PATH_REVIEWED: reached by the submitted Module or by the candidate Call claim
#   FIXED_UNUSED_NO_FALSE_WITNESS: supplied baseline declaration/rule not reached here;
#     no concrete or symbolic false-conclusion witness was found in this audit
#   LOCAL_CLAIM_REVIEWED: candidate reachability claim, reviewed separately for adequacy

## FILE semantics.k declarations=0
(no local syntax, rules, claims, contexts, or configuration)

## FILE semantics/assert.k declarations=3
semantics/assert.k:6 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> Assert(V:Val) => .K ... </k>
semantics/int.k:15 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyBin("%",  I1:Int, I2:Int) => pyMod(I1, I2)
semantics/int.k:16 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyBin("//", I1:Int, I2:Int) => (I1 -Int pyMod(I1, I2)) /Int I2
semantics/int.k:17 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyBin("**", I1:Int, I2:Int) => I1 ^Int I2 requires I2 >=Int 0
semantics/int.k:19 | kind=syntax | classes=syntax_declaration,function | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Int ::= pyMod(Int, Int) [function]
semantics/int.k:20 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule pyMod(I1:Int, I2:Int) => ((I1 %Int I2) +Int I2) %Int I2
semantics/int.k:22 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyCmp("<",  I1:Int, I2:Int)   => I1 <Int  I2
semantics/int.k:23 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyCmp("<=", I1:Int, I2:Int)   => I1 <=Int I2
semantics/int.k:24 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyCmp(">",  I1:Int, I2:Int)   => I1 >Int  I2
semantics/int.k:25 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyCmp(">=", I1:Int, I2:Int)   => I1 >=Int I2
semantics/int.k:26 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyCmp("==", I1:Int, I2:Int)   => I1 ==Int I2
semantics/int.k:27 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyCmp("!=", I1:Int, I2:Int)   => I1 =/=Int I2

## FILE semantics/iter.k declarations=1
semantics/iter.k:8 | kind=syntax | classes=syntax_declaration | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax KItem ::= #iterNext(Iterable) | "#iterDone" | #iterYield(Val, Iterable)

## FILE semantics/list.k declarations=32
semantics/list.k:9 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> #iterNext(list(.ValSeq))                => #iterDone ... </k>
semantics/list.k:10 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> #iterNext(list(vCons(V:Val, R:ValSeq))) => #iterYield(V, list(R)) ... </k>
semantics/list.k:13 | kind=syntax | classes=syntax_declaration | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax ApplyK ::= "toList"
semantics/list.k:14 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> ListExpr(ES:Exprs) => #evalArgs(ES, .Vals, toList) ... </k>
semantics/list.k:15 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> #applyK(toList, ACC:Vals) => #alloc(list(vals2valSeq(ACC))) ... </k>
semantics/list.k:18 | kind=syntax | classes=syntax_declaration,function,total | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax ValSeq ::= valSeqConcat(ValSeq, ValSeq) [function, total]
semantics/list.k:19 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule valSeqConcat(.ValSeq, T:ValSeq)                => T
semantics/list.k:20 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule valSeqConcat(vCons(V:Val, S:ValSeq), T:ValSeq) => vCons(V, valSeqConcat(S, T))
semantics/list.k:24 | kind=rule | classes=ordinary_semantic_rule,priority_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> BinOp("+", list(A:ValSeq), list(B:ValSeq)) => #alloc(list(valSeqConcat(A, B))) ... </k> [priority(45)]
semantics/list.k:27 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyCmp("==", list(A:ValSeq), list(B:ValSeq)) => A ==K B
semantics/list.k:28 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyCmp("!=", list(A:ValSeq), list(B:ValSeq)) => notBool (A ==K B)
semantics/list.k:33 | kind=syntax | classes=syntax_declaration,function,total | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Bool ::= hasRefVS(ValSeq) [function, total]
semantics/list.k:34 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule hasRefVS(.ValSeq)                => false
semantics/list.k:35 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule hasRefVS(vCons(V:Val, R:ValSeq)) => isRefV(V) orBool hasRefVS(R)
semantics/list.k:37 | kind=syntax | classes=syntax_declaration,function | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Bool ::= deepEqVS(ValSeq, ValSeq, Map) [function] | deepEqV(Val, Val, Map)        [function]
semantics/list.k:39 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule deepEqVS(.ValSeq, .ValSeq, _:Map)                   => true
semantics/list.k:40 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule deepEqVS(.ValSeq, vCons(_:Val, _:ValSeq), _:Map)    => false
semantics/list.k:41 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule deepEqVS(vCons(_:Val, _:ValSeq), .ValSeq, _:Map)    => false
semantics/list.k:42 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule deepEqVS(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq), HP:Map) => deepEqV(A, B, HP) andBool deepEqVS(As, Bs, HP)
semantics/list.k:45 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule deepEqV(ref(H:Int), B:Val, HP:Map) => deepEqV({HP[H]}:>Val, B, HP)
semantics/list.k:47 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule deepEqV(A:Val, ref(H:Int), HP:Map) => deepEqV(A, {HP[H]}:>Val, HP)
semantics/list.k:49 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule deepEqV(list(A:ValSeq), list(B:ValSeq), HP:Map) => deepEqVS(A, B, HP)
semantics/list.k:50 | kind=rule | classes=ordinary_semantic_rule,owise_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule deepEqV(A:Val, B:Val, _:Map) => A ==K B [owise]
semantics/list.k:53 | kind=rule | classes=ordinary_semantic_rule,priority_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "append")), (V:Val, .Vals)) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => valSeqConcat(VS, vCons(V, .ValSeq))) ... </heap> [priority(40)]
semantics/list.k:58 | kind=syntax | classes=syntax_declaration | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax KItem ::= #memberAcc(Val, Iterable) | #memberCont(Val) | "#notB"
semantics/list.k:59 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> Compare(LV:Val, CmpOp("in",     list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ... </k>
semantics/list.k:60 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> Compare(LV:Val, CmpOp("not in", list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ~> #notB ... </k>
semantics/list.k:61 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> #memberAcc(V:Val, IT:Iterable) => #iterNext(IT) ~> #memberCont(V) ... </k>
semantics/list.k:62 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> #iterDone ~> #memberCont(_V:Val) => false ... </k>
semantics/list.k:63 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> #iterYield(E:Val, _:Iterable) ~> #memberCont(V:Val) => true ... </k>
semantics/list.k:65 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> #iterYield(E:Val, R:Iterable) ~> #memberCont(V:Val) => #memberAcc(V, R) ... </k>
semantics/list.k:67 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> B:Bool ~> #notB => notBool B ... </k>

## FILE semantics/methods.k declarations=102
semantics/methods.k:10 | kind=syntax | classes=syntax_declaration,function | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Val ::= applyMethod(Val, String, Vals) [function]
semantics/methods.k:13 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyMethod(str(CS:IntSeq), "isupper", .Vals) => hasUpper(CS) andBool notBool hasLower(CS)
semantics/methods.k:14 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyMethod(str(CS:IntSeq), "islower", .Vals) => hasLower(CS) andBool notBool hasUpper(CS)
semantics/methods.k:15 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyMethod(str(CS:IntSeq), "isalpha", .Vals) => notBool (CS ==K .IntSeq) andBool allAlpha(CS)
semantics/methods.k:16 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyMethod(str(CS:IntSeq), "isdigit", .Vals) => notBool (CS ==K .IntSeq) andBool allDigit(CS)
semantics/methods.k:19 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyMethod(str(CS:IntSeq), "lower",    .Vals) => str(mapLower(CS))
semantics/methods.k:20 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyMethod(str(CS:IntSeq), "upper",    .Vals) => str(mapUpper(CS))
semantics/methods.k:21 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyMethod(str(CS:IntSeq), "swapcase", .Vals) => str(mapSwap(CS))
semantics/methods.k:26 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyMethod(str(SEP:IntSeq), "join", list(VS:ValSeq), .Vals) => str(joinCodes(SEP, VS))
semantics/methods.k:27 | kind=syntax | classes=syntax_declaration,function,total | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax IntSeq ::= joinCodes(IntSeq, ValSeq) [function, total]
semantics/methods.k:28 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule joinCodes(_:IntSeq, .ValSeq) => .IntSeq
semantics/methods.k:29 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule joinCodes(_:IntSeq, vCons(str(CS:IntSeq), .ValSeq)) => CS
semantics/methods.k:30 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule joinCodes(SEP:IntSeq, vCons(str(CS:IntSeq), vCons(V:Val, R:ValSeq))) => seqConcat(CS, seqConcat(SEP, joinCodes(SEP, vCons(V, R))))
semantics/methods.k:34 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyMethod(str(CS:IntSeq), "count", str(PC:IntSeq), .Vals) => cntSub(CS, PC)
semantics/methods.k:35 | kind=syntax | classes=syntax_declaration,function | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Int ::= cntSub(IntSeq, IntSeq) [function]
semantics/methods.k:36 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule cntSub(.IntSeq, _:IntSeq) => 0
semantics/methods.k:37 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule cntSub(iCons(C:Int, R:IntSeq), PC:IntSeq) => 1 +Int cntSub(dropIS(iCons(C, R), isLen(PC)), PC)
semantics/methods.k:39 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule cntSub(iCons(C:Int, R:IntSeq), PC:IntSeq) => cntSub(R, PC)
semantics/methods.k:41 | kind=syntax | classes=syntax_declaration,function,total | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax IntSeq ::= dropIS(IntSeq, Int) [function, total]
semantics/methods.k:42 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule dropIS(S:IntSeq, N:Int) => S requires N <=Int 0
semantics/methods.k:43 | kind=rule | classes=ordinary_semantic_rule,owise_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule dropIS(.IntSeq, _:Int) => .IntSeq [owise]
semantics/methods.k:44 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule dropIS(iCons(_:Int, R:IntSeq), N:Int) => dropIS(R, N -Int 1) requires N >Int 0
semantics/methods.k:47 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyMethod(str(CS:IntSeq), "strip", .Vals) => str(revIS(trimWS(revIS(trimWS(CS)))))
semantics/methods.k:48 | kind=syntax | classes=syntax_declaration,function,total | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax IntSeq ::= trimWS(IntSeq) [function, total]
semantics/methods.k:49 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule trimWS(.IntSeq) => .IntSeq
semantics/methods.k:50 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule trimWS(iCons(C:Int, R:IntSeq)) => trimWS(R) requires isWSC(C)
semantics/methods.k:51 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule trimWS(iCons(C:Int, R:IntSeq)) => iCons(C, R) requires notBool isWSC(C)
semantics/methods.k:52 | kind=syntax | classes=syntax_declaration,function,total | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax IntSeq ::= revIS(IntSeq) [function, total] | revISAcc(IntSeq, IntSeq) [function, total]
semantics/methods.k:53 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule revIS(S:IntSeq) => revISAcc(S, .IntSeq)
semantics/methods.k:54 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule revISAcc(.IntSeq, A:IntSeq) => A
semantics/methods.k:55 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule revISAcc(iCons(C:Int, R:IntSeq), A:IntSeq) => revISAcc(R, iCons(C, A))
semantics/methods.k:58 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyMethod(str(CS:IntSeq), "encode", str(_:IntSeq), .Vals) => str(CS)
semantics/methods.k:61 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyMethod(str(XC:IntSeq), "startswith", str(PC:IntSeq), .Vals) => startsWith(PC, XC)
semantics/methods.k:64 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyMethod(list(VS:ValSeq), "count", V:Val, .Vals) => cntOccVS(VS, V)
semantics/methods.k:65 | kind=syntax | classes=syntax_declaration,function,total | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Int ::= cntOccVS(ValSeq, Val) [function, total]
semantics/methods.k:66 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule cntOccVS(.ValSeq, _:Val)                => 0
semantics/methods.k:67 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule cntOccVS(vCons(A:Val, R:ValSeq), V:Val) => 1 +Int cntOccVS(R, V) requires A ==K V
semantics/methods.k:68 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule cntOccVS(vCons(A:Val, R:ValSeq), V:Val) => cntOccVS(R, V)        requires notBool (A ==K V)
semantics/methods.k:72 | kind=rule | classes=ordinary_semantic_rule,priority_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), .Vals) => #alloc(list(splitWS(CS, .IntSeq, .ValSeq))) ... </k> [priority(40)]
semantics/methods.k:75 | kind=syntax | classes=syntax_declaration,function | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax ValSeq ::= splitWS(IntSeq, IntSeq, ValSeq) [function]  // remaining, current token, result
semantics/methods.k:76 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule splitWS(.IntSeq, CUR:IntSeq, ACC:ValSeq) => flushTok(ACC, CUR)
semantics/methods.k:77 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule splitWS(iCons(C:Int, R:IntSeq), CUR:IntSeq, ACC:ValSeq) => splitWS(R, .IntSeq, flushTok(ACC, CUR))
semantics/methods.k:79 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule splitWS(iCons(C:Int, R:IntSeq), CUR:IntSeq, ACC:ValSeq) => splitWS(R, seqConcat(CUR, iCons(C, .IntSeq)), ACC)
semantics/methods.k:82 | kind=syntax | classes=syntax_declaration,function | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax ValSeq ::= flushTok(ValSeq, IntSeq) [function]
semantics/methods.k:83 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule flushTok(ACC:ValSeq, .IntSeq)            => ACC
semantics/methods.k:84 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule flushTok(ACC:ValSeq, iCons(C:Int, T:IntSeq)) => valSeqConcat(ACC, vCons(str(iCons(C, T)), .ValSeq))
semantics/methods.k:85 | kind=syntax | classes=syntax_declaration,function,total | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Bool ::= isWSC(Int) [function, total]
semantics/methods.k:86 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule isWSC(C:Int) => C ==Int 32 orBool C ==Int 9 orBool C ==Int 10 orBool C ==Int 13
semantics/methods.k:89 | kind=rule | classes=ordinary_semantic_rule,priority_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), (kwV("sep", str(S:IntSeq)), .Vals)) => #applyK(toCall(boundMethodV(str(CS), "split")), (str(S), .Vals)) ... </k> [priority(39)]
semantics/methods.k:94 | kind=rule | classes=ordinary_semantic_rule,priority_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), (str(iCons(SEP:Int, .IntSeq)), .Vals)) => #alloc(list(splitSep(CS, SEP, .IntSeq))) ... </k> [priority(40)]
semantics/methods.k:97 | kind=syntax | classes=syntax_declaration,function | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax ValSeq ::= splitSep(IntSeq, Int, IntSeq) [function]  // remaining, sep code, current token
semantics/methods.k:98 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule splitSep(.IntSeq, _SEP:Int, CUR:IntSeq)              => vCons(str(CUR), .ValSeq)
semantics/methods.k:99 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule splitSep(iCons(C:Int, R:IntSeq), SEP:Int, CUR:IntSeq) => vCons(str(CUR), splitSep(R, SEP, .IntSeq))
semantics/methods.k:101 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule splitSep(iCons(C:Int, R:IntSeq), SEP:Int, CUR:IntSeq) => splitSep(R, SEP, seqConcat(CUR, iCons(C, .IntSeq)))
semantics/methods.k:104 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyMethod(str(CS:IntSeq), "replace", str(iCons(A:Int, .IntSeq)), str(iCons(B:Int, .IntSeq)), .Vals) => str(replaceC(CS, A, B))
semantics/methods.k:106 | kind=syntax | classes=syntax_declaration,function,total | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax IntSeq ::= replaceC(IntSeq, Int, Int) [function, total]
semantics/methods.k:107 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule replaceC(.IntSeq, _:Int, _:Int)             => .IntSeq
semantics/methods.k:108 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule replaceC(iCons(C:Int, R:IntSeq), A:Int, B:Int) => iCons(B, replaceC(R, A, B)) requires C ==Int A
semantics/methods.k:109 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule replaceC(iCons(C:Int, R:IntSeq), A:Int, B:Int) => iCons(C, replaceC(R, A, B)) requires notBool (C ==Int A)
semantics/methods.k:112 | kind=syntax | classes=syntax_declaration,function,total | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Bool ::= isUpperC(Int) [function, total]
semantics/methods.k:113 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule isUpperC(C:Int) => C >=Int 65 andBool C <=Int 90
