source	line	kind	attributes	origin_review_class	declaration
reference-semantics/semantics.k	44	requires	-	SUPPLIED_BASE	requires "semantics/list.k"
reference-semantics/semantics.k	45	requires	-	SUPPLIED_BASE	requires "semantics/tuple.k"
reference-semantics/semantics.k	46	requires	-	SUPPLIED_BASE	requires "semantics/subscript.k"
reference-semantics/semantics.k	47	requires	-	SUPPLIED_BASE	requires "semantics/comprehension.k"
reference-semantics/semantics.k	48	requires	-	SUPPLIED_BASE	requires "semantics/methods.k"
reference-semantics/semantics.k	49	requires	-	SUPPLIED_BASE	requires "semantics/controls.k"
reference-semantics/semantics.k	50	requires	-	SUPPLIED_BASE	requires "semantics/functions.k"
reference-semantics/semantics.k	51	requires	-	SUPPLIED_BASE	requires "semantics/builtins.k"
reference-semantics/semantics.k	52	requires	-	SUPPLIED_BASE	requires "semantics/call.k"
reference-semantics/semantics.k	53	requires	-	SUPPLIED_BASE	requires "semantics/sort.k"
reference-semantics/semantics.k	54	requires	-	SUPPLIED_BASE	requires "semantics/assert.k"
reference-semantics/semantics.k	55	requires	-	SUPPLIED_BASE	requires "semantics/dict.k"
reference-semantics/semantics.k	56	requires	concrete	SUPPLIED_BASE	requires "semantics/concrete.k"
reference-semantics/semantics.k	58	module	-	SUPPLIED_BASE	module MPY
reference-semantics/semantics.k	59	imports	-	SUPPLIED_BASE	imports MPY-CORE
reference-semantics/semantics.k	60	imports	-	SUPPLIED_BASE	imports MPY-ITER
reference-semantics/semantics.k	61	imports	-	SUPPLIED_BASE	imports MPY-RANGE
reference-semantics/semantics.k	62	imports	-	SUPPLIED_BASE	imports MPY-OPERATORS
reference-semantics/semantics.k	63	imports	-	SUPPLIED_BASE	imports MPY-INT
reference-semantics/semantics.k	64	imports	-	SUPPLIED_BASE	imports MPY-BOOL
reference-semantics/semantics.k	65	imports	-	SUPPLIED_BASE	imports MPY-FLOAT
reference-semantics/semantics.k	66	imports	-	SUPPLIED_BASE	imports MPY-STR
reference-semantics/semantics.k	67	imports	-	SUPPLIED_BASE	imports MPY-SET
reference-semantics/semantics.k	68	imports	-	SUPPLIED_BASE	imports MPY-LIST
reference-semantics/semantics.k	69	imports	-	SUPPLIED_BASE	imports MPY-TUPLE
reference-semantics/semantics.k	70	imports	-	SUPPLIED_BASE	imports MPY-SUBSCRIPT
reference-semantics/semantics.k	71	imports	-	SUPPLIED_BASE	imports MPY-COMPREHENSION
reference-semantics/semantics.k	72	imports	-	SUPPLIED_BASE	imports MPY-METHODS
reference-semantics/semantics.k	73	imports	-	SUPPLIED_BASE	imports MPY-CONTROLS
reference-semantics/semantics.k	74	imports	-	SUPPLIED_BASE	imports MPY-FUNCTIONS
reference-semantics/semantics.k	75	imports	-	SUPPLIED_BASE	imports MPY-BUILTINS
reference-semantics/semantics.k	76	imports	-	SUPPLIED_BASE	imports MPY-CALL
reference-semantics/semantics.k	77	imports	-	SUPPLIED_BASE	imports MPY-SORT
reference-semantics/semantics.k	78	imports	-	SUPPLIED_BASE	imports MPY-ASSERT
reference-semantics/semantics.k	79	imports	-	SUPPLIED_BASE	imports MPY-DICT
reference-semantics/semantics.k	80	endmodule	-	SUPPLIED_BASE	endmodule
reference-semantics/semantics.k	87	module	-	SUPPLIED_BASE	module MPY-KRUN
reference-semantics/semantics.k	88	imports	-	SUPPLIED_BASE	imports MPY
reference-semantics/semantics.k	89	imports	-	SUPPLIED_BASE	imports MPY-CONCRETE
reference-semantics/semantics.k	90	endmodule	-	SUPPLIED_BASE	endmodule
audit-identity-spec.k	1	requires	-	CLAIM_OR_TEST_ARTIFACT	requires "verification.k"
audit-identity-spec.k	3	module	-	CLAIM_OR_TEST_ARTIFACT	module IDENTITY-SPEC
audit-identity-spec.k	4	imports	-	CLAIM_OR_TEST_ARTIFACT	imports VERIFICATION
audit-identity-spec.k	6	claim	-	CLAIM_OR_TEST_ARTIFACT	claim [translated-program-identity]: <k> #loadAll(Module( FuncDef("even_odd_count", Params("num"), Expr( Str("Return the counts of even and odd decimal digits in num.")) Assign(Name("num"), Call(Name("abs"), Name("num"))) Assign(Name("even"), Int(0)) Assign(Name("odd"), Int(0)) If(Compare(Name("num"), CmpOp("==", Int(0))), Return(TupleExpr(Int(1), Int(0))), .Stmts) While(Compare(Name("num"), CmpOp(">", Int(0))), Assign( Name("even"), BinOp( "-", BinOp("+", Name("even"), Int(1)), BinOp("%", Name("num"), Int(2)))) Assign( Name("odd"), BinOp("+", Name("odd"), BinOp("%", Name("num"), Int(2)))) Assign(Name("num"), BinOp("//", Name("num"), Int(10)))) Return(TupleExpr(Name("even"), Name("odd")))))) => .K </k> <env> 0 </env> <scopes> -1 |-> builtinsScope 0 |-> scope(.Map => "even_odd_count" |-> evenOddClosure, parent(-1)) </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map </heap> <heapLoc> 0 </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code> 0 </exit-code>
audit-identity-spec.k	40	endmodule	-	CLAIM_OR_TEST_ARTIFACT	endmodule
body-mutation-spec.k	1	requires	-	CLAIM_OR_TEST_ARTIFACT	requires "verification-with-lemma.k"
body-mutation-spec.k	3	module	-	CLAIM_OR_TEST_ARTIFACT	module BODY-MUTATION-SPEC
body-mutation-spec.k	4	imports	-	CLAIM_OR_TEST_ARTIFACT	imports VERIFICATION-WITH-LEMMA
body-mutation-spec.k	6	claim	-	CLAIM_OR_TEST_ARTIFACT	claim [mutated-body-rejected]: <k> #loadAll(Module( FuncDef("even_odd_count", Params("num"), Expr( Str("Return the counts of even and odd decimal digits in num.")) Assign(Name("num"), Call(Name("abs"), Name("num"))) Assign(Name("even"), Int(0)) Assign(Name("odd"), Int(0)) If(Compare(Name("num"), CmpOp("==", Int(0))), Return(TupleExpr(Int(1), Int(0))), .Stmts) While(Compare(Name("num"), CmpOp(">", Int(0))), Assign( Name("even"), BinOp("+", Name("even"), BinOp("%", Name("num"), Int(2)))) Assign( Name("odd"), BinOp("+", Name("odd"), BinOp("%", Name("num"), Int(2)))) Assign(Name("num"), BinOp("//", Name("num"), Int(10)))) Return(TupleExpr(Name("even"), Name("odd")))))) ~> Call(Name("even_odd_count"), Int(2)) => tuple(vCons(1, vCons(0, .ValSeq))) </k> <env> 0 </env> <scopes> -1 |-> builtinsScope 0 |-> scope(.Map => ?M:Map, parent(-1)) </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map </heap> <heapLoc> 0 </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code> 0 </exit-code>
body-mutation-spec.k	40	endmodule	-	CLAIM_OR_TEST_ARTIFACT	endmodule
context-spec.k	1	requires	-	CLAIM_OR_TEST_ARTIFACT	requires "verification-with-lemma.k"
context-spec.k	3	module	-	CLAIM_OR_TEST_ARTIFACT	module CONTEXT-SPEC
context-spec.k	4	imports	-	CLAIM_OR_TEST_ARTIFACT	imports VERIFICATION-WITH-LEMMA
context-spec.k	8	claim	-	CLAIM_OR_TEST_ARTIFACT	claim [caller-continuation]: <k> Expr(Call(Name("even_odd_count"), Int(12))) ~> Int(7) => 7 </k> <env> 0 </env> <scopes> -1 |-> builtinsScope 0 |-> scope("even_odd_count" |-> evenOddClosure, parent(-1)) </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map </heap> <heapLoc> 0 </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code> 0 </exit-code>
context-spec.k	24	endmodule	-	CLAIM_OR_TEST_ARTIFACT	endmodule
identity-spec.k	1	requires	-	CLAIM_OR_TEST_ARTIFACT	requires "verification.k"
identity-spec.k	3	module	-	CLAIM_OR_TEST_ARTIFACT	module IDENTITY-SPEC
identity-spec.k	4	imports	-	CLAIM_OR_TEST_ARTIFACT	imports VERIFICATION
identity-spec.k	6	claim	-	CLAIM_OR_TEST_ARTIFACT	claim [translated-program-identity]: <k> #loadAll(Module( FuncDef("even_odd_count", Params("num"), Expr( Str("Return the counts of even and odd decimal digits in num.")) Assign(Name("num"), Call(Name("abs"), Name("num"))) Assign(Name("even"), Int(0)) Assign(Name("odd"), Int(0)) If(Compare(Name("num"), CmpOp("==", Int(0))), Return(TupleExpr(Int(1), Int(0))), .Stmts) While(Compare(Name("num"), CmpOp(">", Int(0))), Assign( Name("even"), BinOp( "-", BinOp("+", Name("even"), Int(1)), BinOp("%", Name("num"), Int(2)))) Assign( Name("odd"), BinOp("+", Name("odd"), BinOp("%", Name("num"), Int(2)))) Assign(Name("num"), BinOp("//", Name("num"), Int(10)))) Return(TupleExpr(Name("even"), Name("odd")))))) => .K </k> <env> 0 </env> <scopes> -1 |-> builtinsScope 0 |-> scope(.Map => "even_odd_count" |-> evenOddClosure, parent(-1)) </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map </heap> <heapLoc> 0 </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code> 0 </exit-code>
identity-spec.k	40	endmodule	-	CLAIM_OR_TEST_ARTIFACT	endmodule
spec-vacuity.k	1	requires	-	CLAIM_OR_TEST_ARTIFACT	requires "verification-with-lemma.k"
spec-vacuity.k	3	module	-	CLAIM_OR_TEST_ARTIFACT	module SPEC-VACUITY
spec-vacuity.k	4	imports	-	CLAIM_OR_TEST_ARTIFACT	imports VERIFICATION-WITH-LEMMA
spec-vacuity.k	7	claim	-	CLAIM_OR_TEST_ARTIFACT	claim [false-postcondition]: <k> Call(Name("even_odd_count"), N:Int) => tuple(vCons(?ER:Int, vCons(?OR:Int, .ValSeq))) </k> <env> 0 </env> <scopes> -1 |-> builtinsScope 0 |-> scope("even_odd_count" |-> evenOddClosure, parent(-1)) </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map </heap> <heapLoc> 0 </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code> 0 </exit-code> ensures ?ER ==Int decEven(N) +Int 1 andBool ?OR ==Int decOdd(N)
spec-vacuity.k	25	endmodule	-	CLAIM_OR_TEST_ARTIFACT	endmodule
spec.k	1	requires	-	CLAIM_OR_TEST_ARTIFACT	requires "verification.k"
spec.k	2	requires	-	CLAIM_OR_TEST_ARTIFACT	requires "verification-with-lemma.k"
spec.k	4	module	-	CLAIM_OR_TEST_ARTIFACT	module LOOP-PROOF
spec.k	5	imports	-	CLAIM_OR_TEST_ARTIFACT	imports VERIFICATION
spec.k	9	claim	-	CLAIM_OR_TEST_ARTIFACT	claim [loop-tail]: <k> #while(Compare(Name("num"), CmpOp(">", Int(0))), Assign(Name("even"), BinOp("-", BinOp("+", Name("even"), Int(1)), BinOp("%", Name("num"), Int(2)))) Assign(Name("odd"), BinOp("+", Name("odd"), BinOp("%", Name("num"), Int(2)))) Assign(Name("num"), BinOp("//", Name("num"), Int(10))) .Stmts) ~> (Return(TupleExpr(Name("even"), Name("odd"))) .Stmts) ~> #endcall => tuple(vCons(?ER:Int, vCons(?OR:Int, .ValSeq))) ~> CONT </k> <env> 1 => 0 </env> <scopes> -1 |-> B:Scope 0 |-> scope("even_odd_count" |-> C:Val, parent(-1)) 1 |-> scope("num"  |-> N "even" |-> E "odd"  |-> O, parent(0)) => -1 |-> B 0 |-> scope("even_odd_count" |-> C, parent(-1)) </scopes> <scopeLoc> 2 => 1 </scopeLoc> <heap> .Map </heap> <heapLoc> 0 </heapLoc> <stack> ListItem(frame(CONT, 0, 1)) => .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code> 0 </exit-code> requires N >=Int 0 ensures ?ER ==Int E +Int evenPos(N) andBool ?OR ==Int O +Int oddPos(N)
spec.k	45	endmodule	-	CLAIM_OR_TEST_ARTIFACT	endmodule
spec.k	47	module	-	CLAIM_OR_TEST_ARTIFACT	module SPEC
spec.k	48	imports	-	CLAIM_OR_TEST_ARTIFACT	imports VERIFICATION-WITH-LEMMA
spec.k	52	claim	-	CLAIM_OR_TEST_ARTIFACT	claim [even-odd-count]: <k> Call(Name("even_odd_count"), N:Int) => tuple(vCons(?ER:Int, vCons(?OR:Int, .ValSeq))) </k> <env> 0 </env> <scopes> -1 |-> builtinsScope 0 |-> scope("even_odd_count" |-> evenOddClosure, parent(-1)) </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map </heap> <heapLoc> 0 </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code> 0 </exit-code> ensures ?ER ==Int decEven(N) andBool ?OR ==Int decOdd(N)
spec.k	70	endmodule	-	CLAIM_OR_TEST_ARTIFACT	endmodule
verification-with-lemma.k	1	requires	-	PROOF_OPERATIONAL_BRIDGE	requires "verification.k"
verification-with-lemma.k	3	module	-	PROOF_OPERATIONAL_BRIDGE	module VERIFICATION-WITH-LEMMA
verification-with-lemma.k	4	imports	-	PROOF_OPERATIONAL_BRIDGE	imports VERIFICATION
verification-with-lemma.k	8	rule	priority	PROOF_OPERATIONAL_BRIDGE	rule <k> #while(Compare(Name("num"), CmpOp(">", Int(0))), Assign(Name("even"), BinOp("-", BinOp("+", Name("even"), Int(1)), BinOp("%", Name("num"), Int(2)))) Assign(Name("odd"), BinOp("+", Name("odd"), BinOp("%", Name("num"), Int(2)))) Assign(Name("num"), BinOp("//", Name("num"), Int(10))) .Stmts) ~> (Return(TupleExpr(Name("even"), Name("odd"))) .Stmts) ~> #endcall => tuple(vCons(E +Int evenPos(N), vCons(O +Int oddPos(N), .ValSeq))) ~> CONT </k> <env> 1 => 0 </env> <scopes> -1 |-> B:Scope 0 |-> scope("even_odd_count" |-> C:Val, parent(-1)) 1 |-> scope("num"  |-> N "even" |-> E "odd"  |-> O, parent(0)) => -1 |-> B 0 |-> scope("even_odd_count" |-> C, parent(-1)) </scopes> <scopeLoc> 2 => 1 </scopeLoc> <heap> .Map </heap> <heapLoc> 0 </heapLoc> <stack> ListItem(frame(CONT, 0, 1)) => .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code> 0 </exit-code> requires N >=Int 0 [priority(40)]
verification-with-lemma.k	44	endmodule	-	PROOF_OPERATIONAL_BRIDGE	endmodule
verification.k	1	requires	-	PROOF_LOCAL_THEORY	requires "reference-semantics/semantics.k"
verification.k	3	module	-	PROOF_LOCAL_THEORY	module VERIFICATION
verification.k	4	imports	-	PROOF_LOCAL_THEORY	imports MPY
verification.k	7	syntax	function,total	PROOF_LOCAL_THEORY	syntax Stmts ::= "evenOddBody" [function, total]
verification.k	8	rule	-	PROOF_LOCAL_THEORY	rule evenOddBody => Expr(Str("Return the counts of even and odd decimal digits in num.")) Assign(Name("num"), Call(Name("abs"), Name("num"))) Assign(Name("even"), Int(0)) Assign(Name("odd"), Int(0)) If(Compare(Name("num"), CmpOp("==", Int(0))), Return(TupleExpr(Int(1), Int(0))) .Stmts, .Stmts) While(Compare(Name("num"), CmpOp(">", Int(0))), Assign(Name("even"), BinOp("-", BinOp("+", Name("even"), Int(1)), BinOp("%", Name("num"), Int(2)))) Assign(Name("odd"), BinOp("+", Name("odd"), BinOp("%", Name("num"), Int(2)))) Assign(Name("num"), BinOp("//", Name("num"), Int(10))) .Stmts) Return(TupleExpr(Name("even"), Name("odd"))) .Stmts
verification.k	28	syntax	function,total	PROOF_LOCAL_THEORY	syntax Val ::= "evenOddClosure" [function, total]
verification.k	29	rule	-	PROOF_LOCAL_THEORY	rule evenOddClosure => closureVal("num", evenOddBody, 0)
verification.k	34	syntax	function,total,no-evaluators	PROOF_LOCAL_THEORY	syntax Int ::= evenPos(Int) [function, total, no-evaluators] | oddPos(Int)  [function, total, no-evaluators] | decEven(Int) [function, total] | decOdd(Int)  [function, total]
verification.k	39	rule	-	PROOF_LOCAL_THEORY	rule evenPos(0) => 0
verification.k	40	rule	-	PROOF_LOCAL_THEORY	rule oddPos(0)  => 0
verification.k	41	rule	simplification	PROOF_LOCAL_THEORY	rule evenPos(N) => 0 requires N ==Int 0 [simplification]
verification.k	42	rule	simplification	PROOF_LOCAL_THEORY	rule oddPos(N)  => 0 requires N ==Int 0 [simplification]
verification.k	45	rule	-	PROOF_LOCAL_THEORY	rule evenPos(N) => evenPos(0 -Int N) requires N <Int 0
verification.k	46	rule	-	PROOF_LOCAL_THEORY	rule oddPos(N)  => oddPos(0 -Int N)  requires N <Int 0
verification.k	48	rule	-	PROOF_LOCAL_THEORY	rule decEven(0) => 1
verification.k	49	rule	-	PROOF_LOCAL_THEORY	rule decEven(N) => evenPos(N)        requires N >Int 0
verification.k	50	rule	-	PROOF_LOCAL_THEORY	rule decEven(N) => evenPos(0 -Int N) requires N <Int 0
verification.k	52	rule	-	PROOF_LOCAL_THEORY	rule decOdd(0) => 0
verification.k	53	rule	-	PROOF_LOCAL_THEORY	rule decOdd(N) => oddPos(N)        requires N >Int 0
verification.k	54	rule	-	PROOF_LOCAL_THEORY	rule decOdd(N) => oddPos(0 -Int N) requires N <Int 0
verification.k	57	rule	simplification	PROOF_LOCAL_THEORY	rule { 1 #Equals decEven(N) } => #Top requires absInt(N) ==Int 0 [simplification]
verification.k	60	rule	simplification	PROOF_LOCAL_THEORY	rule { 0 #Equals decOdd(N) } => #Top requires absInt(N) ==Int 0 [simplification]
verification.k	63	rule	simplification	PROOF_LOCAL_THEORY	rule { evenPos(absInt(N)) #Equals decEven(N) } => #Top requires absInt(N) >Int 0 [simplification]
verification.k	66	rule	simplification	PROOF_LOCAL_THEORY	rule { decEven(N) #Equals evenPos(absInt(N)) } => #Top requires absInt(N) >Int 0 [simplification]
verification.k	69	rule	simplification	PROOF_LOCAL_THEORY	rule { oddPos(absInt(N)) #Equals decOdd(N) } => #Top requires absInt(N) >Int 0 [simplification]
verification.k	72	rule	simplification	PROOF_LOCAL_THEORY	rule { decOdd(N) #Equals oddPos(absInt(N)) } => #Top requires absInt(N) >Int 0 [simplification]
verification.k	78	rule	simplification	PROOF_LOCAL_THEORY	rule { E +Int evenPos(N) #Equals (E +Int 1 -Int ((N %Int 2 +Int 2) %Int 2)) +Int evenPos((N -Int ((N %Int 10 +Int 10) %Int 10)) /Int 10) } => #Top requires N >Int 0 [simplification]
verification.k	84	rule	simplification	PROOF_LOCAL_THEORY	rule { (E +Int 1 -Int ((N %Int 2 +Int 2) %Int 2)) +Int evenPos((N -Int ((N %Int 10 +Int 10) %Int 10)) /Int 10) #Equals E +Int evenPos(N) } => #Top requires N >Int 0 [simplification]
verification.k	90	rule	simplification	PROOF_LOCAL_THEORY	rule { O +Int oddPos(N) #Equals (O +Int ((N %Int 2 +Int 2) %Int 2)) +Int oddPos((N -Int ((N %Int 10 +Int 10) %Int 10)) /Int 10) } => #Top requires N >Int 0 [simplification]
verification.k	96	rule	simplification	PROOF_LOCAL_THEORY	rule { (O +Int ((N %Int 2 +Int 2) %Int 2)) +Int oddPos((N -Int ((N %Int 10 +Int 10) %Int 10)) /Int 10) #Equals O +Int oddPos(N) } => #Top requires N >Int 0 [simplification]
verification.k	102	endmodule	-	PROOF_LOCAL_THEORY	endmodule
# sources=32
# records=1158
# kind_counts={'claim': 7, 'configuration': 1, 'context': 5, 'endmodule': 34, 'imports': 95, 'module': 34, 'requires': 32, 'rule': 720, 'syntax': 230}
# attribute_counts={'concrete': 36, 'function': 149, 'macro': 3, 'macro-rec': 1, 'no-evaluators': 23, 'owise': 26, 'priority': 46, 'seqstrict': 1, 'simplification': 12, 'strict': 2, 'symbol': 25, 'total': 110}
