file	line	kind	class	attributes	text	on_solution_execution_slice	disposition	audit_rationale
reference-semantics/semantics/int.k	14	rule	equational		"rule applyBin(""*"",  I1:Int, I2:Int) => I1 *Int I2"	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/int.k	15	rule	equational		"rule applyBin(""%"",  I1:Int, I2:Int) => pyMod(I1, I2)"	true	SOUND_FIXED_RULE_ON_EXECUTION_SLICE	Byte-identical supplied-semantics rule; inspected in the load/call/binding/loop/operator/return execution slice and consistent with its selected MPY semantics role.
reference-semantics/semantics/int.k	16	rule	equational		"rule applyBin(""//"", I1:Int, I2:Int) => (I1 -Int pyMod(I1, I2)) /Int I2"	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/int.k	17	rule	equational		"rule applyBin(""**"", I1:Int, I2:Int) => I1 ^Int I2 requires I2 >=Int 0"	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/int.k	19	syntax	declaration	function	syntax Int ::= pyMod(Int, Int) [function]	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/int.k	20	rule	equational		rule pyMod(I1:Int, I2:Int) => ((I1 %Int I2) +Int I2) %Int I2	true	SOUND_FIXED_RULE_ON_EXECUTION_SLICE	Byte-identical supplied-semantics rule; inspected in the load/call/binding/loop/operator/return execution slice and consistent with its selected MPY semantics role.
reference-semantics/semantics/int.k	22	rule	equational		"rule applyCmp(""<"",  I1:Int, I2:Int)   => I1 <Int  I2"	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/int.k	23	rule	equational		"rule applyCmp(""<="", I1:Int, I2:Int)   => I1 <=Int I2"	true	SOUND_FIXED_RULE_ON_EXECUTION_SLICE	Byte-identical supplied-semantics rule; inspected in the load/call/binding/loop/operator/return execution slice and consistent with its selected MPY semantics role.
reference-semantics/semantics/int.k	24	rule	equational		"rule applyCmp("">"",  I1:Int, I2:Int)   => I1 >Int  I2"	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/int.k	25	rule	equational		"rule applyCmp("">="", I1:Int, I2:Int)   => I1 >=Int I2"	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/int.k	26	rule	equational		"rule applyCmp(""=="", I1:Int, I2:Int)   => I1 ==Int I2"	true	SOUND_FIXED_RULE_ON_EXECUTION_SLICE	Byte-identical supplied-semantics rule; inspected in the load/call/binding/loop/operator/return execution slice and consistent with its selected MPY semantics role.
reference-semantics/semantics/int.k	27	rule	equational		"rule applyCmp(""!="", I1:Int, I2:Int)   => I1 =/=Int I2"	true	SOUND_FIXED_RULE_ON_EXECUTION_SLICE	Byte-identical supplied-semantics rule; inspected in the load/call/binding/loop/operator/return execution slice and consistent with its selected MPY semantics role.
reference-semantics/semantics/int.k	28	endmodule			endmodule	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/iter.k	6	module			module MPY-ITER	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/iter.k	7	imports			imports MPY-CORE	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/iter.k	8	syntax	declaration		"syntax KItem ::= #iterNext(Iterable) | ""#iterDone"" | #iterYield(Val, Iterable)"	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/iter.k	9	endmodule			endmodule	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/list.k	3	module			module MPY-LIST	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/list.k	4	imports			imports MPY-CORE	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/list.k	5	imports			imports MPY-ITER	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/list.k	6	imports			imports MPY-OPERATORS	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/list.k	9	rule	operational		rule <k> #iterNext(list(.ValSeq))                => #iterDone ... </k>	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/list.k	10	rule	operational		rule <k> #iterNext(list(vCons(V:Val, R:ValSeq))) => #iterYield(V, list(R)) ... </k>	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/list.k	13	syntax	declaration		"syntax ApplyK ::= ""toList"""	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/list.k	14	rule	operational		rule <k> ListExpr(ES:Exprs) => #evalArgs(ES, .Vals, toList) ... </k>	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/list.k	15	rule	operational		rule <k> #applyK(toList, ACC:Vals) => #alloc(list(vals2valSeq(ACC))) ... </k>	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/list.k	18	syntax	declaration	function,total	syntax ValSeq ::= valSeqConcat(ValSeq, ValSeq) [function, total]	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/list.k	19	rule	equational		rule valSeqConcat(.ValSeq, T:ValSeq)                => T	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/list.k	20	rule	equational		rule valSeqConcat(vCons(V:Val, S:ValSeq), T:ValSeq) => vCons(V, valSeqConcat(S, T))	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/list.k	24	rule	operational	priority	"rule <k> BinOp(""+"", list(A:ValSeq), list(B:ValSeq)) => #alloc(list(valSeqConcat(A, B))) ... </k> [priority(45)]"	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/list.k	27	rule	equational		"rule applyCmp(""=="", list(A:ValSeq), list(B:ValSeq)) => A ==K B"	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/list.k	28	rule	equational		"rule applyCmp(""!="", list(A:ValSeq), list(B:ValSeq)) => notBool (A ==K B)"	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/list.k	33	syntax	declaration	function,total	syntax Bool ::= hasRefVS(ValSeq) [function, total]	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/list.k	34	rule	equational		rule hasRefVS(.ValSeq)                => false	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/list.k	35	rule	equational		rule hasRefVS(vCons(V:Val, R:ValSeq)) => isRefV(V) orBool hasRefVS(R)	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/list.k	37	syntax	declaration	function	syntax Bool ::= deepEqVS(ValSeq, ValSeq, Map) [function] | deepEqV(Val, Val, Map)        [function]	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/list.k	39	rule	equational		rule deepEqVS(.ValSeq, .ValSeq, _:Map)                   => true	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/list.k	40	rule	equational		rule deepEqVS(.ValSeq, vCons(_:Val, _:ValSeq), _:Map)    => false	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/list.k	41	rule	equational		rule deepEqVS(vCons(_:Val, _:ValSeq), .ValSeq, _:Map)    => false	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/list.k	42	rule	equational		rule deepEqVS(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq), HP:Map) => deepEqV(A, B, HP) andBool deepEqVS(As, Bs, HP)	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/list.k	45	rule	equational		rule deepEqV(ref(H:Int), B:Val, HP:Map) => deepEqV({HP[H]}:>Val, B, HP) requires H in_keys(HP)	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/list.k	47	rule	equational		rule deepEqV(A:Val, ref(H:Int), HP:Map) => deepEqV(A, {HP[H]}:>Val, HP) requires notBool isRefV(A) andBool H in_keys(HP)	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/list.k	49	rule	equational		rule deepEqV(list(A:ValSeq), list(B:ValSeq), HP:Map) => deepEqVS(A, B, HP)	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/list.k	50	rule	equational	owise	rule deepEqV(A:Val, B:Val, _:Map) => A ==K B [owise]	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/list.k	53	rule	operational	priority	"rule <k> #applyK(toCall(boundMethodV(ref(H:Int), ""append"")), (V:Val, .Vals)) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => valSeqConcat(VS, vCons(V, .ValSeq))) ... </heap> [priority(40)]"	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/list.k	58	syntax	declaration		"syntax KItem ::= #memberAcc(Val, Iterable) | #memberCont(Val) | ""#notB"""	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/list.k	59	rule	operational		"rule <k> Compare(LV:Val, CmpOp(""in"",     list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ... </k>"	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
