Script started on 2026-07-26 16:04:12-05:00 [<not executed on terminal>]
+ python3 /audit-output/evidence/rule_inventory.py
# Exhaustive K declaration and rule inventory

Sources: trusted supplied semantics tree, candidate verification.k, candidate spec.k.
files=26 records=931
kind_counts=claim:1,configuration:1,context:5,rule:696,syntax:228

| ID | source | kind | attributes | proof-slice assessment | declaration/rule |
| 897 | `semantics/syntax.k:41` | syntax | strictness | UNUSED/INERT for submitted proof term | `syntax Stmt ::= "Assign" "(" Expr "," Expr ")" [strict(2)] &#124; "Import" "(" String ")" &#124; "ImportFrom" "(" String "," ParamNames ")" &#124; "AugAssign" "(" Expr "," String "," Expr ")" [strict(3)] &#124; "For" "(" Expr "," Expr "," Stmts ")" [strict(2)] &#124; "While" "(" Expr "," Stmts ")" &#124; "Break" &#124; "Continue" &#124; "If" "(" Expr "," Stmts "," Stmts ")" [strict(1)] &#124; "Return" "(" Expr ")" [strict] &#124; "Assert" "(" Expr ")" [strict] &#124; "Expr" "(" Expr ")" [strict] &#124; "FuncDef" "(" String "," Params "," Stmts ")" &#124; "FuncDef" "(" String "," Params "," CellVars "," FreeVars "," Stmts ")"` |
| 898 | `semantics/syntax.k:56` | syntax | - | UNUSED/INERT for submitted proof term | `syntax Stmts ::= List{Stmt, ""}` |
| 899 | `semantics/syntax.k:57` | syntax | - | UNUSED/INERT for submitted proof term | `syntax Params ::= "Params" "(" ParamNames ")"` |
| 900 | `semantics/syntax.k:58` | syntax | - | UNUSED/INERT for submitted proof term | `syntax CellVars ::= "CellVars" "(" ParamNames ")"` |
| 901 | `semantics/syntax.k:59` | syntax | - | UNUSED/INERT for submitted proof term | `syntax FreeVars ::= "FreeVars" "(" ParamNames ")"` |
| 902 | `semantics/syntax.k:60` | syntax | - | UNUSED/INERT for submitted proof term | `syntax ParamNames ::= List{String, ","}` |
| 903 | `semantics/syntax.k:61` | syntax | - | UNUSED/INERT for submitted proof term | `syntax Module ::= "Module" "(" Stmts ")"` |
| 904 | `semantics/tuple.k:10` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> #iterNext(tuple(.ValSeq)) => #iterDone ... </k>` |
| 905 | `semantics/tuple.k:11` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> #iterNext(tuple(vCons(V:Val, R:ValSeq))) => #iterYield(V, tuple(R)) ... </k>` |
| 906 | `semantics/tuple.k:14` | syntax | - | UNUSED/INERT for submitted proof term | `syntax ApplyK ::= "toTuple"` |
| 907 | `semantics/tuple.k:15` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> TupleExpr(ES:Exprs) => #evalArgs(ES, .Vals, toTuple) ... </k>` |
| 908 | `semantics/tuple.k:16` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> #applyK(toTuple, ACC:Vals) => tuple(vals2valSeq(ACC)) ... </k>` |
| 909 | `semantics/tuple.k:18` | rule | - | UNUSED/INERT for submitted proof term | `rule applyCmp("==", tuple(A:ValSeq), tuple(B:ValSeq)) => A ==K B` |
| 910 | `semantics/tuple.k:20` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> Compare(LV:Val, CmpOp("in", tuple(VS:ValSeq))) => #memberAcc(LV, tuple(VS)) ... </k>` |
| 911 | `semantics/tuple.k:21` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> Compare(LV:Val, CmpOp("not in", tuple(VS:ValSeq))) => #memberAcc(LV, tuple(VS)) ~> #notB ... </k>` |
| 912 | `semantics/tuple.k:23` | rule | - | UNUSED/INERT for submitted proof term | `rule applyMethod(tuple(VS:ValSeq), "index", V:Val, .Vals) => idxOfVS(VS, V, 0)` |
| 913 | `semantics/tuple.k:24` | syntax | function | UNUSED/INERT for submitted proof term | `syntax Int ::= idxOfVS(ValSeq, Val, Int) [function]` |
| 914 | `semantics/tuple.k:25` | rule | - | UNUSED/INERT for submitted proof term | `rule idxOfVS(vCons(A:Val, _:ValSeq), V:Val, I:Int) => I requires A ==K V` |
| 915 | `semantics/tuple.k:26` | rule | - | UNUSED/INERT for submitted proof term | `rule idxOfVS(vCons(A:Val, R:ValSeq), V:Val, I:Int) => idxOfVS(R, V, I +Int 1) requires notBool (A ==K V)` |
| 916 | `semantics/tuple.k:28` | rule | - | UNUSED/INERT for submitted proof term | `rule applyCmp("!=", tuple(A:ValSeq), tuple(B:ValSeq)) => notBool (A ==K B)` |
| 917 | `semantics/tuple.k:31` | syntax | - | UNUSED/INERT for submitted proof term | `syntax KItem ::= #bindTgt(Expr, Val)` |
| 918 | `semantics/tuple.k:32` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> #bindTgt(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L &#124;-> scope(M:Map => M [ X <- V ], _) ... </scopes>` |
| 919 | `semantics/tuple.k:35` | rule | priority | UNUSED/INERT for submitted proof term | `rule <k> #bindTgt(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L &#124;-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]` |
| 920 | `semantics/tuple.k:42` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> #bindTgt(TupleExpr(TS:Exprs), tuple(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>` |
| 921 | `semantics/tuple.k:43` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> #bindTgt(TupleExpr(TS:Exprs), list(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>` |
| 922 | `semantics/tuple.k:44` | rule | priority | UNUSED/INERT for submitted proof term | `rule <k> #bindTgt(TupleExpr(TS:Exprs), ref(H:Int)) => #bindTgt(TupleExpr(TS), V) ... </k> <heap> ... H &#124;-> V:Val ... </heap> [priority(40)]` |
| 923 | `semantics/tuple.k:49` | syntax | - | UNUSED/INERT for submitted proof term | `syntax KItem ::= #unpackSeq(Exprs, ValSeq)` |
| 924 | `semantics/tuple.k:50` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> Assign(TupleExpr(TS:Exprs), tuple(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>` |
| 925 | `semantics/tuple.k:51` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> Assign(TupleExpr(TS:Exprs), list(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>` |
| 926 | `semantics/tuple.k:52` | rule | priority | UNUSED/INERT for submitted proof term | `rule <k> Assign(TupleExpr(TS:Exprs), ref(H:Int)) => Assign(TupleExpr(TS), V) ... </k> <heap> ... H &#124;-> V:Val ... </heap> [priority(40)]` |
| 927 | `semantics/tuple.k:55` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> #unpackSeq((T:Expr, TS:Exprs), vCons(V:Val, VS:ValSeq)) => #bindTgt(T, V) ~> #unpackSeq(TS, VS) ... </k>` |
| 928 | `semantics/tuple.k:57` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> #unpackSeq(.Exprs, .ValSeq) => .K ... </k>` |
| 929 | `candidate/verification.k:8` | syntax | - | USED declaration | `syntax KItem ::= "#sameChars" "(" IntSeq "," IntSeq ")"` |
| 930 | `candidate/verification.k:10` | rule | - | USED-SOUND exact-body launcher | `rule <k> #sameChars(S0:IntSeq, S1:IntSeq) => Call( closureVal( ("s0", "s1", .ParamNames), (Return( Compare( Call(Name("set"), (Name("s0"), .Exprs)), CmpOp("==", Call(Name("set"), (Name("s1"), .Exprs))))) .Stmts), 0), (str(S0), str(S1), .Exprs)) ... </k>` |
| 931 | `candidate/spec.k:8` | claim | - | TARGET result-constraining claim | `claim <k> #sameChars(S0:IntSeq, S1:IntSeq) => sameSet(dedupCodes(S0), dedupCodes(S1)) </k> <env> 0 </env> <scopes> 0 &#124;-> scope(.Map, parent(-1)) -1 &#124;-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map </heap> <heapLoc> 0 </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code> 0 </exit-code>` |

attribute_counts=concrete:35,function:146,macro:4,opaque/no-evaluators:22,owise:26,priority:45,strictness:2,symbol:25,total:107
used_rule_locations=
  semantics/builtins.k: 41
  semantics/call.k: 20,21,31,52,53,69
  semantics/core.k: 69,70,101,102,110,111,131,132,152,158,189,190,191,214,215
  semantics/functions.k: 63,64,78,85
  semantics/operators.k: 17
  semantics/set.k: 12,13,18,19,20,22,26,27,32,33,36,39
+ audit_rc=0
+ echo EXIT_STATUS=0
EXIT_STATUS=0
+ exit 0

Script done on 2026-07-26 16:04:12-05:00 [COMMAND_EXIT_CODE="0"]
