source	start_line	end_line	kind	attributes	audit_class	declaration
reference-semantics/semantics/tuple.k	25	25	rule	-	SUPPLIED_FIXED_RULE	rule idxOfVS(vCons(A:Val, _:ValSeq), V:Val, I:Int) => I requires A ==K V
reference-semantics/semantics/tuple.k	26	27	rule	-	SUPPLIED_FIXED_RULE	rule idxOfVS(vCons(A:Val, R:ValSeq), V:Val, I:Int) => idxOfVS(R, V, I +Int 1) requires notBool (A ==K V)
reference-semantics/semantics/tuple.k	28	28	rule	-	SUPPLIED_FIXED_RULE	rule applyCmp("!=", tuple(A:ValSeq), tuple(B:ValSeq)) => notBool (A ==K B)
reference-semantics/semantics/tuple.k	31	31	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax KItem ::= #bindTgt(Expr, Val)
reference-semantics/semantics/tuple.k	32	34	rule	-	SUPPLIED_FIXED_RULE	rule <k> #bindTgt(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
reference-semantics/semantics/tuple.k	35	41	rule	priority	SUPPLIED_FIXED_RULE	rule <k> #bindTgt(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]
reference-semantics/semantics/tuple.k	42	42	rule	-	SUPPLIED_FIXED_RULE	rule <k> #bindTgt(TupleExpr(TS:Exprs), tuple(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>
reference-semantics/semantics/tuple.k	43	43	rule	-	SUPPLIED_FIXED_RULE	rule <k> #bindTgt(TupleExpr(TS:Exprs), list(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>
reference-semantics/semantics/tuple.k	44	46	rule	priority	SUPPLIED_FIXED_RULE	rule <k> #bindTgt(TupleExpr(TS:Exprs), ref(H:Int)) => #bindTgt(TupleExpr(TS), V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/tuple.k	49	49	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax KItem ::= #unpackSeq(Exprs, ValSeq)
reference-semantics/semantics/tuple.k	50	50	rule	-	SUPPLIED_FIXED_RULE	rule <k> Assign(TupleExpr(TS:Exprs), tuple(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>
reference-semantics/semantics/tuple.k	51	51	rule	-	SUPPLIED_FIXED_RULE	rule <k> Assign(TupleExpr(TS:Exprs), list(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>
reference-semantics/semantics/tuple.k	52	54	rule	priority	SUPPLIED_FIXED_RULE	rule <k> Assign(TupleExpr(TS:Exprs), ref(H:Int)) => Assign(TupleExpr(TS), V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/tuple.k	55	56	rule	-	SUPPLIED_FIXED_RULE	rule <k> #unpackSeq((T:Expr, TS:Exprs), vCons(V:Val, VS:ValSeq)) => #bindTgt(T, V) ~> #unpackSeq(TS, VS) ... </k>
reference-semantics/semantics/tuple.k	57	57	rule	-	SUPPLIED_FIXED_RULE	rule <k> #unpackSeq(.Exprs, .ValSeq) => .K ... </k>
verification.k	8	8	syntax	function	PROOF_LOCAL_REVIEW_REQUIRED	syntax ValSeq ::= derivAcc(ValSeq, ValSeq, Int) [function]
verification.k	9	9	rule	simplification	PROOF_LOCAL_REVIEW_REQUIRED	rule derivAcc(ACC:ValSeq, .ValSeq, _I:Int) => ACC [simplification]
verification.k	10	13	rule	simplification	PROOF_LOCAL_REVIEW_REQUIRED	rule derivAcc(ACC:ValSeq, vCons(_V:Val, REST:ValSeq), I:Int) => derivAcc(ACC, REST, I +Int 1) requires notBool (I >Int 0) [simplification]
verification.k	14	20	rule	simplification	PROOF_LOCAL_REVIEW_REQUIRED	rule derivAcc(ACC:ValSeq, vCons(V:Val, REST:ValSeq), I:Int) => derivAcc( valSeqConcat(ACC, vCons(applyBin("*", I, V), .ValSeq)), REST, I +Int 1) requires I >Int 0 [simplification]
verification.k	24	24	syntax	function,total	PROOF_LOCAL_REVIEW_REQUIRED	syntax Bool ::= noRefsVS(ValSeq) [function, total]
verification.k	25	25	rule	-	PROOF_LOCAL_REVIEW_REQUIRED	rule noRefsVS(.ValSeq) => true
verification.k	26	27	rule	-	PROOF_LOCAL_REVIEW_REQUIRED	rule noRefsVS(vCons(V:Val, REST:ValSeq)) => notBool isRefV(V) andBool noRefsVS(REST)
spec.k	6	43	claim	-	CLAIM_ADEQUACY_REVIEW_REQUIRED	claim [derivative-loop]: <k> #loop( list(VS:ValSeq), Name("x"), If( Compare(Name("i"), CmpOp(">", Int(0))), Expr( Call( Attribute(Name("result"), "append"), (BinOp("*", Name("i"), Name("x")), .Exprs))), .Stmts) Assign(Name("i"), BinOp("+", Name("i"), Int(1))) .Stmts) => .K ... </k> <env> 1 </env> <scopes> SC:Map 1 |-> scope( "xs" |-> list(ORIG:ValSeq) "result" |-> ref(H:Int) "i" |-> (I:Int => ?IF:Int) "x" |-> (_X:Val => ?X:Val), parent(0)) </scopes> <heap> H |-> list(ACC:ValSeq => derivAcc(ACC, VS, I)) RESTHEAP:Map </heap> <heapLoc> HL:Int </heapLoc> <scopeLoc> 2 </scopeLoc> <stack> STACK:List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code> 0 </exit-code> requires I >=Int 0 andBool noRefsVS(VS)
spec.k	45	86	claim	-	CLAIM_ADEQUACY_REVIEW_REQUIRED	claim [derivative-entry]: <k> #loadAll( Module( FuncDef( "derivative", Params("xs"), Assign(Name("result"), ListExpr(.Exprs)) Assign(Name("i"), Int(0)) Assign(Name("x"), NoneVal) For( Name("x"), Name("xs"), If( Compare(Name("i"), CmpOp(">", Int(0))), Expr( Call( Attribute(Name("result"), "append"), (BinOp("*", Name("i"), Name("x")), .Exprs))), .Stmts) Assign(Name("i"), BinOp("+", Name("i"), Int(1))) .Stmts) Return(Name("result")) .Stmts))) ~> Call(Name("derivative"), (list(INPUT:ValSeq), .Exprs)) => ref(0) </k> <env> 0 </env> <scopes> 0 |-> scope(.Map, parent(-1)) -1 |-> builtinsScope => ?FINALSCOPES:Map </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map => 0 |-> list(derivAcc(.ValSeq, INPUT, 0)) </heap> <heapLoc> 0 => 1 </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code> 0 </exit-code> requires noRefsVS(INPUT)
# TOTAL=937 COUNTS={'claim': 2, 'configuration': 1, 'context': 5, 'rule': 700, 'syntax': 229}
