COMMAND: python3 /audit-output/evidence/k_rule_inventory.py
ID	KIND	SOURCE	SPAN	ATTRIBUTES/CLASS	ASSESSMENT	TEXT
K0587	rule	reference-semantics/semantics/int.k	13-13	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule applyBin("-",  I1:Int, I2:Int) => I1 -Int I2
K0588	rule	reference-semantics/semantics/int.k	14-14	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule applyBin("*",  I1:Int, I2:Int) => I1 *Int I2
K0589	rule	reference-semantics/semantics/int.k	15-15	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule applyBin("%",  I1:Int, I2:Int) => pyMod(I1, I2)
K0590	rule	reference-semantics/semantics/int.k	16-16	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule applyBin("//", I1:Int, I2:Int) => (I1 -Int pyMod(I1, I2)) /Int I2
K0591	rule	reference-semantics/semantics/int.k	17-18	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule applyBin("**", I1:Int, I2:Int) => I1 ^Int I2 requires I2 >=Int 0
K0592	syntax	reference-semantics/semantics/int.k	19-19	function	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	syntax Int ::= pyMod(Int, Int) [function]
K0593	rule	reference-semantics/semantics/int.k	20-21	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule pyMod(I1:Int, I2:Int) => ((I1 %Int I2) +Int I2) %Int I2
K0594	rule	reference-semantics/semantics/int.k	22-22	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule applyCmp("<",  I1:Int, I2:Int)   => I1 <Int  I2
K0595	rule	reference-semantics/semantics/int.k	23-23	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule applyCmp("<=", I1:Int, I2:Int)   => I1 <=Int I2
K0596	rule	reference-semantics/semantics/int.k	24-24	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule applyCmp(">",  I1:Int, I2:Int)   => I1 >Int  I2
K0597	rule	reference-semantics/semantics/int.k	25-25	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule applyCmp(">=", I1:Int, I2:Int)   => I1 >=Int I2
K0598	rule	reference-semantics/semantics/int.k	26-26	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule applyCmp("==", I1:Int, I2:Int)   => I1 ==Int I2
K0599	rule	reference-semantics/semantics/int.k	27-27	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule applyCmp("!=", I1:Int, I2:Int)   => I1 =/=Int I2
K0600	syntax	reference-semantics/semantics/iter.k	8-8	-	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	syntax KItem ::= #iterNext(Iterable) | "#iterDone" | #iterYield(Val, Iterable)
K0601	rule	reference-semantics/semantics/list.k	9-9	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> #iterNext(list(.ValSeq))                => #iterDone ... </k>
K0602	rule	reference-semantics/semantics/list.k	10-12	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> #iterNext(list(vCons(V:Val, R:ValSeq))) => #iterYield(V, list(R)) ... </k> // ==== ListExpr: [...] literal -> a fresh heap object =======================
K0603	syntax	reference-semantics/semantics/list.k	13-13	-	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	syntax ApplyK ::= "toList"
K0604	rule	reference-semantics/semantics/list.k	14-14	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> ListExpr(ES:Exprs) => #evalArgs(ES, .Vals, toList) ... </k>
K0605	rule	reference-semantics/semantics/list.k	15-17	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> #applyK(toList, ACC:Vals) => #alloc(list(vals2valSeq(ACC))) ... </k> // ==== list ops: + / == / != ===============================================
K0606	syntax	reference-semantics/semantics/list.k	18-18	function,total	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	syntax ValSeq ::= valSeqConcat(ValSeq, ValSeq) [function, total]
K0607	rule	reference-semantics/semantics/list.k	19-19	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule valSeqConcat(.ValSeq, T:ValSeq)                => T
K0608	rule	reference-semantics/semantics/list.k	20-23	priority	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule valSeqConcat(vCons(V:Val, S:ValSeq), T:ValSeq) => vCons(V, valSeqConcat(S, T)) // list + list constructs a NEW object (k-cell — it allocates; operands land here // already deref'd). priority(45) beats the generic BinOp dispatch.
K0609	rule	reference-semantics/semantics/list.k	24-26	priority	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> BinOp("+", list(A:ValSeq), list(B:ValSeq)) => #alloc(list(valSeqConcat(A, B))) ... </k> [priority(45)]
K0610	rule	reference-semantics/semantics/list.k	27-27	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule applyCmp("==", list(A:ValSeq), list(B:ValSeq)) => A ==K B
K0611	rule	reference-semantics/semantics/list.k	28-32	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule applyCmp("!=", list(A:ValSeq), list(B:ValSeq)) => notBool (A ==K B) // ==== deep equality when elements are heap objects (list-of-lists) ======== // Python == is structural at every depth. Fires ONLY when a ref is present // (the guard decides on concrete seqs); the plain ==K path above is unchanged.
K0612	syntax	reference-semantics/semantics/list.k	33-33	function,total	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	syntax Bool ::= hasRefVS(ValSeq) [function, total]
K0613	rule	reference-semantics/semantics/list.k	34-34	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule hasRefVS(.ValSeq)                => false
K0614	rule	reference-semantics/semantics/list.k	35-36	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule hasRefVS(vCons(V:Val, R:ValSeq)) => isRefV(V) orBool hasRefVS(R)
K0615	syntax	reference-semantics/semantics/list.k	37-38	function	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	syntax Bool ::= deepEqVS(ValSeq, ValSeq, Map) [function] | deepEqV(Val, Val, Map)        [function]
K0616	rule	reference-semantics/semantics/list.k	39-39	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule deepEqVS(.ValSeq, .ValSeq, _:Map)                   => true
K0617	rule	reference-semantics/semantics/list.k	40-40	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule deepEqVS(.ValSeq, vCons(_:Val, _:ValSeq), _:Map)    => false
K0618	rule	reference-semantics/semantics/list.k	41-41	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule deepEqVS(vCons(_:Val, _:ValSeq), .ValSeq, _:Map)    => false
K0619	rule	reference-semantics/semantics/list.k	42-44	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule deepEqVS(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq), HP:Map) => deepEqV(A, B, HP) andBool deepEqVS(As, Bs, HP)
K0620	rule	reference-semantics/semantics/list.k	45-46	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule deepEqV(ref(H:Int), B:Val, HP:Map) => deepEqV({HP[H]}:>Val, B, HP) requires H in_keys(HP)
K0621	rule	reference-semantics/semantics/list.k	47-48	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule deepEqV(A:Val, ref(H:Int), HP:Map) => deepEqV(A, {HP[H]}:>Val, HP) requires notBool isRefV(A) andBool H in_keys(HP)
K0622	rule	reference-semantics/semantics/list.k	49-49	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule deepEqV(list(A:ValSeq), list(B:ValSeq), HP:Map) => deepEqVS(A, B, HP)
K0623	rule	reference-semantics/semantics/list.k	50-52	owise	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule deepEqV(A:Val, B:Val, _:Map) => A ==K B [owise] // ==== mutator: xs.append(v) — an in-place heap write ======================
K0624	rule	reference-semantics/semantics/list.k	53-57	priority	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "append")), (V:Val, .Vals)) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => valSeqConcat(VS, vCons(V, .ValSeq))) ... </heap> [priority(40)] // ==== `x in list` — a <k>-cell fold over #iterNext ========================
K0625	syntax	reference-semantics/semantics/list.k	58-58	-	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	syntax KItem ::= #memberAcc(Val, Iterable) | #memberCont(Val) | "#notB"
K0626	rule	reference-semantics/semantics/list.k	59-59	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> Compare(LV:Val, CmpOp("in",     list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ... </k>
K0627	rule	reference-semantics/semantics/list.k	60-60	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> Compare(LV:Val, CmpOp("not in", list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ~> #notB ... </k>
K0628	rule	reference-semantics/semantics/list.k	61-61	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> #memberAcc(V:Val, IT:Iterable) => #iterNext(IT) ~> #memberCont(V) ... </k>
K0629	rule	reference-semantics/semantics/list.k	62-62	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> #iterDone ~> #memberCont(_V:Val) => false ... </k>
K0630	rule	reference-semantics/semantics/list.k	63-64	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> #iterYield(E:Val, _:Iterable) ~> #memberCont(V:Val) => true ... </k> requires E ==K V
K0631	rule	reference-semantics/semantics/list.k	65-66	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> #iterYield(E:Val, R:Iterable) ~> #memberCont(V:Val) => #memberAcc(V, R) ... </k> requires notBool (E ==K V)
K0632	rule	reference-semantics/semantics/list.k	67-67	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> B:Bool ~> #notB => notBool B ... </k>
K0633	syntax	reference-semantics/semantics/methods.k	10-12	function	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	syntax Val ::= applyMethod(Val, String, Vals) [function] // ==== string predicates (Python semantics) =================================
K0634	rule	reference-semantics/semantics/methods.k	13-13	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule applyMethod(str(CS:IntSeq), "isupper", .Vals) => hasUpper(CS) andBool notBool hasLower(CS)
K0635	rule	reference-semantics/semantics/methods.k	14-14	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule applyMethod(str(CS:IntSeq), "islower", .Vals) => hasLower(CS) andBool notBool hasUpper(CS)
K0636	rule	reference-semantics/semantics/methods.k	15-15	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule applyMethod(str(CS:IntSeq), "isalpha", .Vals) => notBool (CS ==K .IntSeq) andBool allAlpha(CS)
K0637	rule	reference-semantics/semantics/methods.k	16-18	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule applyMethod(str(CS:IntSeq), "isdigit", .Vals) => notBool (CS ==K .IntSeq) andBool allDigit(CS) // ==== case maps ============================================================
K0638	rule	reference-semantics/semantics/methods.k	19-19	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule applyMethod(str(CS:IntSeq), "lower",    .Vals) => str(mapLower(CS))
