file	line	kind	attributes	guard	assessment	text
unicode-case.k	1278	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\x89"") => ""\xe1\xb9\x88"""
unicode-case.k	1279	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\x8a"") => ""\xe1\xb9\x8b"""
unicode-case.k	1280	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\x8b"") => ""\xe1\xb9\x8a"""
unicode-case.k	1281	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\x8c"") => ""\xe1\xb9\x8d"""
unicode-case.k	1282	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\x8d"") => ""\xe1\xb9\x8c"""
unicode-case.k	1283	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\x8e"") => ""\xe1\xb9\x8f"""
unicode-case.k	1284	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\x8f"") => ""\xe1\xb9\x8e"""
unicode-case.k	1285	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\x90"") => ""\xe1\xb9\x91"""
unicode-case.k	1286	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\x91"") => ""\xe1\xb9\x90"""
unicode-case.k	1287	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\x92"") => ""\xe1\xb9\x93"""
unicode-case.k	1288	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\x93"") => ""\xe1\xb9\x92"""
unicode-case.k	1289	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\x94"") => ""\xe1\xb9\x95"""
unicode-case.k	1290	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\x95"") => ""\xe1\xb9\x94"""
unicode-case.k	1291	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\x96"") => ""\xe1\xb9\x97"""
unicode-case.k	1292	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\x97"") => ""\xe1\xb9\x96"""
unicode-case.k	1293	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\x98"") => ""\xe1\xb9\x99"""
unicode-case.k	1294	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\x99"") => ""\xe1\xb9\x98"""
unicode-case.k	1295	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\x9a"") => ""\xe1\xb9\x9b"""
unicode-case.k	1296	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\x9b"") => ""\xe1\xb9\x9a"""
unicode-case.k	1297	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\x9c"") => ""\xe1\xb9\x9d"""
unicode-case.k	1298	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\x9d"") => ""\xe1\xb9\x9c"""
unicode-case.k	1299	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\x9e"") => ""\xe1\xb9\x9f"""
unicode-case.k	1300	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\x9f"") => ""\xe1\xb9\x9e"""
unicode-case.k	1301	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\xa0"") => ""\xe1\xb9\xa1"""
unicode-case.k	1302	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\xa1"") => ""\xe1\xb9\xa0"""
unicode-case.k	1303	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\xa2"") => ""\xe1\xb9\xa3"""
unicode-case.k	1304	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\xa3"") => ""\xe1\xb9\xa2"""
unicode-case.k	1305	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\xa4"") => ""\xe1\xb9\xa5"""
unicode-case.k	1306	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\xa5"") => ""\xe1\xb9\xa4"""
unicode-case.k	1307	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\xa6"") => ""\xe1\xb9\xa7"""
unicode-case.k	1308	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\xa7"") => ""\xe1\xb9\xa6"""
unicode-case.k	1309	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\xa8"") => ""\xe1\xb9\xa9"""
unicode-case.k	1310	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\xa9"") => ""\xe1\xb9\xa8"""
unicode-case.k	1311	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\xaa"") => ""\xe1\xb9\xab"""
unicode-case.k	1312	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\xab"") => ""\xe1\xb9\xaa"""
unicode-case.k	1313	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\xac"") => ""\xe1\xb9\xad"""
unicode-case.k	1314	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\xad"") => ""\xe1\xb9\xac"""
unicode-case.k	1315	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\xae"") => ""\xe1\xb9\xaf"""
unicode-case.k	1316	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\xaf"") => ""\xe1\xb9\xae"""
unicode-case.k	1317	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\xb0"") => ""\xe1\xb9\xb1"""
unicode-case.k	1318	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\xb1"") => ""\xe1\xb9\xb0"""
unicode-case.k	1319	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\xb2"") => ""\xe1\xb9\xb3"""
unicode-case.k	1320	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\xb3"") => ""\xe1\xb9\xb2"""
unicode-case.k	1321	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\xb4"") => ""\xe1\xb9\xb5"""
unicode-case.k	1322	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\xb5"") => ""\xe1\xb9\xb4"""
unicode-case.k	1323	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\xb6"") => ""\xe1\xb9\xb7"""
unicode-case.k	1324	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\xb7"") => ""\xe1\xb9\xb6"""
unicode-case.k	1325	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\xb8"") => ""\xe1\xb9\xb9"""
unicode-case.k	1326	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\xb9"") => ""\xe1\xb9\xb8"""
unicode-case.k	1327	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\xba"") => ""\xe1\xb9\xbb"""
unicode-case.k	1328	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\xbb"") => ""\xe1\xb9\xba"""
unicode-case.k	1329	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\xbc"") => ""\xe1\xb9\xbd"""
unicode-case.k	1330	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\xbd"") => ""\xe1\xb9\xbc"""
unicode-case.k	1331	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\xbe"") => ""\xe1\xb9\xbf"""
unicode-case.k	1332	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xb9\xbf"") => ""\xe1\xb9\xbe"""
unicode-case.k	1333	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xba\x80"") => ""\xe1\xba\x81"""
unicode-case.k	1334	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xba\x81"") => ""\xe1\xba\x80"""
unicode-case.k	1335	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xba\x82"") => ""\xe1\xba\x83"""
unicode-case.k	1336	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xba\x83"") => ""\xe1\xba\x82"""
unicode-case.k	1337	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xba\x84"") => ""\xe1\xba\x85"""
unicode-case.k	1338	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xba\x85"") => ""\xe1\xba\x84"""
unicode-case.k	1339	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xba\x86"") => ""\xe1\xba\x87"""
unicode-case.k	1340	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xba\x87"") => ""\xe1\xba\x86"""
unicode-case.k	1341	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xba\x88"") => ""\xe1\xba\x89"""
unicode-case.k	1342	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xba\x89"") => ""\xe1\xba\x88"""
unicode-case.k	1343	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xba\x8a"") => ""\xe1\xba\x8b"""
unicode-case.k	1344	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xba\x8b"") => ""\xe1\xba\x8a"""
unicode-case.k	1345	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xba\x8c"") => ""\xe1\xba\x8d"""
unicode-case.k	1346	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xba\x8d"") => ""\xe1\xba\x8c"""
unicode-case.k	1347	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xba\x8e"") => ""\xe1\xba\x8f"""
unicode-case.k	1348	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xba\x8f"") => ""\xe1\xba\x8e"""
unicode-case.k	1349	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xba\x90"") => ""\xe1\xba\x91"""
unicode-case.k	1350	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xba\x91"") => ""\xe1\xba\x90"""
unicode-case.k	1351	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xba\x92"") => ""\xe1\xba\x93"""
unicode-case.k	1352	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xba\x93"") => ""\xe1\xba\x92"""
unicode-case.k	1353	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xba\x94"") => ""\xe1\xba\x95"""
unicode-case.k	1354	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xba\x95"") => ""\xe1\xba\x94"""
unicode-case.k	1355	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xba\x96"") => ""H\xcc\xb1"""
unicode-case.k	1356	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xba\x97"") => ""T\xcc\x88"""
unicode-case.k	1357	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xba\x98"") => ""W\xcc\x8a"""
unicode-case.k	1358	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xba\x99"") => ""Y\xcc\x8a"""
unicode-case.k	1359	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xba\x9a"") => ""A\xca\xbe"""
unicode-case.k	1360	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xba\x9b"") => ""\xe1\xb9\xa0"""
unicode-case.k	1361	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xba\x9e"") => ""\xc3\x9f"""
unicode-case.k	1362	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xba\xa0"") => ""\xe1\xba\xa1"""
unicode-case.k	1363	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xba\xa1"") => ""\xe1\xba\xa0"""
unicode-case.k	1364	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xba\xa2"") => ""\xe1\xba\xa3"""
unicode-case.k	1365	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xba\xa3"") => ""\xe1\xba\xa2"""
unicode-case.k	1366	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xba\xa4"") => ""\xe1\xba\xa5"""
unicode-case.k	1367	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xba\xa5"") => ""\xe1\xba\xa4"""
unicode-case.k	1368	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xe1\xba\xa6"") => ""\xe1\xba\xa7"""
