WORKDIR: /audit-output
COMMAND: /audit-output/evidence/stage5/inventory_k.sh /candidate
FILE	reference-semantics/semantics.k	SHA256	57e8f9f3178639bbb87f95e5cc596bbaa91a6463f965b1965911eff9a0269f97
ITEM	reference-semantics/semantics/syntax.k	5	imports	imports FLOAT-SYNTAX
ITEM	reference-semantics/semantics/syntax.k	6	imports	imports BOOL-SYNTAX
ITEM	reference-semantics/semantics/syntax.k	7	imports	imports STRING-SYNTAX
ITEM	reference-semantics/semantics/syntax.k	9	syntax	syntax Expr ::= "Int"      "(" Int ")"
ITEM	reference-semantics/semantics/syntax.k	19	attribute	| "ListComp"  "(" Expr "," CompFors ")" [macro]
ITEM	reference-semantics/semantics/syntax.k	20	attribute	| "GenExp"    "(" Expr "," CompFors ")" [macro]
ITEM	reference-semantics/semantics/syntax.k	32	syntax	syntax CmpOp    ::= "CmpOp" "(" String "," Expr ")"
ITEM	reference-semantics/semantics/syntax.k	33	syntax	syntax Entry    ::= "Entry" "(" Expr "," Expr ")"
ITEM	reference-semantics/semantics/syntax.k	34	syntax	syntax Entries  ::= List{Entry, ","}
ITEM	reference-semantics/semantics/syntax.k	35	syntax	syntax CompFor  ::= "CompFor" "(" Expr "," Expr "," Exprs ")"
ITEM	reference-semantics/semantics/syntax.k	36	syntax	syntax CompFors ::= List{CompFor, ""}
ITEM	reference-semantics/semantics/syntax.k	37	syntax	syntax Exprs    ::= List{Expr, ","}
ITEM	reference-semantics/semantics/syntax.k	38	syntax	syntax Index    ::= Expr | "Slice" "(" Bound "," Bound "," Bound ")"
ITEM	reference-semantics/semantics/syntax.k	39	syntax	syntax Bound    ::= Expr | "NoBound"
ITEM	reference-semantics/semantics/syntax.k	41	syntax	syntax Stmt ::= "Assign"    "(" Expr "," Expr ")" [strict(2)]
ITEM	reference-semantics/semantics/syntax.k	56	syntax	syntax Stmts      ::= List{Stmt, ""}
ITEM	reference-semantics/semantics/syntax.k	57	syntax	syntax Params     ::= "Params" "(" ParamNames ")"
ITEM	reference-semantics/semantics/syntax.k	58	syntax	syntax CellVars   ::= "CellVars" "(" ParamNames ")"
ITEM	reference-semantics/semantics/syntax.k	59	syntax	syntax FreeVars   ::= "FreeVars" "(" ParamNames ")"
ITEM	reference-semantics/semantics/syntax.k	60	syntax	syntax ParamNames ::= List{String, ","}
ITEM	reference-semantics/semantics/syntax.k	61	syntax	syntax Module     ::= "Module" "(" Stmts ")"
COUNT	reference-semantics/semantics/syntax.k	rules=0	syntax=16	claims=0	configurations=0	contexts=0
FILE	reference-semantics/semantics/tuple.k	SHA256	41395a1ec6a58129c78facb15b44206907c54d79e86ea363ae68cb37bfc64abb
ITEM	reference-semantics/semantics/tuple.k	3	module	module MPY-TUPLE
ITEM	reference-semantics/semantics/tuple.k	4	imports	imports MPY-CORE
ITEM	reference-semantics/semantics/tuple.k	5	imports	imports MPY-ITER
ITEM	reference-semantics/semantics/tuple.k	6	imports	imports MPY-LIST
ITEM	reference-semantics/semantics/tuple.k	7	imports	imports MPY-METHODS
ITEM	reference-semantics/semantics/tuple.k	10	rule	rule <k> #iterNext(tuple(.ValSeq))                => #iterDone ... </k>
ITEM	reference-semantics/semantics/tuple.k	11	rule	rule <k> #iterNext(tuple(vCons(V:Val, R:ValSeq))) => #iterYield(V, tuple(R)) ... </k>
ITEM	reference-semantics/semantics/tuple.k	14	syntax	syntax ApplyK ::= "toTuple"
ITEM	reference-semantics/semantics/tuple.k	15	rule	rule <k> TupleExpr(ES:Exprs) => #evalArgs(ES, .Vals, toTuple) ... </k>
ITEM	reference-semantics/semantics/tuple.k	16	rule	rule <k> #applyK(toTuple, ACC:Vals) => tuple(vals2valSeq(ACC)) ... </k>
ITEM	reference-semantics/semantics/tuple.k	18	rule	rule applyCmp("==", tuple(A:ValSeq), tuple(B:ValSeq)) => A ==K B
ITEM	reference-semantics/semantics/tuple.k	20	rule	rule <k> Compare(LV:Val, CmpOp("in",     tuple(VS:ValSeq))) => #memberAcc(LV, tuple(VS)) ... </k>
ITEM	reference-semantics/semantics/tuple.k	21	rule	rule <k> Compare(LV:Val, CmpOp("not in", tuple(VS:ValSeq))) => #memberAcc(LV, tuple(VS)) ~> #notB ... </k>
ITEM	reference-semantics/semantics/tuple.k	23	rule	rule applyMethod(tuple(VS:ValSeq), "index", V:Val, .Vals) => idxOfVS(VS, V, 0)
ITEM	reference-semantics/semantics/tuple.k	24	syntax	syntax Int ::= idxOfVS(ValSeq, Val, Int) [function]
ITEM	reference-semantics/semantics/tuple.k	24	attribute	syntax Int ::= idxOfVS(ValSeq, Val, Int) [function]
ITEM	reference-semantics/semantics/tuple.k	25	rule	rule idxOfVS(vCons(A:Val, _:ValSeq), V:Val, I:Int) => I requires A ==K V
ITEM	reference-semantics/semantics/tuple.k	26	rule	rule idxOfVS(vCons(A:Val, R:ValSeq), V:Val, I:Int) => idxOfVS(R, V, I +Int 1)
ITEM	reference-semantics/semantics/tuple.k	27	requires	requires notBool (A ==K V)
ITEM	reference-semantics/semantics/tuple.k	28	rule	rule applyCmp("!=", tuple(A:ValSeq), tuple(B:ValSeq)) => notBool (A ==K B)
ITEM	reference-semantics/semantics/tuple.k	31	syntax	syntax KItem ::= #bindTgt(Expr, Val)
ITEM	reference-semantics/semantics/tuple.k	32	rule	rule <k> #bindTgt(Name(X:String), V:Val) => .K ... </k>
ITEM	reference-semantics/semantics/tuple.k	35	rule	rule <k> #bindTgt(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k>
ITEM	reference-semantics/semantics/tuple.k	38	requires	requires "$cells" in_keys(M)
ITEM	reference-semantics/semantics/tuple.k	41	attribute	[priority(40)]
ITEM	reference-semantics/semantics/tuple.k	42	rule	rule <k> #bindTgt(TupleExpr(TS:Exprs), tuple(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>
ITEM	reference-semantics/semantics/tuple.k	43	rule	rule <k> #bindTgt(TupleExpr(TS:Exprs), list(VS:ValSeq))  => #unpackSeq(TS, VS) ... </k>
ITEM	reference-semantics/semantics/tuple.k	44	rule	rule <k> #bindTgt(TupleExpr(TS:Exprs), ref(H:Int)) => #bindTgt(TupleExpr(TS), V) ... </k>
ITEM	reference-semantics/semantics/tuple.k	46	attribute	[priority(40)]
ITEM	reference-semantics/semantics/tuple.k	49	syntax	syntax KItem ::= #unpackSeq(Exprs, ValSeq)
ITEM	reference-semantics/semantics/tuple.k	50	rule	rule <k> Assign(TupleExpr(TS:Exprs), tuple(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>
ITEM	reference-semantics/semantics/tuple.k	51	rule	rule <k> Assign(TupleExpr(TS:Exprs), list(VS:ValSeq))  => #unpackSeq(TS, VS) ... </k>
ITEM	reference-semantics/semantics/tuple.k	52	rule	rule <k> Assign(TupleExpr(TS:Exprs), ref(H:Int)) => Assign(TupleExpr(TS), V) ... </k>
ITEM	reference-semantics/semantics/tuple.k	54	attribute	[priority(40)]
ITEM	reference-semantics/semantics/tuple.k	55	rule	rule <k> #unpackSeq((T:Expr, TS:Exprs), vCons(V:Val, VS:ValSeq))
ITEM	reference-semantics/semantics/tuple.k	57	rule	rule <k> #unpackSeq(.Exprs, .ValSeq) => .K ... </k>
COUNT	reference-semantics/semantics/tuple.k	rules=21	syntax=4	claims=0	configurations=0	contexts=0
FILE	spec.k	SHA256	4efd08882e9af2f65b40362e3729eb0e132e0eeae0a16239d9d124fccba245a2
ITEM	spec.k	1	requires	requires "verification.k"
ITEM	spec.k	3	module	module IS-SORTED-LOOP-SPEC
ITEM	spec.k	4	imports	imports IS-SORTED-VERIFICATION
ITEM	spec.k	6	claim	claim [loop-scan-correct]:
ITEM	spec.k	38	requires	requires FRAME ==Int SAVED
ITEM	spec.k	53	module	module IS-SORTED-SPEC
ITEM	spec.k	54	imports	imports IS-SORTED-WITH-LOOP-LEMMA
ITEM	spec.k	56	claim	claim [is-sorted-correct]:
COUNT	spec.k	rules=0	syntax=0	claims=2	configurations=0	contexts=0
FILE	verification.k	SHA256	d463b77e0bfb0508476c4c5697af69429735357a0f5a25e98c40ed1bd5fa19ab
ITEM	verification.k	1	requires	requires "reference-semantics/semantics.k"
ITEM	verification.k	3	module	module IS-SORTED-VERIFICATION
ITEM	verification.k	4	imports	imports MPY
ITEM	verification.k	7	syntax	syntax Stmts ::= "isSortedLoopBody" [macro]
ITEM	verification.k	7	attribute	syntax Stmts ::= "isSortedLoopBody" [macro]
ITEM	verification.k	8	rule	rule isSortedLoopBody
ITEM	verification.k	22	syntax	syntax Val ::= "isSortedClosure" [macro]
ITEM	verification.k	22	attribute	syntax Val ::= "isSortedClosure" [macro]
ITEM	verification.k	23	rule	rule isSortedClosure
ITEM	verification.k	36	rule	rule <k> #applyK(toCall(isSortedClosure), ARGS:Vals) ~> CONT
ITEM	verification.k	62	attribute	[priority(40)]
ITEM	verification.k	66	rule	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k>
ITEM	verification.k	68	requires	requires "$plain" in_keys(M) andBool X in_keys(M)
ITEM	verification.k	69	attribute	[priority(30)]
ITEM	verification.k	71	rule	rule <k> #look("result", L:Int) => V:Val ... </k>
ITEM	verification.k	75	requires	requires notBool "result" in_keys(REST)
ITEM	verification.k	76	attribute	[priority(20)]
ITEM	verification.k	77	rule	rule <k> #look("previous", L:Int) => V:Val ... </k>
ITEM	verification.k	81	requires	requires notBool "previous" in_keys(REST)
ITEM	verification.k	82	attribute	[priority(20)]
ITEM	verification.k	83	rule	rule <k> #look("repeats", L:Int) => V:Val ... </k>
ITEM	verification.k	87	requires	requires notBool "repeats" in_keys(REST)
ITEM	verification.k	88	attribute	[priority(20)]
ITEM	verification.k	89	rule	rule <k> #look("number", L:Int) => V:Val ... </k>
ITEM	verification.k	93	requires	requires notBool "number" in_keys(REST)
ITEM	verification.k	94	attribute	[priority(20)]
ITEM	verification.k	96	rule	rule <k> #bindP(("lst", .ParamNames), (V:Val, .Vals))
ITEM	verification.k	106	requires	requires notBool "lst" in_keys(REST)
ITEM	verification.k	107	attribute	[priority(20)]
ITEM	verification.k	109	rule	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals))
ITEM	verification.k	113	requires	requires "$plain" in_keys(M)
ITEM	verification.k	114	attribute	[priority(30)]
ITEM	verification.k	116	rule	rule <k> #bindTgt(Name(X:String), V:Val) => .K ... </k>
ITEM	verification.k	119	requires	requires "$plain" in_keys(M)
ITEM	verification.k	120	attribute	[priority(30)]
ITEM	verification.k	122	rule	rule <k> #bindTgt(Name("number"), V:Val) => .K ... </k>
ITEM	verification.k	131	requires	requires notBool "number" in_keys(REST)
ITEM	verification.k	132	attribute	[priority(20)]
ITEM	verification.k	134	rule	rule <k> Assign(Name(X:String), V:Val) => .K ... </k>
ITEM	verification.k	137	requires	requires "$plain" in_keys(M)
ITEM	verification.k	138	attribute	[priority(30)]
ITEM	verification.k	140	rule	rule <k> Assign(Name("result"), V:Val) => .K ... </k>
ITEM	verification.k	149	requires	requires notBool "result" in_keys(REST)
ITEM	verification.k	150	attribute	[priority(20)]
ITEM	verification.k	151	rule	rule <k> Assign(Name("previous"), V:Val) => .K ... </k>
ITEM	verification.k	160	requires	requires notBool "previous" in_keys(REST)
ITEM	verification.k	161	attribute	[priority(20)]
ITEM	verification.k	162	rule	rule <k> Assign(Name("repeats"), V:Val) => .K ... </k>
ITEM	verification.k	171	requires	requires notBool "repeats" in_keys(REST)
ITEM	verification.k	172	attribute	[priority(20)]
ITEM	verification.k	174	rule	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k>
ITEM	verification.k	180	requires	requires "$plain" in_keys(M) andBool X in_keys(M)
ITEM	verification.k	181	attribute	[priority(30)]
ITEM	verification.k	183	rule	rule <k> AugAssign(Name("repeats"), OP:String, V:Val) => .K ... </k>
ITEM	verification.k	192	requires	requires notBool "repeats" in_keys(REST)
ITEM	verification.k	193	attribute	[priority(20)]
ITEM	verification.k	198	rule	rule <k> Return(Name("result")) ~> _ => #pop </k>
ITEM	verification.k	204	requires	requires notBool "result" in_keys(REST)
ITEM	verification.k	205	attribute	[priority(20)]
ITEM	verification.k	210	rule	rule <k>
ITEM	verification.k	224	requires	requires X <Int P
ITEM	verification.k	225	attribute	[priority(20)]
ITEM	verification.k	226	rule	rule <k>
ITEM	verification.k	240	requires	requires X >=Int P
ITEM	verification.k	241	attribute	[priority(20)]
ITEM	verification.k	243	rule	rule <k>
ITEM	verification.k	257	requires	requires X ==Int P
ITEM	verification.k	258	attribute	[priority(20)]
ITEM	verification.k	259	rule	rule <k>
ITEM	verification.k	273	requires	requires X =/=Int P
ITEM	verification.k	274	attribute	[priority(20)]
ITEM	verification.k	276	rule	rule <k>
ITEM	verification.k	287	requires	requires C >Int 2
ITEM	verification.k	288	attribute	[priority(20)]
ITEM	verification.k	289	rule	rule <k>
ITEM	verification.k	300	requires	requires C <=Int 2
ITEM	verification.k	301	attribute	[priority(20)]
ITEM	verification.k	304	rule	rule ((N:Int |-> _S:Scope) BASE:Map) [ N <- undef ] => BASE
ITEM	verification.k	305	requires	requires notBool N in_keys(BASE)
ITEM	verification.k	306	attribute	[simplification]
ITEM	verification.k	309	syntax	syntax ValSeq ::= intsToVals(IntSeq)
ITEM	verification.k	313	rule	rule <k> #iterNext(list(intsToVals(.IntSeq))) => #iterDone ... </k>
ITEM	verification.k	314	attribute	[priority(30)]
ITEM	verification.k	315	rule	rule <k> #iterNext(list(intsToVals(iCons(I:Int, IS:IntSeq))))
ITEM	verification.k	317	attribute	[priority(30)]
ITEM	verification.k	322	rule	rule
ITEM	verification.k	345	requires	requires notBool "$plain" in_keys(LOCALS)
ITEM	verification.k	350	attribute	[priority(20)]
ITEM	verification.k	354	syntax	syntax Int ::= nextRepeats(Int, Int, Int) [function, total]
ITEM	verification.k	354	attribute	syntax Int ::= nextRepeats(Int, Int, Int) [function, total]
ITEM	verification.k	355	rule	rule nextRepeats(X:Int, P:Int, C:Int) => C +Int 1
ITEM	verification.k	356	requires	requires X ==Int P
ITEM	verification.k	357	rule	rule nextRepeats(X:Int, P:Int, _C:Int) => 1
ITEM	verification.k	358	requires	requires X =/=Int P
ITEM	verification.k	360	syntax	syntax ScanState ::= scanState(Bool, Int, Int)
ITEM	verification.k	362	attribute	[function, total]
ITEM	verification.k	363	rule	rule scanAll(OK:Bool, P:Int, C:Int, .IntSeq)
ITEM	verification.k	365	rule	rule scanAll(OK:Bool, P:Int, C:Int, iCons(X:Int, R:IntSeq))
ITEM	verification.k	374	syntax	syntax Bool ::= scanResult(ScanState) [function, total]
ITEM	verification.k	374	attribute	syntax Bool ::= scanResult(ScanState) [function, total]
ITEM	verification.k	375	rule	rule scanResult(scanState(OK:Bool, _P:Int, _C:Int)) => OK
ITEM	verification.k	379	syntax	syntax Bool ::= isSortedContract(IntSeq) [function, total]
ITEM	verification.k	379	attribute	syntax Bool ::= isSortedContract(IntSeq) [function, total]
ITEM	verification.k	380	rule	rule isSortedContract(IS:IntSeq)
ITEM	verification.k	384	module	module IS-SORTED-WITH-LOOP-LEMMA
ITEM	verification.k	385	imports	imports IS-SORTED-VERIFICATION
ITEM	verification.k	390	rule	rule
ITEM	verification.k	422	requires	requires FRAME ==Int SAVED
ITEM	verification.k	438	rule	rule
ITEM	verification.k	459	attribute	[priority(10)]
COUNT	verification.k	rules=37	syntax=7	claims=0	configurations=0	contexts=0
EXIT_STATUS: 0
